place,name,points,level
1,Orlik Armon ***,59.25,***
4 a,Schlegel Sandro **,57.50,**
5 a,Schnurrenberger Roman **,57.25,**
6 b,Wittenwiler Roman *,57.00,*
7 a,Zwyssig Raphael ***,56.75,***
7 d,Dändliker Shane **,56.75,**
8 c,Funk Nicola *,56.50,*
9 a,Kindlimann Fabian ***,56.25,***
Graub,den,,den
2,Rychen Roger ***,58.00,***
4 b,Leuppi Samir **,57.50,**
5 b,Hochholdinger Roman **,57.25,**
6 c,Krähenbühl Tobias ***,57.00,***
7 b,Keller Werner,56.75,Werner
8 a,Kuster Thomas *,56.50,*
8 d,Bühler Hannes *,56.50,*
9 b,Gartmann Mauro *,56.25,*
3,Riget Tobias **,57.75,**
4 c,Landolt Reto *,57.50,*
6 a,Steiner Michael **,57.00,**
6 d,Jörger Marc *,57.00,*
7 c,Geisser Lars **,56.75,**
8 b,Kuster Marcel ***,56.50,***
8 e,Jörger Corsin,56.50,Corsin
9 c,Burkhalter Stefan ***,56.25,***
9 d,Bernold Christian **,56.25,**
10 c,Poltera Andrin *,56.00,*
10 f,Biäsch Christian *,56.00,*
11 b,Rhyner Michael **,55.75,**
11 e,Dörig Erich *,55.75,*
11 h,Furrer Damian,55.75,Damian
12 b,Oettli Marco *,55.50,*
12 e,Aebli Nino,55.50,Nino
12 h,Burkhard Patrick *,55.50,*
Graub,den,,den
10 a,Zbinden Marc *,56.00,*
10 d,Wey Nicola *,56.00,*
10 g,Arztmann Beda *,56.00,*
11 c,Räbsamen Marcel *,55.75,*
11 f,Castelli Fabio,55.75,Fabio
11 i,Pianta Christian *,55.75,*
12 c,Oertle Daniel *,55.50,*
12 f,Lötscher Abraham,55.50,Abraham
12 i,Blaser Christian *,55.50,*
10 b,Schläpfer Markus **,56.00,**
10 e,Schlegel Werner (2002) *,56.00,*
11 a,Battaglia Ursin **,55.75,**
11 d,Jöhl Christian *,55.75,*
11 g,Bless Michael ***,55.75,***
12 a,Schmidlin Tobias (2001) *,55.50,*
12 d,Inauen Andreas *,55.50,*
12 g,Dumelin David **,55.50,**
12 j,Badat Thomas,55.50,Thomas
12 k,Nock Benjamin (2001) *,55.50,*
13 c,Lanter Christian *,55.25,*
13 f,Thoma Christoph,55.25,Christoph
13 i,Marty Jaime *,55.25,*
14 b,Naef Sandro,55.00,Sandro
