place,name,points,level
1,Clopath Beat ***,58.25,***
4,Orlik Armon **,57.25,**
5 c,Fässler Andreas **,57.00,**
5 f,Hersche Martin **,57.00,**
6 b,Gmür Pirmin *,56.75,*
6 e,Schläpfer Markus **,56.75,**
6 h,Wickli Beat **,56.75,**
7 c,Kuster Marcel **,56.50,**
St. Ga,n,,n
2,Schneider Mario **,57.75,**
5 a,Knechtle Martin **,57.00,**
5 d,Giger Samuel (1998) **,57.00,**
5 g,Zwyssig Raphael ***,57.00,***
6 c,Krähenbühl Tobias **,56.75,**
6 f,Truniger Manuel,56.75,Manuel
7 a,Bless Michael ***,56.50,***
8 a,Bösch Daniel ***,56.25,***
3,Forrer Arnold ***,57.50,***
5 b,Bühler Ernst **,57.00,**
5 e,Schneider Domenic **,57.00,**
6 a,Orlik Curdin **,56.75,**
6 d,Pﬁster Florian *,56.75,*
6 g,Rüegg Fabian *,56.75,*
7 b,Rhyner Michael **,56.50,**
8 b,Coray Beda *,56.25,*
8 c,Oertig Dominik *,56.25,*
8 f,Raymann David,56.25,David
9 c,Peng Mike ***,56.00,***
9 f,Scherer Christian *,56.00,*
10 c,Baumann Rico *,55.75,*
10 f,Näf Pius *,55.75,*
10 i,Vestner Roman *,55.75,*
10 l,Schmucki Ivo,55.75,Ivo
11 b,Scheiwiller Tobias,55.50,Tobias
St. Ga,n,,n
8 d,Bleiker Reto *,56.25,*
9 a,Bernold Edi **,56.00,**
9 d,Reber Marcel *,56.00,*
10 a,Notz Beni ***,55.75,***
10 d,Fontana Michael,55.75,Michael
10 g,Sprecher Sandro *,55.75,*
10 j,Breitenmoser Manuel,55.75,Manuel
10 m,Zbinden Marc *,55.75,*
11 c,Schwyn Adrian,55.50,Adrian
8 e,Giger Urs *,56.25,*
9 b,Good Marco *,56.00,*
9 e,Rüegg Roman *,56.00,*
10 b,Pﬁﬀner Ivo,55.75,Ivo
10 e,Holenstein Christian *,55.75,*
10 h,Streuli Martin *,55.75,*
10 k,Schläpfer Matthias *,55.75,*
11 a,Oertig Adrian **,55.50,**
11 d,Alder Armin,55.50,Armin
11 e,Elmer Daniel *,55.50,*
11 h,Hengartner Ivo,55.50,Ivo
11 k,Vogel Beat *,55.50,*
