place,name,points,level
1,Giger Samuel (1998) **,58.25,**
2 c,Burkhalter Stefan ***,57.50,***
3 c,Knechtle Martin **,57.00,**
3 f,Pﬁster Florian,57.00,Florian
4 a,Schlegel Reto (1997) *,56.75,*
5 a,Straub Robin *,56.50,*
5 d,Ott Dominik,56.50,Dominik
6 a,Bühler Ernst **,56.25,**
7 b,Hofstetter Manuel *,56.00,*
Schaﬀ,usen,,usen
2 a,Forrer Arnold ***,57.50,***
3 a,Notz Beni ***,57.00,***
3 d,Riget Tobias **,57.00,**
3 g,Inauen Franz *,57.00,*
4 b,Vögeli Sven *,56.75,*
5 b,Scherer Christian *,56.50,*
5 e,Korrodi Paul *,56.50,*
6 b,Manser Bruno *,56.25,*
7 c,Gwerder Andreas **,56.00,**
2 b,Büsser Andy ***,57.50,***
3 b,Leuppi Samir **,57.00,**
3 e,Schudel Simon,57.00,Simon
3 h,Bernold Christian *,57.00,*
4 c,Kaech Frank,56.75,Frank
5 c,Ueltschi Patric,56.50,Patric
5 f,Bösch Roman **,56.50,**
7 a,Schläpfer Markus **,56.00,**
7 d,Frauchiger Remo,56.00,Remo
8 a,Vollenweider Jeremy (1998) *,55.75,*
8 d,Wettstein Daniel,55.75,Daniel
9 a,Vestner Bruno *,55.50,*
9 d,Roth Lukas *,55.50,*
9 g,Kamer Hanspeter *,55.50,*
10 a,Güntensperger Marcel *,55.25,*
10 d,Rütsche Werner,55.25,Werner
10 g,Gubler Daniel,55.25,Daniel
11 a,Nägeli Marco *,55.00,*
Schaﬀ,usen,,usen
8 b,Steiner Michael **,55.75,**
8 e,Krähenbühl Lukas *,55.75,*
9 b,Landolt Reto *,55.50,*
9 e,Meier Remo **,55.50,**
9 h,Burkhard Patrick *,55.50,*
10 b,Fausch Kjetil,55.25,Kjetil
10 e,Odermatt Christoph *,55.25,*
10 h,Bernold Michael (1999),55.25,(1999)
11 b,Fässler Patrick,55.00,Patrick
8 c,Geisser Lars *,55.75,*
8 f,Koch Reto,55.75,Reto
9 c,Holenstein Christian *,55.50,*
9 f,Gysel Hansruedi,55.50,Hansruedi
9 i,Berger Roman,55.50,Roman
10 c,Schmuki Michael,55.25,Michael
10 f,Hersche Daniel,55.25,Daniel
10 i,Fejzaj Naim *,55.25,*
11 c,Bickel Stefan *,55.00,*
11 d,Braun Mathias,55.00,Mathias
12 a,Schwyn Patrick (1999),54.75,(1999)
12 d,Schnurrenberger Roman **,54.75,**
