place,name,points,level
1,Wicki Joel **,59.25,**
3 b,Kurmann Toni *,57.50,*
4 b,Reichmuth Roland,57.25,Roland
5 c,Waser Dominik **,57.00,**
5 f,Höﬂiger Andreas **,57.00,**
5 i,Zurﬂuh Michael *,57.00,*
6 c,Hasler Florian **,56.75,**
2,Imhof Andi ***,58.25,***
3 c,Gander Adrian *,57.50,*
5 a,Bieri Christian **,57.00,**
5 d,Fankhauser Reto **,57.00,**
5 g,Murer Andy **,57.00,**
6 a,Zurﬂuh Roman **,56.75,**
6 d,Hürlimann Mathias (2000),56.75,(2000)
3 a,Baumann Roger *,57.50,*
4 a,Herger Matthias **,57.25,**
5 b,Kempf Elias **,57.00,**
5 e,Gassmann Michael *,57.00,*
5 h,Portmann Josef *,57.00,*
6 b,Arnold Stefan **,56.75,**
6 e,Hurschler Thomas **,56.75,**
6 f,Schuler Philipp **,56.75,**
7 a,Ambühl Joel *,56.50,*
7 d,Durrer Robin,56.50,Robin
7 g,Waser Reto *,56.50,*
8 a,Fellmann Roman *,56.25,*
9 b,Gwerder Guido **,56.00,**
9 e,Widmer Adrian *,56.00,*
10 a,Gloggner Philipp ***,55.75,***
10 d,Bucher Roland *,55.75,*
6 g,Wyrsch Marco **,56.75,**
7 b,Heinzer Stefan **,56.50,**
7 e,Egli Damian **,56.50,**
7 h,Scheuber Lutz **,56.50,**
8 b,Odermatt Remo *,56.25,*
9 c,Arnold Andreas *,56.00,*
9 f,Ettlin Martin,56.00,Martin
10 b,Käslin Ruedi *,55.75,*
10 e,Della Torre Simon,55.75,Simon
6 h,Zgraggen Fabian *,56.75,*
7 c,Herger Fabian *,56.50,*
7 f,Ottiger Lukas,56.50,Lukas
7 i,Bättig Martin *,56.50,*
9 a,Arnold Raphael *,56.00,*
9 d,Gwerder Michael (2000) *,56.00,*
9 g,Stöckli Damian *,56.00,*
10 c,Bachmann Roger *,55.75,*
10 f,Arnold Severin *,55.75,*
10 g,Beﬀa Mario,55.75,Mario
10 j,Lagler Christian,55.75,Christian
10 m,Weber Ivo,55.75,Ivo
11 b,Briker Michael *,55.50,*
11 e,Thalmann Adrian,55.50,Adrian
11 h,Ming Christian 2,55.50,2
11 k,Zimmermann Martin **,55.50,**
12 c,Scherer Niklaus *,55.25,*
12 f,Wüest David (2000),55.25,(2000)
10 h,Doppmann Ueli,55.75,Ueli
10 k,Schürpf Bruno *,55.75,*
10 n,Durrer Fabian *,55.75,*
11 c,Huber Alex *,55.50,*
11 f,Villiger Cyrill *,55.50,*
11 i,Müller Roger *,55.50,*
12 a,Elsener Marcel *,55.25,*
12 d,Suter Beat,55.25,Beat
12 g,Bucher Christian *,55.25,*
10 i,Felder Seppi *,55.75,*
10 l,Steiner Severin (2001),55.75,(2001)
11 a,Hösli Fritz *,55.50,*
11 d,Kälin Roland **,55.50,**
11 g,Bissig Fabian,55.50,Fabian
11 j,Scherrer Fabian (2002),55.50,(2002)
12 b,Heinzer Josef,55.25,Josef
12 e,Ulrich Marco *,55.25,*
12 h,Elsener Peter **,55.25,**
12 i,Heinzer Ronny *,55.25,*
12 l,Muﬀ Armin **,55.25,**
13 a,Gander Michael,55.00,Michael
13 d,Bucher Thomas,55.00,Thomas
13 g,Schuler Alex ***,55.00,***
14 b,Amgarten Martin *,54.75,*
14 e,Bürgi Tobias,54.75,Tobias
14 h,Suter Samuel,54.75,Samuel
15 c,Britschgi Markus,54.50,Markus
12 j,Lemmenmeier Lukas *,55.25,*
12 m,Schuler Daniel *,55.25,*
13 b,Hess Michael *,55.00,*
13 e,Lang Sven *,55.00,*
13 h,Kälin Remo *,55.00,*
14 c,Betschart Michael,54.75,Michael
14 f,Hirsiger Alexander *,54.75,*
15 a,Arnold Fabian *,54.50,*
15 d,Durrer Lukas,54.50,Lukas
12 k,Kessler Joel *,55.25,*
12 n,Heinzer Stefan *,55.25,*
13 c,Zürcher Ueli (2000),55.00,(2000)
13 f,Hurschler Adrian,55.00,Adrian
14 a,Lussi Marco *,54.75,*
14 d,Burch Jonas *,54.75,*
14 g,Streiﬀ Dominik *,54.75,*
15 b,Rohrer Beat *,54.50,*
15 e,Graber Michael *,54.50,*
15 f,Klauser Nico,54.50,Nico
15 i,Elsener Manuel,54.50,Manuel
15 l,Lustenberger Florian (2002),54.50,(2002)
16 b,Durrer Ueli,54.25,Ueli
16 e,Gasser Dominik 1,54.25,1
16 h,Bühlmann Daniel (2000),54.25,(2000)
16 k,von Flüe Michael,54.25,Michael
17 a,Vogel Marcel,54.00,Marcel
17 d,Kaufmann Jens,54.00,Jens
15 g,Ming Christian *,54.50,*
15 j,Forster Christian,54.50,Christian
15 m,Ming Hannes,54.50,Hannes
16 c,Eﬃnger Peter,54.25,Peter
16 f,Zanini David (2000),54.25,(2000)
16 i,Käslin Valentin (2000),54.25,(2000)
16 l,Ziegler Moritz,54.25,Moritz
17 b,Zumstein Marcel,54.00,Marcel
17 e,Spichtig Aldo,54.00,Aldo
15 h,Baumann Marco,54.50,Marco
15 k,Gwerder Andreas *,54.50,*
16 a,Graber Sandro,54.25,Sandro
16 d,Gander Martin,54.25,Martin
16 g,Albert Thomas,54.25,Thomas
16 j,von Euw Lukas (2002),54.25,(2002)
16 m,Mignola Lorenzo,54.25,Lorenzo
