place,name,points,level
1,Ulrich Andreas ***,59.25,***
4 a,Bösch Daniel ***,57.00,***
6 a,Gloggner Hansjörg ***,56.50,***
6 d,Forrer Arnold ***,56.50,***
7 c,Suppiger Werner **,56.25,**
8 b,Britschgi Melk **,56.00,**
9 b,Suppiger René **,55.75,**
10 a,Rohrer Marco **,55.50,**
10 d,Brun Jonas **,55.50,**
Inner,weizer Schwingerverband,,Schwingerverband
2,Laimbacher Philipp ***,58.50,***
4 b,Rychen Roger **,57.00,**
6 b,Schurtenberger Sven **,56.50,**
7 a,Zwyssig Raphael ***,56.25,***
7 d,Zimmermann Martin **,56.25,**
8 c,Rohrer Ivan *,56.00,*
9 c,Hersche Martin **,55.75,**
10 b,Schelbert Ralf **,55.50,**
11 a,Krähenbühl Tobias **,55.25,**
3,Schuler Christian ***,57.25,***
5,Laimbacher Adrian ***,56.75,***
6 c,Müllestein Mike **,56.50,**
7 b,Rhyner Michael **,56.25,**
8 a,Orlik Armon **,56.00,**
9 a,Scheuber Lutz **,55.75,**
9 d,Gasser Stefan **,55.75,**
10 c,Fankhauser Marco **,55.50,**
11 b,Höﬂiger Andreas **,55.25,**
12 a,Stöckli Stefan **,55.00,**
13 a,Bieri Marcel **,54.75,**
13 d,Kempf Elias **,54.75,**
13 g,Schuler Alex **,54.75,**
14 b,Zimmermann Simon *,54.50,*
14 e,Steinauer Adrian **,54.50,**
14 h,Inderbitzin Daniel *,54.50,*
15 a,Reichmuth Armin *,54.25,*
15 d,Fässler Andreas **,54.25,**
Inner,weizer Schwingerverband,,Schwingerverband
12 b,Kennel Stefan *,55.00,*
13 b,Orlik Curdin **,54.75,**
13 e,Horner Peter **,54.75,**
13 h,Gwerder Christian **,54.75,**
14 c,Notz Beni ***,54.50,***
14 f,Schneider Domenic **,54.50,**
14 i,Föhn Pirmin *,54.50,*
15 b,Oertig Dominik *,54.25,*
16 a,Waser Reto *,54.00,*
12 c,Burkhalter Stefan ***,55.00,***
13 c,Waser Dominik *,54.75,*
13 f,Egli Pirmin **,54.75,**
14 a,Gmür Pirmin *,54.50,*
14 d,Suter David **,54.50,**
14 g,Kälin Remo *,54.50,*
14 j,Bieri Christian *,54.50,*
15 c,Linggi Bruno **,54.25,**
16 b,Villiger Cyrill *,54.00,*
16 c,Müller Toni *,54.00,*
18 a,Kohler Fredi **,53.50,**
19 b,Elsener Adrian **,53.25,**
20 b,Eugster Ruedi **,53.00,**
22,Muﬀ Armin **,45.25,**
25 a,Zimmermann Daniel *,35.50,*
26,Grab Daniel **,35.25,**
27 c,Heinzer Stefan *,34.75,*
28 b,Dörig Erich *,34.50,*
28 e,Kammermann Thomas *,34.50,*
Inner,weizer Schwingerverband,,Schwingerverband
16 d,Gwerder Andreas **,54.00,**
18 b,Baumann Roger *,53.50,*
19 c,Fankhauser Reto **,53.25,**
21 a,Wyrsch Marco *,52.75,*
23,Vonlaufen Alexander **,36.00,**
25 b,Gwerder Guido **,35.50,**
27 a,Thalmann Thomas *,34.75,*
27 d,Barmettler Peter *,34.75,*
28 c,Bernold Christian *,34.50,*
29 a,Bickel Stefan *,34.25,*
17,Ackermann Remo *,53.75,*
19 a,Odermatt Andreas *,53.25,*
20 a,Käslin Benno *,53.00,*
21 b,Bernet Christoph *,52.75,*
24,Murer Andy *,35.75,*
25 c,Muﬀ André *,35.50,*
27 b,Steiner Michael **,34.75,**
28 a,Landolt Reto *,34.50,*
28 d,Schmid Dominik **,34.50,**
29 b,Baumann Rico *,34.25,*
30 a,Bernold Edi **,34.00,**
32,Herger Matthias **,25.50,**
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Inner,weizer Schwingerverband,,Schwingerverband
30 b,Ammann Rico *,34.00,*
33,Gassmann Michael *,17.25,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
31,Achermann Christoph *,26.00,*
34,Schärli Lukas **,8.50,**
