place,name,points,level
1,Giger Samuel ***,58.50,***
4 a,Schneider Mario **,57.50,**
5 b,Schlegel Sandro **,57.25,**
6 b,Schläpfer Markus **,57.00,**
6 e,Rüegg Fabian *,57.00,*
6 h,Lenherr Cédric (2003),57.00,(2003)
7 c,Bernold Edi **,56.75,**
7 f,Schlegel Reto *,56.75,*
St. Ga,n,,n
2,Schlegel Werner **,58.00,**
4 b,Bollhalder Manuel *,57.50,*
5 c,Baumgartner Ramon,57.25,Ramon
6 c,Gmür Pirmin **,57.00,**
6 f,Elmer Adrian *,57.00,*
7 a,Ulmann Fabian *,56.75,*
7 d,Wey Nicola *,56.75,*
7 g,Kobler Janosch,56.75,Janosch
3,Räbsamen Marcel *,57.75,*
5 a,Notz Beni ***,57.25,***
6 a,Signer Andy (2003),57.00,(2003)
6 d,Geisser Lars **,57.00,**
6 g,Riget Tobias **,57.00,**
7 b,Burch Dean,56.75,Dean
7 e,Schnurrenberger Roman **,56.75,**
7 h,Fausch Kjetil *,56.75,*
7 i,Arztmann Beda **,56.75,**
8 c,Thoma Christoph *,56.50,*
8 f,Hobi Ignaz,56.50,Ignaz
9 a,Good Marco *,56.25,*
10 a,Schuler Alex ***,56.00,***
10 d,Riget Florian *,56.00,*
11 b,Schuler Philipp **,55.75,**
11 e,Roth Sämi,55.75,Sämi
11 h,Dörig Erich *,55.75,*
St. Ga,n,,n
8 a,Oettli Marco **,56.50,**
8 d,Rychen Roger ***,56.50,***
8 g,Eﬃnger Markus *,56.50,*
9 b,Steiner Michael **,56.25,**
10 b,Kindlimann Fabian ***,56.00,***
10 e,Ott Damian **,56.00,**
11 c,Baumann Rico *,55.75,*
11 f,Niederer Andreas,55.75,Andreas
12 a,Kälin Remo *,55.50,*
8 b,Biäsch Christian *,56.50,*
8 e,Rhyner Michael **,56.50,**
8 h,Dumelin David **,56.50,**
9 c,Odermatt Gian Maria (2004) *,56.25,*
10 c,Rotach Lars *,56.00,*
11 a,Zumbach Michael,55.75,Michael
11 d,Schmid Patrick *,55.75,*
11 g,Elmer Daniel *,55.75,*
12 b,Funk Nicola *,55.50,*
12 c,Wild Thomas,55.50,Thomas
12 f,Kamer Ueli *,55.50,*
12 i,Giger Urs *,55.50,*
12 l,Fuster Sepp *,55.50,*
13 a,Schuler Daniel *,55.25,*
13 d,Lengacher Gian (2003),55.25,(2003)
13 g,Schmid Gian (2003),55.25,(2003)
13 j,Kiser Aron,55.25,Aron
13 m,Blaser Niklas *,55.25,*
St. Ga,n,,n
12 d,Signer Tobias (2004),55.50,(2004)
12 g,Kamer Hanspeter *,55.50,*
12 j,Flück Bruno,55.50,Bruno
12 m,Fontana Michael *,55.50,*
13 b,Schiess Christian,55.25,Christian
13 e,Krähenbühl Lukas *,55.25,*
13 h,Peter Philipp,55.25,Philipp
13 k,Hinrichs Silvio (2004),55.25,(2004)
13 n,Baumann Elia,55.25,Elia
12 e,Schäppi Urs *,55.50,*
12 h,Heierli Pascal *,55.50,*
12 k,Brülisauer Dominik,55.50,Dominik
12 n,Burkhard Tobias,55.50,Tobias
13 c,Lüthi Manuel (2003) *,55.25,*
13 f,Birchler Fabian,55.25,Fabian
13 i,Mannhart Jan (2003),55.25,(2003)
13 l,Fässler Michael,55.25,Michael
13 o,Schönenberger Tobias (2004),55.25,(2004)
13 p,Giger Florian,55.25,Florian
14 c,Raschle Urban (2003),55.00,(2003)
14 f,Forrer Marco (2003),55.00,(2003)
14 i,Ammann Rico *,55.00,*
15 b,Arnold Christian,54.75,Christian
15 e,Steiner Lukas,54.75,Lukas
15 h,Ueltschi Patric *,54.75,*
16 a,Schmid Michael,54.50,Michael
16 d,Gartmann Mauro **,54.50,**
St. Ga,n,,n
14 a,Hugelshofer Lars *,55.00,*
14 d,Keller Cedric,55.00,Cedric
14 g,Blaser Christian **,55.00,**
14 j,Ziegler Andreas,55.00,Andreas
15 c,Kurmann Patrick (2003),54.75,(2003)
15 f,Schläpfer Matthias *,54.75,*
15 i,Lanter Christian *,54.75,*
16 b,Langenegger Beat,54.50,Beat
16 e,Pianta Christian *,54.50,*
14 b,Schegg Daniel,55.00,Daniel
14 e,Gerig Marcel,55.00,Marcel
14 h,Bachmann Janos (2004),55.00,(2004)
15 a,Fallegger Marc (2003),54.75,(2003)
15 d,Nock Benjamin *,54.75,*
15 g,Bleiker Ueli (2004),54.75,(2004)
15 j,Laager Michael,54.75,Michael
16 c,Keller Lukas,54.50,Lukas
16 f,Mettler Valentin *,54.50,*
16 g,Koller Silvan *,54.50,*
16 j,Manser Adrian,54.50,Adrian
