place,name,points,level
1,Leuppi Samir ***,58.25,***
2 c,Castelli Fabio,57.25,Fabio
3 c,Landolt Reto *,57.00,*
4 a,Vollenweider Jeremy **,56.75,**
4 d,Habegger Heinz **,56.75,**
5 b,Good Marco *,56.50,*
5 e,Aebli Nino,56.50,Nino
6 a,Rotach Lars *,56.25,*
Graub,den,,den
2 a,Schlegel Sandro **,57.25,**
3 a,Hochholdinger Roman **,57.00,**
3 d,Geisser Lars **,57.00,**
4 b,Rychen Roger ***,56.75,***
4 e,Gosswiler Livio *,56.75,*
5 c,Arnold Stefan **,56.50,**
5 f,Schlegel Reto *,56.50,*
6 b,Jörger Corsin *,56.25,*
2 b,Orlik Armon ***,57.25,***
3 b,Schmid Dominik **,57.00,**
3 e,Biäsch Christian *,57.00,*
4 c,Riget Tobias **,56.75,**
5 a,Wey Nicola *,56.50,*
5 d,Blaser Christian **,56.50,**
5 g,Joos Enrico (2003),56.50,(2003)
6 c,Bollhalder Manuel *,56.25,*
7 a,Kindlimann Fabian ***,56.00,***
7 d,Kobler Janosch,56.00,Janosch
8 b,Poltera Andrin *,55.75,*
9 a,Ziegler Andreas,55.50,Andreas
9 d,Battaglia Ursin **,55.50,**
9 g,Hänni Marc,55.50,Marc
10 a,Herger Fabian *,55.25,*
10 d,Schiesser Patrik *,55.25,*
10 g,Horner Sämi,55.25,Sämi
Graub,den,,den
7 b,Lazzarotto Salomon (2005),56.00,(2005)
7 e,Aeschlimann Martin,56.00,Martin
8 c,Lehmann Philipp *,55.75,*
9 b,Leuppi Karim *,55.50,*
9 e,Inauen Maurus (2003),55.50,(2003)
9 h,Elmer Daniel *,55.50,*
10 b,Flütsch Marco,55.25,Marco
10 e,Keller Cedric,55.25,Cedric
10 h,Hangartner Maurice (2003),55.25,(2003)
7 c,Schmid Patrick *,56.00,*
8 a,Schmid Gian (2003),55.75,(2003)
8 d,Buchli Michael (2004),55.75,(2004)
9 c,Fässler Tobias,55.50,Tobias
9 f,Hobi Ignaz,55.50,Ignaz
9 i,Bernold Edi **,55.50,**
10 c,Tschudi Mario,55.25,Mario
10 f,Inauen Aurel,55.25,Aurel
10 i,Gantenbein Linard (2004),55.25,(2004)
11 a,Stadelmann Patrick,55.00,Patrick
11 d,Wehrli Jan,55.00,Jan
12 c,Schlegel Jamie (2004),54.75,(2004)
12 f,Schuler Martin *,54.75,*
13 b,Gartmann Mauro **,54.50,**
13 e,Wild Thomas,54.50,Thomas
13 h,Fontana Michael *,54.50,*
13 k,Pianta Christian *,54.50,*
Graub,den,,den
11 b,Korrodi Janik (2004),55.00,(2004)
12 a,Lüthi Manuel (2003) *,54.75,*
12 d,Flück Bruno,54.75,Bruno
12 g,Feldmann Patrik (2005),54.75,(2005)
13 c,Nock Benjamin *,54.50,*
13 f,Schmidlin Tobias *,54.50,*
13 i,Steiner Lukas,54.50,Lukas
13 l,Laager Michael,54.50,Michael
11 c,Ackermann Rico (2003) *,55.00,*
12 b,Brand Andreas (2003),54.75,(2003)
12 e,Wüthrich Severin,54.75,Severin
13 a,Giger Lorenz,54.50,Lorenz
13 d,Wüthrich Hans,54.50,Hans
13 g,Mannhart Jan (2003),54.50,(2003)
13 j,Rhyner Beni,54.50,Beni
13 m,Sprecher Martin,54.50,Martin
14 a,Mathis Patrick,54.25,Patrick
15 b,Wittenwiler Mathias (2003),54.00,(2003)
15 e,Sieber Marc,54.00,Marc
15 h,Gasenzer Christian (2004),54.00,(2004)
15 k,Bütler Roman (2004),54.00,(2004)
16 b,Lacher Tobias (2005),53.75,(2005)
16 e,Bernhard Thomas,53.75,Thomas
17 b,Riatsch Albin,53.50,Albin
18 b,Schiess Christian,53.00,Christian
Graub,den,,den
14 b,Mayer Elia (2004),54.25,(2004)
15 c,Schnyder Christian,54.00,Christian
15 f,Schwyn Patrick,54.00,Patrick
15 i,Frei Felix (2003),54.00,(2003)
15 l,Baumann Reto,54.00,Reto
16 c,Büchler Livio,53.75,Livio
16 f,Abderhalden Lukas (2003),53.75,(2003)
17 c,Graf Dominik (2005),53.50,(2005)
18 c,Ruppanner Philipp,53.00,Philipp
15 a,Krucker Silvan,54.00,Silvan
15 d,Laager Kaspar (2004),54.00,(2004)
15 g,Langenegger Beat,54.00,Beat
15 j,Diem Hansruedi,54.00,Hansruedi
16 a,Stadelmann Lukas (2004),53.75,(2004)
16 d,Bleiker Daniel,53.75,Daniel
17 a,Schoch René,53.50,René
18 a,Zumbach Michael,53.00,Michael
18 d,Forrer Marco (2003),53.00,(2003)
18 e,Aebli Andrin,53.00,Andrin
19 c,Nogler Livio,52.75,Livio
21 a,Nogler David,52.25,David
22 b,Denoth Michel,51.00,Michel
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Graub,den,,den
19 a,Siegenthaler Joël (2003),52.75,(2003)
20 a,Gmür Pascal (2003),52.50,(2003)
21 b,Bebi Nic (2003),52.25,(2003)
23,Schwyn Adrian *,27.00,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
19 b,Baumgartner Joël,52.75,Joël
20 b,Nef Tobias (2005),52.50,(2005)
22 a,Zumstein Silvan,51.00,Silvan
