place,name,points,level
1,Schuler Christian ***,59.00,***
3 b,Gwerder Dario,57.25,Dario
4 a,Bieri Marcel **,57.00,**
4 d,Bieri Christian *,57.00,*
5 c,Britschgi Melk **,56.75,**
6 a,Bürgler Lukas,56.50,Lukas
6 d,Müllestein Mike **,56.50,**
7 a,Schuler Alex **,56.25,**
Cham,netsee,,netsee
2,Laimbacher Philipp ***,57.50,***
3 c,Nietlispach Pascal **,57.25,**
4 b,Höﬂiger Andreas **,57.00,**
5 a,Grab Martin ***,56.75,***
5 d,Gloggner Reto **,56.75,**
6 b,Reichmuth Armin *,56.50,*
6 e,Reichmuth Marco *,56.50,*
7 b,Blaser Theo *,56.25,*
3 a,Ulrich Andreas ***,57.25,***
3 d,Schelbert Ralf **,57.25,**
4 c,Waser Dominik **,57.00,**
5 b,Reichmuth Pirmin **,56.75,**
5 e,Küttel Pirmin **,56.75,**
6 c,Gwerder Guido **,56.50,**
6 f,Theiler Beat *,56.50,*
7 c,Fankhauser Reto **,56.25,**
7 d,Herger Matthias **,56.25,**
8 b,Egli David *,56.00,*
9 a,Kälin Roland **,55.75,**
9 d,Bircher Vital *,55.75,*
9 g,Heinzer Ronny,55.75,Ronny
10 b,Elsener Adrian **,55.50,**
10 e,Wittwer Jan *,55.50,*
10 h,Widmer Thomas,55.50,Thomas
10 k,Kennel Beat *,55.50,*
Cham,netsee,,netsee
7 e,Steinauer Adrian **,56.25,**
8 c,Linggi Bruno **,56.00,**
9 b,Wyrsch Marco *,55.75,*
9 e,Bucher Christian (1998),55.75,(1998)
9 h,Heinzer Stefan *,55.75,*
10 c,Moos Christoph,55.50,Christoph
10 f,Zemp Thomas *,55.50,*
10 i,Zimmermann Martin *,55.50,*
10 l,Ulrich Marco,55.50,Marco
8 a,Betschart Rainer **,56.00,**
8 d,Schuler Philipp **,56.00,**
9 c,Andermatt Adrian,55.75,Adrian
9 f,Gwerder Carlo **,55.75,**
10 a,Briker Michael *,55.50,*
10 d,Omlin Toni *,55.50,*
10 g,Hasler Florian **,55.50,**
10 j,Hurschler Adrian,55.50,Adrian
10 m,Gwerder Christian **,55.50,**
10 n,Nötzli Reto ***,55.50,***
11 c,Föhn Pirmin *,55.25,*
11 f,Bisig Thomas **,55.25,**
11 i,Schindler Thomas,55.25,Thomas
11 l,Fässler Cornel *,55.25,*
12 c,Nauer Robin,55.00,Robin
12 f,Bucher Thomas,55.00,Thomas
12 i,Nötzli Bruno ***,55.00,***
13 b,Lüönd Andreas **,54.75,**
Cham,netsee,,netsee
11 a,Bucher Roland *,55.25,*
11 d,Hurschler Michael,55.25,Michael
11 g,Gwerder Andreas *,55.25,*
11 j,Inderbitzin Daniel *,55.25,*
12 a,Ambühl Joel (1998),55.00,(1998)
12 d,Forster Christian,55.00,Christian
12 g,Elsener Kilian,55.00,Kilian
12 j,Suter Beat,55.00,Beat
13 c,Beﬀa Mario,54.75,Mario
11 b,Luginbühl Hanspeter **,55.25,**
11 e,Villiger Cyrill *,55.25,*
11 h,Heinzer Stefan *,55.25,*
11 k,Kälin Remo *,55.25,*
12 b,Hösli Fritz *,55.00,*
12 e,Schöpfer Thomas *,55.00,*
12 h,Lagler Christian,55.00,Christian
13 a,Betschart Patrick (1999),54.75,(1999)
13 d,Betschart Daniel,54.75,Daniel
13 e,Elsener Peter **,54.75,**
13 h,Baumann Marco,54.75,Marco
14 b,Elsener Marcel,54.50,Marcel
14 e,Muﬀ Armin **,54.50,**
14 h,Zimmermann Daniel *,54.50,*
14 k,Gwerder Beni,54.50,Beni
15 b,Schuler Daniel,54.25,Daniel
15 e,Durrer Fabian (1999),54.25,(1999)
15 h,Hegner Ueli (1999),54.25,(1999)
Cham,netsee,,netsee
13 f,Föhn Franz **,54.75,**
13 i,Kennel Stefan *,54.75,*
14 c,Fassbind René *,54.50,*
14 f,Schmid Köbi,54.50,Köbi
14 i,Amgarten Martin,54.50,Martin
14 l,Kessler Joel,54.50,Joel
15 c,Bürgi Tobias,54.25,Tobias
15 f,Gut Koni,54.25,Koni
15 i,Müller Dominik,54.25,Dominik
13 g,Kenel Franz-Toni *,54.75,*
14 a,Imboden Roger **,54.50,**
14 d,Grab Daniel **,54.50,**
14 g,Thierstein Marco,54.50,Marco
14 j,Betschart Marcel,54.50,Marcel
15 a,Baumann Lukas,54.25,Lukas
15 d,Diener Pirmin *,54.25,*
15 g,Gwerder Michael (2000),54.25,(2000)
15 j,Schürpf Bruno,54.25,Bruno
15 k,Suter Paul,54.25,Paul
15 n,Schürpf Guido,54.25,Guido
16 c,Bingisser Roman,54.00,Roman
16 f,Ulrich Marcel,54.00,Marcel
17 a,Gwerder Dominik,53.75,Dominik
17 d,Grab Martin jun. (1999),53.75,(1999)
17 g,Märchy Sepp,53.75,Sepp
18 c,Arnold Marcel,53.50,Marcel
19 c,Schuler Thomas,53.25,Thomas
Cham,netsee,,netsee
15 l,Fink Bruno *,54.25,*
16 a,Heinzer Josef,54.00,Josef
16 d,Elsener Manuel,54.00,Manuel
16 g,Reichmuth Roland,54.00,Roland
17 b,Supper Frederik,53.75,Frederik
17 e,Gwerder Marco,53.75,Marco
18 a,Egli Christian,53.50,Christian
19 a,Bär Leo,53.25,Leo
19 d,Zimmermann Armin,53.25,Armin
15 m,Bürgler André *,54.25,*
16 b,Kempf Damian,54.00,Damian
16 e,Neyer Sven,54.00,Sven
16 h,Corvi Dominik,54.00,Dominik
17 c,Betschart Silvan *,53.75,*
17 f,Zimmermann Reto (1998),53.75,(1998)
18 b,Schnider Markus *,53.50,*
19 b,Bruhin Fredi,53.25,Fredi
20 a,Hirsiger Alexander,53.00,Alexander
20 b,Hürlimann Mathias (2000),53.00,(2000)
20 e,Suter Pirmin,53.00,Pirmin
21 c,Reichmuth Lukas (2000),52.75,(2000)
23 a,Arnold Lukas (1998),35.50,(1998)
23 d,Meier Daniel (2000),35.50,(2000)
23 g,Eﬃnger Markus *,35.50,*
23 j,Inderbitzin Urs,35.50,Urs
23 m,Stutzer Michael (1999),35.50,(1999)
24 c,Burkhalter Daniel (1999),35.25,(1999)
24 f,Klauser Nico,35.25,Nico
24 i,Schuler Koni,35.25,Koni
Cham,netsee,,netsee
20 c,Imfeld Beat,53.00,Beat
21 a,Fischer Tobias,52.75,Tobias
21 d,Rogenmoser Ryan (1999),52.75,(1999)
23 b,Eﬃnger Peter,35.50,Peter
23 e,Bättig Martin *,35.50,*
23 h,Gabriel Christian (2000),35.50,(2000)
23 k,Schilliger Sven (2000),35.50,(2000)
24 a,Andermatt Erwin (1999),35.25,(1999)
24 d,Cotting Ivo (1999),35.25,(1999)
24 g,Lustenberger Josef,35.25,Josef
24 j,Staub Devin (1998),35.25,(1998)
20 d,Tschan Matthias,53.00,Matthias
21 b,Blattmann Philipp (2000),52.75,(2000)
22,Heinzer Florian,35.75,Florian
23 c,Küttel Samuel,35.50,Samuel
23 f,Diethelm Albert *,35.50,*
23 i,Hillebrandt Patrick,35.50,Patrick
23 l,Schilter Daniel,35.50,Daniel
24 b,Birchler Fabian (2000),35.25,(2000)
24 e,Kennel Roger (1999),35.25,(1999)
24 h,Röllin Matthias (2000),35.25,(2000)
24 k,Zimmermann Fabian,35.25,Fabian
24 l,Strebel Sandro **,35.25,**
27 a,Brunner Timon (1998),34.50,(1998)
28 b,Weber Manuel (1999),34.25,(1999)
29 c,Dittli Alexander (2000),34.00,(2000)
30,Lengacher Jonas **,28.50,**
33,Rüttimann Reto,8.50,Reto
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Cham,netsee,,netsee
25,Schärli Lukas **,35.00,**
27 b,Meier Marcel,34.50,Marcel
29 a,Andermatt Elvin,34.00,Elvin
29 d,Meier Andreas,34.00,Andreas
31,Imfeld Peter ***,27.00,***
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
26,Schelbert Roman,34.75,Roman
28 a,Schmid Pirmin (2000),34.25,(2000)
29 b,Blattmann Jonas (1999),34.00,(1999)
29 e,Stöckli Marcel (2000),34.00,(2000)
32,Keller Janik,26.00,Janik
