place,name,points,level
1 a,Giger Samuel ***,58.00,***
2 b,Schneider Domenic ***,57.25,***
4 a,Gwerder Michael **,56.75,**
5 a,Borcard Johann **,56.50,**
5 d,Nötzli Reto ***,56.50,***
6 c,Hersche Martin ***,56.00,***
7 b,Ott Damian **,55.75,**
8 a,Waser Dominik **,55.50,**
Nordo,chweizer Schwingerverband,,Schwingerverband
1 b,Bösch Daniel ***,58.00,***
2 c,Müllestein Mike ***,57.25,***
4 b,Kramer Lario **,56.75,**
5 b,Schneider Mario **,56.50,**
6 a,Arnold Raphael **,56.00,**
6 d,Brun Jonas **,56.00,**
7 c,Egli Damian **,55.75,**
8 b,Rohrer Ueli *,55.50,*
2 a,Mathis Marcel ***,57.25,***
3,Reichmuth Marco **,57.00,**
4 c,Bless Michael ***,56.75,***
5 c,Dändliker Shane **,56.50,**
6 b,Oettli Marco **,56.00,**
7 a,Zwyssig Raphael ***,55.75,***
7 d,Notz Beni ***,55.75,***
8 c,Roth Martin **,55.50,**
8 d,Muﬀ André *,55.50,*
9 a,Peng Mike ***,55.25,***
9 d,Oertig Dominik **,55.25,**
9 g,Doppmann Urs **,55.25,**
10 c,Burkhalter Stefan ***,55.00,***
11 c,Mollet Ivan **,54.75,**
12 c,Bernold Christian **,54.50,**
12 f,Schlegel Werner (2002) **,54.50,**
13 b,Moser Steven **,54.25,**
Nordo,chweizer Schwingerverband,,Schwingerverband
8 e,Geisser Lars **,55.50,**
9 b,Schmid Patrick *,55.25,*
9 e,Duplan Steve **,55.25,**
10 a,Wickli Beat **,55.00,**
11 a,Bürli Roger **,54.75,**
12 a,Wittenwiler Roman *,54.50,*
12 d,Reichmuth Armin *,54.50,*
12 g,Giger Urs *,54.50,*
13 c,Kuster Thomas *,54.25,*
8 f,Rüegg Fabian *,55.50,*
9 c,Kuster Marcel ***,55.25,***
9 f,Dumelin David **,55.25,**
10 b,Lang Sven **,55.00,**
11 b,Schnurrenberger Roman **,54.75,**
12 b,Vollenweider Jeremy **,54.50,**
12 e,Brodard Augustin **,54.50,**
13 a,Schläpfer Markus **,54.25,**
13 d,Jörger Marc *,54.25,*
13 e,Dousse Michel **,54.25,**
13 h,Baumann Rico *,54.25,*
14 b,Battaglia Ursin **,54.00,**
16 a,Odermatt Christian **,53.50,**
18 a,Lehmann Philipp *,53.00,*
19 a,Räbsamen Marcel *,52.75,*
20 b,Gwerder Andreas **,35.50,**
21 a,Steiner Michael **,35.25,**
21 d,Gottofrey Marc **,35.25,**
22 b,Ledermann Michael *,35.00,*
Nordo,chweizer Schwingerverband,,Schwingerverband
13 f,Steinauer Adrian **,54.25,**
13 i,Koch Thomas *,54.25,*
14 c,Arztmann Beda **,54.00,**
16 b,Biäsch Christian *,53.50,*
18 b,Straub Robin *,53.00,*
19 b,Minder Florian **,52.75,**
20 c,Gottofrey Luc *,35.50,*
21 b,Rohrer Ivan **,35.25,**
21 e,Zurﬂuh Michael *,35.25,*
23 a,Riedo Fredy *,34.50,*
13 g,Bernold Michael *,54.25,*
14 a,Hofer Sven *,54.00,*
15,Poltera Andrin *,53.75,*
17,Wey Nicola *,53.25,*
18 c,Rotach Lars *,53.00,*
20 a,Heierli Pascal *,35.50,*
20 d,Eﬃnger Markus *,35.50,*
21 c,Parvex Yannick *,35.25,*
22 a,Pianta Christian *,35.00,*
23 b,Schudel Simon *,34.50,*
23 c,Nock Benjamin (2001) *,34.50,*
24 b,Landolt Reto *,34.25,*
27,Bühler Hannes *,17.25,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Nordo,chweizer Schwingerverband,,Schwingerverband
23 d,Dufey Gil *,34.50,*
25,Bärtsch Fabian *,34.00,*
28,Oettli Silvio *,17.00,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
24 a,Lanter Christian *,34.25,*
26,Rhyner Michael **,25.75,**
29,Orlik Armon ***,9.75,***
