place,name,points,level
1,Orlik Armon **,58.50,**
3 b,Forrer Arnold ***,57.50,***
5 a,Bösch Daniel ***,56.75,***
6 b,Gwerder Andreas **,56.50,**
7 b,Alpiger Nick **,56.25,**
7 e,Thürig Mario ***,56.25,***
8 c,Clopath Beat ***,56.00,***
9 c,Studinger Stephan **,55.75,**
Nord,tschweizerischer Schwingerverband,,Schwingerverband
2,Ulrich Andreas ***,58.00,***
4 a,Bless Michael ***,57.00,***
5 b,Gisler Bruno ***,56.75,***
6 c,Räbmatter Patrick **,56.50,**
7 c,Blatter Lorenz **,56.25,**
8 a,Fässler Andreas **,56.00,**
9 a,Zwyssig Raphael ***,55.75,***
10 a,Britschgi Melk **,55.50,**
3 a,Wicki Joel **,57.50,**
4 b,Kindlimann Fabian ***,57.00,***
6 a,Schmid David **,56.50,**
7 a,Stalder Remo ***,56.25,***
7 d,Bühler Ernst **,56.25,**
8 b,Stöckli Stefan **,56.00,**
9 b,Rychen Roger **,55.75,**
10 b,Arnold Stefan **,55.50,**
10 c,Erb Roger **,55.50,**
11 c,Suppiger Werner **,55.25,**
11 f,Strebel Joel **,55.25,**
12 b,Glaus Martin ***,55.00,***
13 b,Stoll Simon,54.75,Simon
14 b,Schneider Mario **,54.50,**
14 e,Zimmermann Simon **,54.50,**
15 a,Hauri Urs **,54.25,**
15 d,Bernold Christian **,54.25,**
Nord,tschweizerischer Schwingerverband,,Schwingerverband
11 a,Gwerder Guido **,55.25,**
11 d,Wickli Beat **,55.25,**
11 g,Schuler Philipp **,55.25,**
12 c,Widmer Tobias **,55.00,**
13 c,Zbinden Marc *,54.75,*
14 c,Bernhard Lukas *,54.50,*
14 f,Vieira Tiago **,54.50,**
15 b,Brand Christian **,54.25,**
15 e,Rhyner Michael **,54.25,**
11 b,Hügli Kaj *,55.25,*
11 e,Krähenbühl Tobias **,55.25,**
12 a,Betschart Remo **,55.00,**
13 a,Horner Peter **,54.75,**
14 a,Leuthard Reto *,54.50,*
14 d,Voggensperger Janic (1998) *,54.50,*
14 g,Waser Dominik **,54.50,**
15 c,Stüdeli Thomas **,54.25,**
15 f,Schillig Willi **,54.25,**
16 a,Hasler Manuel *,54.00,*
17 a,Mangold Martin,53.75,Martin
17 d,Bieri Christoph ***,53.75,***
19 b,Kocher Remo **,53.25,**
21 a,Krebs Clemens,52.75,Clemens
22 a,Brügger Cyrill (1998),52.50,(1998)
23 b,Hirt Pascal **,35.50,**
24 b,Klausner Yanick **,35.25,**
24 e,von Arx Christian *,35.25,*
26 a,Döbeli Lukas (2000) *,34.75,*
Nord,tschweizerischer Schwingerverband,,Schwingerverband
16 b,Döbeli Andreas (1998) *,54.00,*
17 b,Arnold Kornel *,53.75,*
18,Imhof Andi ***,53.50,***
19 c,Moser Matthias *,53.25,*
21 b,Scherrer Johann **,52.75,**
22 b,Büttler Adrian (1999),52.50,(1999)
23 c,Knechtle Martin **,35.50,**
24 c,Lisser Beat,35.25,Beat
25 a,Henzer Andreas **,35.00,**
26 b,Schmutz Adrian *,34.75,*
16 c,Schaﬀner Samuel **,54.00,**
17 c,Dobler Florian,53.75,Florian
19 a,Schläpfer Markus **,53.25,**
20,Winiger Fabian **,53.00,**
21 c,Waldner Patrick **,52.75,**
23 a,Burkhalter Stefan ***,35.50,***
24 a,Hermann Oliver *,35.25,*
24 d,Steinmann Yves *,35.25,*
25 b,Oertig Adrian **,35.00,**
27 a,Bearda Samuel,34.50,Samuel
27 b,Brun Samuel (1999) *,34.50,*
29 b,Seiser Kay (2000),34.00,(2000)
32,Gabathuler Björn (1998),25.50,(1998)
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Nord,tschweizerischer Schwingerverband,,Schwingerverband
28,Nyﬀeler Christoph *,34.25,*
30,Leuppi Samir **,28.25,**
33,Schuler Christian ***,18.75,***
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
29 a,Rüegger Aaron (1999),34.00,(1999)
31,Fankhauser Reto **,25.75,**
34,Hasler Simon,8.50,Simon
