place,name,points,level
1,Bösch Daniel ***,58.50,***
4 a,Baumann Rico *,57.50,*
4 d,Good Marco *,57.50,*
5 c,Eugster Ruedi **,57.25,**
6 a,Kid Simon **,57.00,**
6 d,Notz Beni ***,57.00,***
7 a,Landolt Reto *,56.75,*
7 d,Bäbler Dominik *,56.75,*
St. Ga,n,,n
2,Oertig Dominik **,58.25,**
4 b,Bernold Michael (1999),57.50,(1999)
5 a,Forrer Arnold ***,57.25,***
5 d,Geisser Lars *,57.25,*
6 b,Hasler Florian **,57.00,**
6 e,Battaglia Ursin **,57.00,**
7 b,Oertig Adrian **,56.75,**
7 e,Bernold Edi **,56.75,**
3,Bernold Christian **,57.75,**
4 c,Leuppi Samir **,57.50,**
5 b,Bless Michael ***,57.25,***
5 e,Riget Tobias **,57.25,**
6 c,Korrodi Paul *,57.00,*
6 f,Schlegel Sandro **,57.00,**
7 c,Zwyssig Raphael ***,56.75,***
7 f,Büsser André,56.75,André
7 g,Dändliker Shane,56.75,Shane
7 j,Rüegg Roman *,56.75,*
8 c,Gmür Pirmin *,56.50,*
9 a,Straub Robin *,56.25,*
10 a,Bischof Martin,56.00,Martin
10 d,Kessler Joel *,56.00,*
10 g,Lanter Christian,56.00,Christian
10 j,Schmucki Ivo,56.00,Ivo
11 b,Vestner Roman *,55.75,*
St. Ga,n,,n
7 h,Hochholdinger Roman **,56.75,**
8 a,Elmer Daniel *,56.50,*
8 d,Ott Damian (2000),56.50,(2000)
9 b,Hersche Martin ***,56.25,***
10 b,Fässler Cornel *,56.00,*
10 e,Koller Martin *,56.00,*
10 h,Nägeli Marco *,56.00,*
10 k,Sprecher Sandro *,56.00,*
11 c,Wickli Beat **,55.75,**
7 i,Rüegg Fabian *,56.75,*
8 b,Arztmann Beda *,56.50,*
8 e,Kindlimann Fabian ***,56.50,***
9 c,Nötzli Bruno ***,56.25,***
10 c,Pﬁster Florian *,56.00,*
10 f,Oertig Simon,56.00,Simon
10 i,Schlegel Reto *,56.00,*
11 a,Kammermann Dominik,55.75,Dominik
11 d,Höﬂiger Andreas **,55.75,**
11 e,Kammermann Thomas *,55.75,*
11 h,Zbinden Marc *,55.75,*
12 a,Bucher Roland,55.50,Roland
12 d,Kuster Thomas *,55.50,*
12 g,Bärtsch Fabian (2000),55.50,(2000)
12 j,Burkhard Tobias,55.50,Tobias
12 m,Jöhl Christian *,55.50,*
12 p,Wittenwiler Roman,55.50,Roman
13 c,Vollmeier Sandro,55.25,Sandro
St. Ga,n,,n
11 f,Marty Jaime (2000),55.75,(2000)
11 i,Jörger Marc,55.75,Marc
12 b,Bühler Hannes *,55.50,*
12 e,Poltera Andrin (1999),55.50,(1999)
12 h,Gerig Marcel,55.50,Marcel
12 k,Güntensperger Marcel *,55.50,*
12 n,Jörger Corsin,55.50,Corsin
13 a,Kunz Daniel,55.25,Daniel
13 d,Bärtsch Jann (2000),55.25,(2000)
11 g,Rychen Roger ***,55.75,***
11 j,Oettli Marco *,55.75,*
12 c,Krähenbühl Tobias ***,55.50,***
12 f,Alder Armin,55.50,Armin
12 i,Brügger Stefan *,55.50,*
12 l,Inauen Franz *,55.50,*
12 o,Schmid Patrick *,55.50,*
13 b,Roth Martin *,55.25,*
13 e,Bollhalder Manuel (2001),55.25,(2001)
13 f,Coray Beda *,55.25,*
13 i,Schläpfer Matthias *,55.25,*
14 a,Oertle Daniel *,55.00,*
14 d,Elmer Adrian *,55.00,*
14 g,Dörig Erich *,55.00,*
15 b,Zahner Stefan,54.75,Stefan
15 e,Schnurrenberger Roman **,54.75,**
16 c,Lieberherr Michael (1999),54.50,(1999)
17 b,Rotach Lars (2000),54.25,(2000)
St. Ga,n,,n
13 g,Funk Nicola (1999),55.25,(1999)
13 j,Schönenberger Philipp,55.25,Philipp
14 b,Wolfer Lukas *,55.00,*
14 e,Frick Andreas *,55.00,*
14 h,Rütsche Stefan *,55.00,*
15 c,Wetter Silvan (2000),54.75,(2000)
16 a,Breitenmoser Simon,54.50,Simon
16 d,Mettler Valentin,54.50,Valentin
17 c,Scherrer Willi,54.25,Willi
13 h,Reichmuth Beat,55.25,Beat
13 k,Breitenmoser Manuel,55.25,Manuel
14 c,Bommer Christoph,55.00,Christoph
14 f,Riedi Thomas,55.00,Thomas
15 a,Vogel Beat *,54.75,*
15 d,Hobi Ignaz,54.75,Ignaz
16 b,Büsser Remo,54.50,Remo
17 a,Götti Samuel,54.25,Samuel
17 d,Hari Michi,54.25,Michi
17 e,Keller Dominic,54.25,Dominic
17 h,Wicki Cédric,54.25,Cédric
18 c,Zumbach Michael,54.00,Michael
18 f,Egli Patrick,54.00,Patrick
18 i,Wetter Marcel,54.00,Marcel
19 a,Hauser Simon,53.75,Simon
19 d,Raymann David *,53.75,*
19 g,Eisenring Daniel,53.75,Daniel
19 j,Scherrer Pascal,53.75,Pascal
St. Ga,n,,n
17 f,Schrepfer Roy,54.25,Roy
18 a,Martin Dominik,54.00,Dominik
18 d,Harder Benj,54.00,Benj
18 g,Schnyder Christian,54.00,Christian
18 j,Wild Thomas,54.00,Thomas
19 b,Heierli Pascal (1999),53.75,(1999)
19 e,Raymann Jan (1999),53.75,(1999)
19 h,Lozza Roman,53.75,Roman
19 k,Schiess Christian,53.75,Christian
17 g,Vestner Bruno *,54.25,*
18 b,Wey Nicola *,54.00,*
18 e,Ulmann Fabian (1999),54.00,(1999)
18 h,Stauﬀacher Martin,54.00,Martin
18 k,Peng Mike ***,54.00,***
19 c,Kobler Janosch (2000),53.75,(2000)
19 f,Tritten Robin,53.75,Robin
19 i,Schegg Daniel (2000),53.75,(2000)
19 l,Schönenberger Björn,53.75,Björn
19 m,Tremp Remo (1999),53.75,(1999)
22,Baumgartner Alexander,53.00,Alexander
23 c,Ramer Matthias (2001),52.75,(2001)
25 b,Hersche Daniel,35.50,Daniel
25 e,Bäbler Sandro **,35.50,**
25 h,Dändliker Hansheinrich,35.50,Hansheinrich
25 k,Müller Elias,35.50,Elias
25 n,Rütsche Werner,35.50,Werner
25 q,Schwager Ivo,35.50,Ivo
25 t,Thoma Nils (1999),35.50,(1999)
26 c,Kamm Kurt,35.25,Kurt
St. Ga,n,,n
20,Baumann Simon,53.50,Simon
