place,name,points,level
1,Giger Samuel ***,59.75,***
4,Odermatt Adrian **,57.25,**
5 c,Erb Roger **,57.00,**
6 a,Döbeli Andreas ***,56.75,***
6 d,Schmid David ***,56.75,***
6 g,Alpiger Nick ***,56.75,***
6 j,Voggensperger Lars *,56.75,*
8,Widmer Tobias **,56.25,**
9 c,Vieira Tiago **,56.00,**
Basel,adt,,adt
2,Wicki Joel ***,57.75,***
5 a,Ledermann Michael **,57.00,**
5 d,Kropf Marcel **,57.00,**
6 b,Gobeli Patrick **,56.75,**
6 e,Strebel Joel ***,56.75,***
6 h,Joho Philip *,56.75,*
6 k,Joho Pascal (2004),56.75,(2004)
9 a,Reinhard Pirmin,56.00,Pirmin
9 d,Vogel Remo **,56.00,**
3,Berger Lorenz **,57.50,**
5 b,Schwegler Dominik,57.00,Dominik
5 e,Schmid Samuel **,57.00,**
6 c,Hügli Kaj **,56.75,**
6 f,Stüdeli Thomas **,56.75,**
6 i,Räbmatter Patrick ***,56.75,***
7,Schneider Domenic ***,56.50,***
9 b,Rohrbach Jérôme,56.00,Jérôme
9 e,Bader Fabian **,56.00,**
9 f,Bieli Andreas,56.00,Andreas
10 b,Streich Sascha *,55.75,*
10 e,Lüscher Sinisha (2006) *,55.75,*
11 a,Roth Jan (2004) *,55.50,*
11 d,Bearda Samuel **,55.50,**
12 b,Kohler Adrian *,55.25,*
12 e,Böni Ralf (2004),55.25,(2004)
12 h,Furter Jannis (2004),55.25,(2004)
12 k,Suter Jonas,55.25,Jonas
Basel,adt,,adt
9 g,Hermann Oliver **,56.00,**
10 c,Gerber Andrj *,55.75,*
10 f,Rüegger Aaron *,55.75,*
11 b,Fankhauser Marco **,55.50,**
11 e,Stegmüller Klemens *,55.50,*
12 c,Stadler Kevin *,55.25,*
12 f,Buchmann Moritz (2005),55.25,(2005)
12 i,Nussbaumer Gabriel,55.25,Gabriel
12 l,Büttler Gian,55.25,Gian
10 a,Stoll Simon **,55.75,**
10 d,Kehr Damian,55.75,Damian
10 g,Schwenkfelder Lukas *,55.75,*
11 c,Hasler Luis,55.50,Luis
12 a,Graber Colin,55.25,Colin
12 d,Studer Remo *,55.25,*
12 g,Dünner Tobias (2005),55.25,(2005)
12 j,Odermatt Jonas (2004) *,55.25,*
13 a,Huser Roman,55.00,Roman
13 b,Leuthard Reto **,55.00,**
13 e,Henzer Andreas **,55.00,**
13 h,Bachmann Sämi,55.00,Sämi
14 c,Studinger Robin (2006),54.75,(2006)
14 f,Jehle Aaron (2005),54.75,(2005)
15 a,Müller Simon,54.50,Simon
16 b,Räber Lukas *,54.25,*
17 a,Brugger Jonas,54.00,Jonas
17 d,Anderegg Michael (2006),54.00,(2006)
Basel,adt,,adt
13 c,Ancona Enea (2004),55.00,(2004)
13 f,Steger Robert,55.00,Robert
14 a,Hermann Lukas,54.75,Lukas
14 d,Mangold Michael **,54.75,**
14 g,Späti Jan,54.75,Jan
15 b,Dobler Florian,54.50,Florian
16 c,Anderegg David *,54.25,*
17 b,Burkhardt Roy,54.00,Roy
17 e,Antenen Remo (2004),54.00,(2004)
13 d,Burren Dominik,55.00,Dominik
13 g,Vogt Sandro (2004),55.00,(2004)
14 b,Kirchmeier Christof,54.75,Christof
