place,name,points,level
1,Schuler Christian ***,59.50,***
3 b,Bürli Roger **,57.50,**
4 b,Heiniger Marco **,57.25,**
4 e,Bucher Thomas *,57.25,*
5 b,Felder Martin *,57.00,*
5 e,Odermatt Andreas **,57.00,**
6 b,Lustenberger Marc (2003),56.75,(2003)
6 e,Suter Pirmin **,56.75,**
2,Doppmann Urs **,58.00,**
3 c,Schwyzer Samuel,57.50,Samuel
4 c,Arnold Raphael **,57.25,**
4 f,Schöpfer Ronny **,57.25,**
5 c,Bucher Roland *,57.00,*
5 f,Ettlin Martin *,57.00,*
6 c,Lustenberger Josef,56.75,Josef
6 f,Kurmann Toni *,56.75,*
3 a,Steinauer Adrian **,57.50,**
4 a,Schuler Philipp **,57.25,**
4 d,Elmiger Andreas,57.25,Andreas
5 a,Omlin Toni *,57.00,*
5 d,Betschart Patrick *,57.00,*
6 a,Lagler Christian,56.75,Christian
6 d,Kennel Beat **,56.75,**
7 a,Kälin Roland **,56.50,**
7 b,Bissig Lukas (2003),56.50,(2003)
7 e,Kennel Stefan **,56.50,**
8 c,Streiﬀ Dominik *,56.25,*
8 f,Bürgi Reto *,56.25,*
9 a,Nötzli Reto ***,56.00,***
9 d,Waser Reto *,56.00,*
10 b,Schaller Noah,55.75,Noah
10 e,Schmid Simon *,55.75,*
10 h,Bühler Kilian,55.75,Kilian
7 c,Barmettler Peter *,56.50,*
8 a,Bissig Fabian,56.25,Fabian
8 d,Ulrich Marco **,56.25,**
8 g,Bienz Romeo *,56.25,*
9 b,Kessler Joel *,56.00,*
9 e,Eﬃnger Markus *,56.00,*
10 c,Kenel Franz-Toni *,55.75,*
10 f,Lüthy Ralph,55.75,Ralph
10 i,Birchler Fabian,55.75,Fabian
7 d,Schuler Alex ***,56.50,***
8 b,Arnold Marcel *,56.25,*
8 e,Troxler Jonas *,56.25,*
8 h,von Euw Lukas,56.25,Lukas
9 c,Barmettler Renato (2003),56.00,(2003)
10 a,Durrer Jonas (2003) *,55.75,*
10 d,Suter Samuel,55.75,Samuel
10 g,Gut Koni,55.75,Koni
10 j,Appert Silvan (2003),55.75,(2003)
10 k,Achermann Christoph *,55.75,*
11 b,Wyss Sven *,55.50,*
11 e,Graber Michael *,55.50,*
11 h,Zurﬂuh Michael *,55.50,*
11 k,Schuler Oliver,55.50,Oliver
11 n,Forster Christian,55.50,Christian
11 q,Bacher Andreas,55.50,Andreas
12 a,Brunner Timon,55.25,Timon
12 d,Wiget Ueli,55.25,Ueli
10 l,Thierstein Marco *,55.75,*
11 c,Theiler Thomas,55.50,Thomas
11 f,Beﬀa Mario,55.50,Mario
11 i,Von Euw Adi,55.50,Adi
11 l,Marti Simon,55.50,Simon
11 o,Föhn Christian,55.50,Christian
11 r,Auf der Maur Alex,55.50,Alex
12 b,Wyrsch Gabriel,55.25,Gabriel
12 e,Vogel Manuel,55.25,Manuel
11 a,Zürcher Ueli *,55.50,*
11 d,Scherrer Patrick,55.50,Patrick
