place,name,points,level
1 a,Kämpf Bernhard ***,57.25,***
2 a,Wenger Kilian ***,57.00,***
3 b,Zenger Niklaus ***,56.75,***
3 e,Schurtenberger Sven ***,56.75,***
5 b,Giger Samuel ***,56.25,***
6 a,Gwerder Guido **,56.00,**
6 d,Arnold Stefan **,56.00,**
7 b,Egli Pirmin **,55.75,**
Inner,weizer Schwingerverband,,Schwingerverband
1 b,Reusser Philipp ***,57.25,***
2 b,Aeschbacher Matthias **,57.00,**
3 c,Schneider Domenic ***,56.75,***
4,Hersche Martin ***,56.50,***
5 c,Anderegg Simon ***,56.25,***
6 b,Brun Jonas **,56.00,**
6 e,Staudenmann Fabian (2000) *,56.00,*
7 c,Waser Dominik **,55.75,**
1 c,Stucki Christian ***,57.25,***
3 a,Orlik Armon ***,56.75,***
3 d,Rychen Roger ***,56.75,***
5 a,Bieri Marcel **,56.25,**
5 d,Fankhauser Marco **,56.25,**
6 c,von Ah Benji ***,56.00,***
7 a,Ulrich Andreas ***,55.75,***
7 d,Steinauer Adrian **,55.75,**
7 e,Schuler Philipp **,55.75,**
8 b,Weyermann Florian *,55.50,*
9 a,Steﬀen Gustav *,55.25,*
9 d,von Weissenﬂuh Kilian **,55.25,**
10 c,Käslin Benno *,55.00,*
10 f,Rohrer Ivan **,55.00,**
11 c,Geisser Lars **,54.75,**
11 f,Omlin Toni *,54.75,*
11 i,Kälin Roland **,54.75,**
Inner,weizer Schwingerverband,,Schwingerverband
7 f,Bösch Daniel ***,55.75,***
8 c,Nötzli Reto ***,55.50,***
9 b,Notz Beni ***,55.25,***
10 a,Sommer Roman *,55.00,*
10 d,Gloggner Reto **,55.00,**
11 a,Schütz Urs **,54.75,**
11 d,Wittwer Jan *,54.75,*
11 g,Bürli Roger **,54.75,**
11 j,Fankhauser Erich ***,54.75,***
8 a,Wüthrich Niklaus **,55.50,**
8 d,Burkhalter Stefan ***,55.50,***
9 c,Bernhard Lukas *,55.25,*
10 b,Dober Adrian **,55.00,**
10 e,Roschi Ruedi **,55.00,**
11 b,Imhof Andi ***,54.75,***
11 e,Vonlaufen Alexander **,54.75,**
11 h,Roth Martin *,54.75,*
12 a,Vogel Remo **,54.50,**
12 b,Zimmermann Martin **,54.50,**
12 e,Kid Simon **,54.50,**
12 h,Eugster Ruedi **,54.50,**
13 a,Murer Andy **,54.25,**
13 d,Reichmuth Armin *,54.25,*
13 g,Rolli Martin **,54.25,**
14 c,Suppiger René ***,54.00,***
14 f,Inderbitzin Daniel *,54.00,*
Inner,weizer Schwingerverband,,Schwingerverband
12 c,Ramseier Fritz **,54.50,**
12 f,Schenk Patrick ***,54.50,***
12 i,Steﬀen Konrad *,54.50,*
13 b,Aellen Florian *,54.25,*
13 e,Krähenbühl Tobias ***,54.25,***
14 a,Wyrsch Marco **,54.00,**
14 d,Roth Dominik **,54.00,**
14 g,Hasler Florian **,54.00,**
12 d,Orlik Curdin **,54.50,**
12 g,Leuppi Samir **,54.50,**
12 j,Gehrig Damian ***,54.50,***
13 c,Steﬀen Valentin *,54.25,*
13 f,Iseli Marco **,54.25,**
14 b,Ramseier Thomas *,54.00,*
14 e,Kennel Beat *,54.00,*
14 h,Gobeli Patrick *,54.00,*
15 a,Odermatt Christian **,53.75,**
15 d,Luginbühl Hanspeter **,53.75,**
17 a,Kämpf Alexander **,53.25,**
17 d,Scheuner Michael *,53.25,*
18 b,Schenkel Remo *,53.00,*
19 a,Kuster Marcel ***,52.75,***
19 d,Bühler Hannes *,52.75,*
21,Schuler Alex ***,46.25,***
23,Müller Michael **,35.75,**
Inner,weizer Schwingerverband,,Schwingerverband
15 b,Koch Thomas *,53.75,*
16 a,Sempach Thomas ***,53.50,***
17 b,Odermatt Andreas *,53.25,*
17 e,Ettlin Stefan *,53.25,*
18 c,Linggi Bruno **,53.00,**
19 b,Zbinden Adrian *,52.75,*
19 e,Berger René **,52.75,**
22 a,Klossner Adrian *,44.00,*
24 a,Wickli Beat **,35.25,**
15 c,Blaser Theo *,53.75,*
16 b,Gwerder Michael (2000) *,53.50,*
17 c,Hurschler Thomas **,53.25,**
18 a,Schlüchter Colin *,53.00,*
18 d,Binggeli Stefan *,53.00,*
19 c,Leuenberger Michael *,52.75,*
20,Schletti Andreas *,52.50,*
22 b,Walther Marcel *,44.00,*
24 b,Wenger Marcel (1999) *,35.25,*
24 c,Fankhauser Reto *,35.25,*
26 b,Blaser Roman *,34.75,*
26 e,Bieri Christian **,34.75,**
27 c,Gnägi Christian *,34.50,*
27 f,Habegger Heinz **,34.50,**
29,Kammermann Thomas *,34.00,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Inner,weizer Schwingerverband,,Schwingerverband
25,Lussi Marco *,35.00,*
26 c,Amgarten Roman *,34.75,*
27 a,Steiner Michael **,34.50,**
27 d,Gäggeler Adrian *,34.50,*
28 a,Waber Lorenz *,34.25,*
30 a,Käser Remo ***,8.50,***
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
26 a,Bürgi Reto *,34.75,*
26 d,Camenzind Ivan *,34.75,*
27 b,Pulfer Thomas *,34.50,*
27 e,Ambühl Joel *,34.50,*
28 b,Höﬂiger Andreas **,34.25,**
30 b,Bättig Martin *,8.50,*
