place,name,points,level
1,Kramer Lario ***,58.50,***
4 a,Ulrich Michael,57.50,Michael
4 d,Kaufmann Reto *,57.50,*
5 c,Murer Andy **,57.25,**
6 b,Ambühl Joel **,57.00,**
6 e,Egli Damian **,57.00,**
7 c,Odermatt Andreas **,56.75,**
8 c,Durrer Nando *,56.50,*
2,Orlik Armon ***,58.00,***
4 b,Wyrsch Marco **,57.50,**
5 a,Bürli Roger **,57.25,**
5 d,Schöpfer Ronny **,57.25,**
6 c,Hofer Sven **,57.00,**
7 a,Stöckli Stefan ***,56.75,***
8 a,Arnold Stefan **,56.50,**
8 d,Gwerder Dario **,56.50,**
3,Bissig Lukas *,57.75,*
4 c,Arnold Raphael **,57.50,**
5 b,Schwyzer Samuel *,57.25,*
6 a,Kurmann Toni *,57.00,*
6 d,Kenel Franz-Toni *,57.00,*
7 b,Kälin Roland **,56.75,**
8 b,Nietlispach Pascal **,56.50,**
8 e,Heiniger Marco **,56.50,**
8 f,Heinzer Ronny *,56.50,*
8 i,Schürpf Bruno *,56.50,*
8 l,Ettlin Stefan **,56.50,**
10 b,Lussi Marco **,56.00,**
10 e,Imhof Andi ***,56.00,***
10 h,Felder Martin *,56.00,*
11 b,Herger Fabian *,55.75,*
11 e,Durrer Fabian *,55.75,*
11 h,Troxler Jonas *,55.75,*
8 g,Odermatt Christian **,56.50,**
8 j,Suter Pirmin **,56.50,**
9,Lustenberger Josef *,56.25,*
10 c,Beﬀa Mario,56.00,Mario
10 f,Jund Matthias *,56.00,*
10 i,Reichmuth Lukas *,56.00,*
11 c,Inderbitzin Daniel *,55.75,*
11 f,Elmiger Matthias,55.75,Matthias
11 i,Ulrich Gregor *,55.75,*
8 h,Kessler Joel *,56.50,*
8 k,Zurﬂuh Michael *,56.50,*
10 a,Bühler Ramon,56.00,Ramon
10 d,Hirsiger Alexander *,56.00,*
10 g,Omlin Toni *,56.00,*
11 a,Egli Matthias,55.75,Matthias
11 d,Langensand Stefan *,55.75,*
11 g,Suter Bruno *,55.75,*
11 j,Wiss Ivan (2004),55.75,(2004)
11 k,Wyrsch Silvio *,55.75,*
12 b,Gerber Peter *,55.50,*
12 e,Duss Yvan,55.50,Yvan
12 h,Moos Christoph *,55.50,*
12 k,Ming Hannes,55.50,Hannes
12 n,Von Euw Adi,55.50,Adi
13 a,Schmid Simon *,55.25,*
13 d,Schuler Daniel *,55.25,*
13 g,Gwerder Beni,55.25,Beni
11 l,Grab Florian,55.75,Florian
12 c,Betschart Daniel,55.50,Daniel
12 f,Herger Flavio,55.50,Flavio
12 i,Waser Reto *,55.50,*
12 l,Ottiger Lukas *,55.50,*
12 o,Wyss Sven *,55.50,*
13 b,Gabriel Simon,55.25,Simon
13 e,Arnold Sebastian,55.25,Sebastian
13 h,Niederberger Markus *,55.25,*
12 a,Arnold Marcel *,55.50,*
12 d,Bieri Elias,55.50,Elias
12 g,Marti Simon *,55.50,*
12 j,Hegner Ueli *,55.50,*
12 m,Staﬀelbach Noah,55.50,Noah
12 p,Reichmuth Roland *,55.50,*
13 c,Odermatt Remo *,55.25,*
13 f,Durrer Markus *,55.25,*
13 i,Nötzli Reto ***,55.25,***
13 j,Suter Raphael,55.25,Raphael
13 m,von Rickenbach Pirmin,55.25,Pirmin
14 b,Baumann Marco,55.00,Marco
