place,name,points,level
1,Bieri Christoph ***,58.75,***
4 a,Gisler Bruno ***,57.25,***
5 b,Moser Matthias,57.00,Matthias
6 b,Lang Martin **,56.75,**
6 e,Alpiger Nick **,56.75,**
7 a,Räbmatter Patrick **,56.50,**
8 a,Studinger Mathias **,56.25,**
9 a,Steinmann Kevin **,56.00,**
10 a,Vieira Tiago **,55.75,**
Solot,n,,n
2,Studinger Stephan **,58.00,**
4 b,Bächli Michael (1998) *,57.25,*
5 c,Leuthard Reto *,57.00,*
6 c,Erb Roger **,56.75,**
6 f,Voggensperger Janic (1998) *,56.75,*
7 b,Odermatt Christian,56.50,Christian
8 b,Hauri Urs **,56.25,**
9 b,Sigg David *,56.00,*
10 b,von Arx Christian *,55.75,*
3,Blatter Lorenz *,57.75,*
5 a,Henzer Andreas **,57.00,**
6 a,Stoﬀel Marc **,56.75,**
6 d,Betschart Remo **,56.75,**
6 g,Stalder Remo ***,56.75,***
7 c,Bucher Roland *,56.50,*
8 c,Kocher Remo **,56.25,**
9 c,Probst Gabriel **,56.00,**
10 c,Schläpfer Matthias *,55.75,*
10 d,Waldner Patrick **,55.75,**
11 b,Stüdeli Thomas **,55.50,**
11 e,Hügli Kaj (1997) *,55.50,*
12 a,Rolli Ueli,55.25,Ueli
12 d,Döbeli Andreas (1998) *,55.25,*
13 a,Studer Remo,55.00,Remo
13 d,Stegmüller Klemens *,55.00,*
14 c,Scherrer Johann **,54.75,**
15 a,Nyﬀeler Christoph,54.50,Christoph
Solot,n,,n
10 e,Kropf Marcel **,55.75,**
11 c,Mangold Michael (1997),55.50,(1997)
11 f,Betschart Rainer **,55.50,**
12 b,Moos Christoph,55.25,Christoph
12 e,Bader Andreas *,55.25,*
13 b,Stoll Simon,55.00,Simon
14 a,Elsener Marcel,54.75,Marcel
14 d,Steinmann Yves *,54.75,*
15 b,Wittmer Lukas,54.50,Lukas
11 a,Brand Christian **,55.50,**
11 d,Klausner Yanick **,55.50,**
11 g,Widmer David,55.50,David
12 c,Strebel Joel (1997) *,55.25,*
12 f,Uebersax Remo **,55.25,**
13 c,Roth Christian,55.00,Christian
14 b,Schär Simon *,54.75,*
14 e,Bucher Thomas,54.75,Thomas
15 c,Reinhard Adrian (1997),54.50,(1997)
15 d,Aerni Lars (1997),54.50,(1997)
16 c,Kramer Franz *,54.25,*
16 f,Hermann Oliver,54.25,Oliver
17 c,Schneider Markus *,54.00,*
17 f,Büchi Christian,54.00,Christian
17 i,Huber Jan (1997) *,54.00,*
18 b,Fehlmann Armin,53.75,Armin
19,Räber Lukas,53.50,Lukas
21 b,Wüthrich Martin,52.75,Martin
Solot,n,,n
16 a,Hasler Manuel,54.25,Manuel
16 d,Kohler Adrian,54.25,Adrian
17 a,Wyss Patrick,54.00,Patrick
17 d,Regenass Beat,54.00,Beat
17 g,Bieli Andreas,54.00,Andreas
17 j,Grossmann Andreas,54.00,Andreas
18 c,Bucher Pascal,53.75,Pascal
20,Lisser Beat,53.00,Beat
21 c,Mangold Martin,52.75,Martin
16 b,Widmer Dino,54.25,Dino
16 e,Leimgruber Daniel,54.25,Daniel
17 b,Krebs Clemens,54.00,Clemens
17 e,Küng Marco,54.00,Marco
17 h,Probst Raphael,54.00,Raphael
18 a,Steger Robert (1998),53.75,(1998)
18 d,Vögtlin Roman,53.75,Roman
21 a,Weber Roger,52.75,Roger
21 d,Bachmann Marco (1999),52.75,(1999)
21 e,Nussbaumer Gabriel,52.75,Gabriel
22 b,Vetter Mike,52.50,Mike
22 e,Abt Robin (1997),52.50,(1997)
25 a,Mühlberg Lukas (1997),51.25,(1997)
27,Gabathuler Björn (1998),27.50,(1998)
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Solot,n,,n
21 f,Furrer Mathias,52.75,Mathias
22 c,Haymoz Jan (1999),52.50,(1999)
23,Niggli Andreas,51.75,Andreas
25 b,Gerber Valentin (1999),51.25,(1999)
28,Lisser Daniel *,17.25,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
22 a,Wyss Cyrill,52.50,Cyrill
22 d,Burkhardt Roy,52.50,Roy
24,Stich Yannick (1997),51.50,(1997)
26,Winiger Fabian **,36.00,**
