place,name,points,level
1,Sempach Matthias ***,58.50,***
4,Wenger Kilian ***,57.25,***
6 b,Moser Michael **,56.75,**
6 e,Aeschbacher Matthias **,56.75,**
7,Käser Remo **,56.50,**
8 c,Gerber Christian **,56.25,**
9 c,Graber Willy ***,56.00,***
Südw,schweizerischer Schwingerverband,,Schwingerverband
2,Stucki Christian ***,58.25,***
5,Bösch Daniel ***,57.00,***
6 c,Röthlisberger Simon **,56.75,**
6 f,Guisolan Marc **,56.75,**
8 a,Zwyssig Raphael ***,56.25,***
9 a,Orlik Armon **,56.00,**
10 a,Krähenbühl Tobias **,55.75,**
3,Kämpf Bernhard ***,58.00,***
6 a,Gnägi Florian ***,56.75,***
6 d,Siegenthaler Matthias ***,56.75,***
6 g,Zaugg Thomas ***,56.75,***
8 b,Glarner Matthias ***,56.25,***
9 b,Glaus Martin ***,56.00,***
10 b,Schenk Patrick **,55.75,**
10 c,Sempach Thomas ***,55.75,***
10 f,Bless Michael ***,55.75,***
11 c,Mathys Simon *,55.50,*
11 f,Thomet Adrian **,55.50,**
13 b,Hersche Martin **,55.00,**
14 a,Piemontesi Pascal **,54.75,**
15 a,Kämpf Alexander **,54.50,**
16 a,Rolli Martin **,54.25,**
Südw,schweizerischer Schwingerverband,,Schwingerverband
10 d,Roth Philipp *,55.75,*
11 a,Anderegg Simon ***,55.50,***
11 d,Rhyner Michael **,55.50,**
12,Eugster Ruedi **,55.25,**
13 c,Roschi Ruedi **,55.00,**
14 b,von Büren Stephan *,54.75,*
15 b,Schneider Mario **,54.50,**
16 b,Cropt Harald **,54.25,**
10 e,Zenger Niklaus ***,55.75,***
11 b,Wampﬂer Beat ***,55.50,***
11 e,Rychen Roger **,55.50,**
13 a,Borcard Johann **,55.00,**
13 d,von Weissenﬂuh Kilian *,55.00,*
14 c,Gäggeler Adrian *,54.75,*
15 c,Kramer Lario (1998) **,54.50,**
16 c,Ramseier Fritz *,54.25,*
16 d,Schneider Domenic **,54.25,**
16 g,Kuster Marcel **,54.25,**
17 a,Schütz Urs **,54.00,**
18 a,Gwerder Andreas **,53.50,**
20,Zosso Remo **,53.00,**
21 c,Mosimann Vincent *,52.75,*
24,Burkhalter Stefan ***,35.75,***
25 c,Gassmann Simon *,35.50,*
25 f,Dind Samuel **,35.50,**
25 i,Scherer Christian *,35.50,*
Südw,schweizerischer Schwingerverband,,Schwingerverband
16 e,Battaglia Ursin **,54.25,**
16 h,Marti Stefan **,54.25,**
17 b,Schmid Reto **,54.00,**
18 b,Renfer Lukas *,53.50,*
21 a,Glauser Thomas **,52.75,**
22,Nydegger Michael ***,46.00,***
25 a,Brodard Augustin **,35.50,**
25 d,Schnurrenberger Roman **,35.50,**
25 g,Haenni Stéphane **,35.50,**
25 j,Schwander Severin *,35.50,*
16 f,Gottofrey Marc **,54.25,**
16 i,Wickli Beat **,54.25,**
17 c,Wyss Kilian **,54.00,**
19,Brodard Simon **,53.25,**
21 b,Liaudat Rudy **,52.75,**
23,Gapany Benjamin **,45.00,**
25 b,Barras David *,35.50,*
25 e,Cardinaux Victor **,35.50,**
25 h,Remy Guillaume **,35.50,**
25 k,Wüthrich Niklaus **,35.50,**
26 a,Ducry Antoine *,35.25,*
26 d,Roch Vincent **,35.25,**
28 b,Pouye Diey *,34.50,*
29 a,Hayoz Paul (1998) *,34.25,*
30,Emonet Fabien **,34.00,**
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Südw,schweizerischer Schwingerverband,,Schwingerverband
26 b,Emonet Frédéric *,35.25,*
27,Berset Julien *,34.75,*
28 c,Schafer Claudio *,34.50,*
29 b,Mauron Olivier *,34.25,*
31,Moser Steven **,17.25,**
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
26 c,Notz Beni ***,35.25,***
28 a,Kropf Rolf **,34.50,**
28 d,Droxler Jonathan **,34.50,**
29 c,Dousse Michel **,34.25,**
32,Overney Olivier *,17.00,*
