place,name,points,level
1,Reichmuth Pirmin ***,58.75,***
4 a,Wenger Kilian ***,57.50,***
5 a,Schneider Mario **,57.25,**
5 d,Fankhauser Reto **,57.25,**
5 g,Schuler Christian ***,57.25,***
6 b,Gloggner Reto **,57.00,**
6 e,Suppiger René ***,57.00,***
7 b,Steinauer Adrian **,56.75,**
7 e,Lemmenmeier Lukas *,56.75,*
2,Wicki Joel **,58.50,**
4 b,Hurschler Thomas **,57.50,**
5 b,Gloggner Philipp ***,57.25,***
5 e,Thierstein Marco *,57.25,*
5 h,Ambühl Joel **,57.25,**
6 c,Betschart Remo **,57.00,**
6 f,Müller Michael **,57.00,**
7 c,Schneider Domenic ***,56.75,***
7 f,Egli Damian **,56.75,**
3,Schurtenberger Sven ***,58.00,***
4 c,Bernhard Lukas *,57.50,*
5 c,Felder Martin *,57.25,*
5 f,Suppiger Werner **,57.25,**
6 a,Scheuber Lutz **,57.00,**
6 d,Zürcher Ueli *,57.00,*
7 a,Troxler Jonas,56.75,Jonas
7 d,Murer Andy **,56.75,**
7 g,Brun Jonas **,56.75,**
7 h,Wyss Sven (2001),56.75,(2001)
7 k,Kaufmann Reto (2002),56.75,(2002)
8 a,Wyrsch Marco **,56.50,**
8 d,Bieri Marcel **,56.50,**
8 g,Muﬀ Armin **,56.50,**
9 b,Jund Matthias,56.25,Matthias
9 e,Kessler Joel *,56.25,*
9 h,Fellmann Roman **,56.25,**
9 k,Waser Dominik **,56.25,**
7 i,Waser Reto *,56.75,*
7 l,Ettlin Stefan **,56.75,**
8 b,Schöpfer Ronny *,56.50,*
8 e,Zurﬂuh Roman **,56.50,**
8 h,Fink Bruno *,56.50,*
9 c,Heinzer Stefan **,56.25,**
9 f,Kempf Elias **,56.25,**
9 i,Binggeli Stefan **,56.25,**
9 l,Fankhauser Erich ***,56.25,***
7 j,Kurmann Toni *,56.75,*
7 m,Doppmann Urs **,56.75,**
8 c,Betschart Patrick *,56.50,*
8 f,Suter Beat,56.50,Beat
9 a,Bürli Roger **,56.25,**
9 d,Vogel Remo **,56.25,**
9 g,Grab Daniel **,56.25,**
9 j,Arnold Raphael **,56.25,**
9 m,Bernet Christoph *,56.25,*
10 a,Widmer Adrian *,56.00,*
10 d,Höﬂiger Andreas **,56.00,**
10 g,Burkhalter Stefan ***,56.00,***
11 a,Kenel Franz-Toni *,55.75,*
11 d,Bühler Patrice,55.75,Patrice
11 g,Wicki David,55.75,David
11 j,Schärli Reto *,55.75,*
11 m,Heinzer Stefan *,55.75,*
11 p,Barmet Sven,55.75,Sven
10 b,Stöckli Damian *,56.00,*
10 e,Gwerder Christian **,56.00,**
