place,name,points,level
1,Orlik Armon ***,58.25,***
3 a,Giger Samuel ***,57.50,***
4 a,Schneider Domenic ***,57.25,***
4 d,Bühler Ernst **,57.25,**
5 c,Hengartner Ivo,57.00,Ivo
6 b,Steiner Michael **,56.75,**
6 e,Kuster Marcel ***,56.75,***
7 a,Kuster Thomas *,56.50,*
7 d,Wolfer Lukas,56.50,Lukas
2 a,Forrer Arnold ***,58.00,***
3 b,Burkhalter Stefan ***,57.50,***
4 b,Schnurrenberger Roman **,57.25,**
5 a,Notz Beni ***,57.00,***
5 d,Blaser Niklas,57.00,Niklas
6 c,Sprecher Sandro *,56.75,*
6 f,Gwerder Andreas **,56.75,**
7 b,Koller Martin *,56.50,*
7 e,Rüegg Fabian *,56.50,*
2 b,Krähenbühl Tobias ***,58.00,***
3 c,Bless Michael ***,57.50,***
4 c,Schneider Mario **,57.25,**
5 b,Hersche Martin ***,57.00,***
6 a,Hochholdinger Roman **,56.75,**
6 d,Oettli Marco *,56.75,*
6 g,Ammann Rico *,56.75,*
7 c,Bühler Hannes *,56.50,*
7 f,Koch Thomas *,56.50,*
7 g,Good Marco *,56.50,*
8 b,Schläpfer Matthias *,56.25,*
9 a,Zbinden Marc *,56.00,*
9 d,Pﬂeghart Remo,56.00,Remo
10 b,Vogel Thomas,55.50,Thomas
10 e,Jörger Marc,55.50,Marc
10 h,Bürgler Patrick,55.50,Patrick
11 b,Brand Andreas *,55.25,*
11 e,Schmid Patrick *,55.25,*
7 h,Zwyssig Raphael ***,56.50,***
8 c,Peng Mike ***,56.25,***
9 b,Wittenwiler Roman,56.00,Roman
9 e,Wingeier Janik,56.00,Janik
10 c,Vogel Simon (2000),55.50,(2000)
10 f,Held Florian,55.50,Florian
10 i,Breitenmoser Manuel,55.50,Manuel
11 c,Wetter Silvan (2000),55.25,(2000)
11 f,Schäppi Urs,55.25,Urs
8 a,Oettli Silvio (2000),56.25,(2000)
8 d,Thiemann Fabrice,56.25,Fabrice
9 c,Straub Robin *,56.00,*
10 a,Notz Armin *,55.50,*
10 d,Keller Dominic,55.50,Dominic
10 g,Dumelin David *,55.50,*
11 a,Keller Lukas,55.25,Lukas
11 d,Schweingruber Thomas,55.25,Thomas
11 g,Näf Pius *,55.25,*
11 h,Krähenbühl Lukas *,55.25,*
11 k,Hugelshofer Lars (2001),55.25,(2001)
11 n,Eugster Ruedi **,55.25,**
12 c,Fäh Tobias,55.00,Tobias
12 f,Rieser Fabian,55.00,Fabian
12 i,Büsser Remo,55.00,Remo
13 b,Aerne Christian,54.75,Christian
13 e,Kolb Pirmin (2001),54.75,(2001)
14 b,Pﬁﬀner Ivo,54.50,Ivo
11 i,Vestner Bruno *,55.25,*
11 l,Giger Urs *,55.25,*
12 a,Zumbach Michael,55.00,Michael
12 d,Schuler Martin,55.00,Martin
12 g,Mathis Patrick,55.00,Patrick
12 j,Schwyn Adrian,55.00,Adrian
13 c,Marty Jaime (2000),54.75,(2000)
13 f,Koller Fabian,54.75,Fabian
