place,name,points,level
1 a,Gisler Bruno ***,58.50,***
2 b,Bösch Daniel ***,58.00,***
4 a,Widmer Tobias *,57.25,*
5 b,Kämpf Bernhard ***,57.00,***
6 a,Strebel Joel (1997) *,56.50,*
6 d,Stüdeli Thomas **,56.50,**
6 g,von Ah Benji ***,56.50,***
8 b,Vieira Tiago **,56.00,**
9 b,Stegmüller Klemens *,55.75,*
Nord,tschweizerischer Schwingerverband,,Schwingerverband
1 b,Laimbacher Philipp ***,58.50,***
3 a,Bieri Christoph ***,57.75,***
4 b,Stalder Remo ***,57.25,***
5 c,Blatter Lorenz *,57.00,*
6 b,Stoﬀel Marc **,56.50,**
6 e,Hauri Urs **,56.50,**
7,Studinger Stephan **,56.25,**
8 c,Henzer Andreas **,56.00,**
9 c,Schneider Mario **,55.75,**
2 a,Alpiger Nick **,58.00,**
3 b,Schmid David **,57.75,**
5 a,Räbmatter Patrick **,57.00,**
5 d,Bächli Michael (1998) **,57.00,**
6 c,Waldner Patrick **,56.50,**
6 f,Gnägi Florian ***,56.50,***
8 a,Hügli Kaj (1997) *,56.00,*
9 a,Leuthard Reto *,55.75,*
9 d,Räber Lukas,55.75,Lukas
9 e,Mahrer Jürg **,55.75,**
10 a,Steinmann Kevin **,55.50,**
10 d,Schär Simon *,55.50,*
10 g,Hasler Manuel,55.50,Manuel
10 j,Erb Roger **,55.50,**
11 a,Wehrli Christian,55.25,Christian
11 d,Stoll Simon,55.25,Simon
11 g,Lang Martin **,55.25,**
12 b,Widmer Cyrill (1998),55.00,(1998)
Nord,tschweizerischer Schwingerverband,,Schwingerverband
9 f,Kocher Remo **,55.75,**
10 b,Winiger Fabian **,55.50,**
10 e,Mangold Martin,55.50,Martin
10 h,Probst Gabriel **,55.50,**
10 k,Döbeli Andreas (1998) *,55.50,*
11 b,Odermatt Christian **,55.25,**
11 e,Steinmann Yves *,55.25,*
11 h,Hermann Oliver,55.25,Oliver
12 c,Kramer Franz *,55.00,*
9 g,Häni William **,55.75,**
10 c,Studinger Mathias **,55.50,**
10 f,Klausner Yanick **,55.50,**
10 i,Huber Jan (1997) *,55.50,*
10 l,Kohler Adrian,55.50,Adrian
11 c,Brand Christian **,55.25,**
11 f,Löw Christophe **,55.25,**
12 a,Krebs Clemens,55.00,Clemens
12 d,Brügger Cyrill (1998),55.00,(1998)
12 e,Moser Steven **,55.00,**
13 c,Riesen Ruedi,54.75,Ruedi
14 a,Rüegger Aaron (1999),54.50,(1999)
14 d,Mangold Michael (1997),54.50,(1997)
15 b,Schaub Florent,54.25,Florent
15 e,Bearda Samuel,54.25,Samuel
16 a,Villiger Damian *,54.00,*
16 d,Siegrist Christian (1997),54.00,(1997)
16 g,Weber Roger,54.00,Roger
Nord,tschweizerischer Schwingerverband,,Schwingerverband
13 a,Studer Remo,54.75,Remo
13 d,von Arx Christian *,54.75,*
14 b,Bader Andreas *,54.50,*
14 e,Hasler Jimmy *,54.50,*
15 c,Büttler Adrian (1999),54.25,(1999)
15 f,Aerni Lars (1997),54.25,(1997)
16 b,Grossmann Andreas,54.00,Andreas
16 e,Leuthard Mario,54.00,Mario
16 h,Nyﬀeler Christoph,54.00,Christoph
13 b,Schneider Markus *,54.75,*
13 e,Brun Samuel (1999),54.75,(1999)
14 c,Scherrer Johann **,54.50,**
15 a,Dobler Florian,54.25,Florian
15 d,Bucher Pascal,54.25,Pascal
15 g,Bieli Andreas,54.25,Andreas
16 c,Widmer David,54.00,David
16 f,Wiederkehr Michael,54.00,Michael
16 i,Büchi Christian,54.00,Christian
17 a,Widmer Sandro,53.75,Sandro
17 d,Roth Christian,53.75,Christian
18,Reimann Marco (1998),53.50,(1998)
20 b,Küng Marco,53.00,Marco
22 a,Müller Simon,52.50,Simon
24 a,Leu Dominik (1999),35.25,(1999)
24 d,Furrer Mathias,35.25,Mathias
26 b,Steger Robert (1998),34.50,(1998)
27 b,Haymoz Kevin,34.25,Kevin
28 c,Körkel Yannik (1997),34.00,(1997)
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Nord,tschweizerischer Schwingerverband,,Schwingerverband
17 b,Nussbaumer Gabriel,53.75,Gabriel
17 e,Ris Jörn (1998),53.75,(1998)
19,Schär Jonas (1999),53.25,(1999)
21 a,Müller Christian (1998),52.75,(1998)
22 b,Hitz Florian (1999),52.50,(1999)
24 b,Inderwildi Daniel,35.25,Daniel
25,Moser Matthias *,34.75,*
26 c,Kaspar Jan (1999),34.50,(1999)
28 a,Wyss Cyrill,34.00,Cyrill
28 d,Burkhardt Roy,34.00,Roy
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
17 c,Wittmer Lukas,53.75,Lukas
17 f,Lehmann Robin (1999),53.75,(1999)
20 a,Reinhard Adrian (1997),53.00,(1997)
21 b,Lisser Beat,52.75,Beat
23,Voggensperger Janic (1998) *,36.75,*
24 c,Haymoz Jan (1999),35.25,(1999)
26 a,Wüthrich Martin,34.50,Martin
27 a,Schumacher Michael *,34.25,*
28 b,Suter Manuel (1997),34.00,(1997)
