place,name,points,level
1,Roch Vincent **,58.25,**
3,Bächli Michael **,57.50,**
4 c,Matthey Mickaël **,57.25,**
5 a,Brodard Augustin **,57.00,**
6 a,Lerch Jimmy *,56.75,*
6 d,Borcard Clovis,56.75,Clovis
7 c,Rapin Florent *,56.50,*
9 a,Ducry Antoine **,56.00,**
2 a,Mollet Ivan *,57.75,*
4 a,Kramer Dorian *,57.25,*
4 d,Haenni Stéphane **,57.25,**
5 b,Piemontesi Pascal **,57.00,**
6 b,Hayoz Quentin *,56.75,*
7 a,Ledermann Michael *,56.50,*
8 a,Fankhauser Hans (2001) *,56.25,*
9 b,Colò Kilian **,56.00,**
2 b,Gapany Benjamin **,57.75,**
4 b,Kramer Lario **,57.25,**
4 e,Duplan Steve **,57.25,**
5 c,Gottofrey Marc **,57.00,**
6 c,Dufey Gil,56.75,Gil
7 b,Derron Cédric *,56.50,*
8 b,Gottofrey Luc *,56.25,*
9 c,Borcard Johann **,56.00,**
9 d,Riedo Fredy *,56.00,*
10 a,Germanier Joel,55.75,Joel
10 d,Bapst Richard,55.75,Richard
11 c,Pasquier Loïc (2001),55.50,(2001)
11 f,Beliakov Alexandre,55.50,Alexandre
11 i,Sturny Nicolas,55.50,Nicolas
11 l,Dind Samuel **,55.50,**
12 c,Clément Aurélien (2003),55.25,(2003)
12 f,Loup Grégoire,55.25,Grégoire
9 e,Grossenbacher Simon (2002) *,56.00,*
10 b,Crettaz Olivier *,55.75,*
11 a,Zimmermann Mario *,55.50,*
11 d,Hirschi Damien (2003),55.50,(2003)
11 g,Zbinden Lukas (2003),55.50,(2003)
11 j,Nager Yannick,55.50,Yannick
12 a,Zbinden Samuel,55.25,Samuel
12 d,Choﬄon Anthony,55.25,Anthony
12 g,Guisolan Marc **,55.25,**
9 f,Dind Clément,56.00,Clément
10 c,Cottier Marco,55.75,Marco
11 b,Vaucher Rémy,55.50,Rémy
11 e,Cotting Florian *,55.50,*
11 h,Wieland Timon,55.50,Timon
11 k,Emonet Fabien **,55.50,**
12 b,Mauron Olivier *,55.25,*
12 e,Zbinden Jvan (2001),55.25,(2001)
12 h,Grossenbacher Marc,55.25,Marc
12 i,Berthet Luca (2001),55.25,(2001)
13 b,Pürro David (2001),55.00,(2001)
13 e,Cotting Alexandre,55.00,Alexandre
13 h,Balimann Sandro (2001),55.00,(2001)
15 a,Perret Loïc (2002),54.50,(2002)
16 b,Loup Alexandre *,54.25,*
16 e,Dubey Gaël *,54.25,*
16 h,Minder Florian **,54.25,**
16 k,Ducrest Etienne *,54.25,*
12 j,Baeriswyl Christoph (2002),55.25,(2002)
13 c,Monney Branighan,55.00,Branighan
13 f,Brugger Jonas,55.00,Jonas
14 a,Pellet Adrian,54.75,Adrian
15 b,Balimann Fabian,54.50,Fabian
16 c,Loosli Adrian,54.25,Adrian
16 f,Wolf Samuel,54.25,Samuel
16 i,Fankhauser Yanik (2002),54.25,(2002)
16 l,Aeschbacher Ivo (2001),54.25,(2001)
13 a,Ganière William,55.00,William
13 d,Fercher Alain,55.00,Alain
13 g,Berthet Stéphane,55.00,Stéphane
14 b,Dorsaz Théo,54.75,Théo
16 a,Rogivue Théo (2003),54.25,(2003)
16 d,Heiniger Mickaël,54.25,Mickaël
16 g,Parvex Yannick *,54.25,*
16 j,Elmiger Elias (2001),54.25,(2001)
17 a,Schönenberger Leo (2002),54.00,(2002)
17 b,Menoud Liam (2001),54.00,(2001)
17 e,Bapst Ludovic (2002),54.00,(2002)
17 h,Röthlisberger Sven,54.00,Sven
18 b,Crettaz Julien,53.75,Julien
18 e,Piccand Mathew (2001),53.75,(2001)
18 h,Gaudard Jeremy,53.75,Jeremy
22 a,Märki Fabian (2001),52.75,(2001)
23 b,Squaratti Yannick,52.50,Yannick
17 c,Lachavanne Noé,54.00,Noé
17 f,Zosso Fabian,54.00,Fabian
17 i,Parvex Bryan,54.00,Bryan
18 c,Blanchard Benjamin,53.75,Benjamin
18 f,Lauber Grégoire,53.75,Grégoire
19 a,Martin Steve,53.50,Steve
21 a,Blanchette Nicolas,53.00,Nicolas
22 b,Goy Sébastien,52.75,Sébastien
23 c,Denis Frédéric,52.50,Frédéric
17 d,Egger Benoît (2002),54.00,(2002)
17 g,Valvini Maxime,54.00,Maxime
18 a,Kolly Elmar (2002),53.75,(2002)
18 d,Turin Yann (2003),53.75,(2003)
18 g,Jonin Jérémy (2002),53.75,(2002)
19 b,Golliard Steve,53.50,Steve
21 b,Beaud Eric,53.00,Eric
23 a,Kramer Lukas (2001),52.50,(2001)
23 d,Capt Stéphane,52.50,Stéphane
24,Juon Martin,51.50,Martin
27,Kropf Rolf **,46.00,**
29 b,Isoz Bertrand,26.75,Bertrand
31 b,Gassmann Simon *,17.50,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
25,Lambert Ousama,51.25,Ousama
28,Schafer Claudio *,45.50,*
30,Vionnet Julien,25.75,Julien
32,Vonlanthen Alexandre,17.00,Alexandre
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
26,Hirs Julien,51.00,Julien
29 a,Rossy Yannick *,26.75,*
31 a,Varone Luc *,17.50,*
33,Hofer Sven *,9.00,*
