place,name,points,level
1,Giger Samuel ***,58.25,***
4 a,Bösch Daniel ***,57.50,***
5 a,Battaglia Ursin **,57.25,**
6 b,Vögeli Sven *,57.00,*
6 e,Kindlimann Fabian ***,57.00,***
7 b,Schwyn Adrian,56.75,Adrian
7 e,Kid Simon **,56.75,**
8 b,Giger Urs *,56.50,*
9 a,Baumann Rico *,56.25,*
Schaﬀ,usen,,usen
2,Bless Michael ***,58.00,***
4 b,Roth Martin *,57.50,*
5 b,Good Marco *,57.25,*
6 c,Schmid Dominik **,57.00,**
6 f,Eugster Ruedi **,57.00,**
7 c,Geisser Lars **,56.75,**
7 f,Bickel Roman *,56.75,*
8 c,Dumelin David *,56.50,*
9 b,Hari Michi,56.25,Michi
3,Koller Martin *,57.75,*
4 c,Ammann Rico *,57.50,*
6 a,Burkhalter Stefan ***,57.00,***
6 d,Schlegel Sandro **,57.00,**
7 a,Vollenweider Jeremy *,56.75,*
7 d,Odermatt Christoph *,56.75,*
8 a,Jöhl Christian *,56.50,*
8 d,Ackermann Remo *,56.50,*
9 c,Dörig Erich *,56.25,*
9 d,Dändliker Shane *,56.25,*
11 b,Bischof Martin,55.75,Martin
12 c,Coray Beda **,55.50,**
12 f,Jörger Corsin,55.50,Corsin
12 i,Bernold Michael (1999) *,55.50,*
13 c,Fuster Sepp,55.25,Sepp
13 f,Kuhn Roman *,55.25,*
13 i,Büsser André *,55.25,*
Schaﬀ,usen,,usen
10,Schudel Simon *,56.00,*
12 a,Breitenmoser Simon,55.50,Simon
12 d,Schlegel Reto *,55.50,*
12 g,Inauen Andreas *,55.50,*
13 a,Vestner Roman *,55.25,*
13 d,Ott Matthias (1999),55.25,(1999)
13 g,Funk Nicola (1999),55.25,(1999)
13 j,Burkhard Tobias,55.25,Tobias
11 a,Forrer Arnold ***,55.75,***
12 b,Pﬁster Florian *,55.50,*
12 e,Poltera Andrin (1999),55.50,(1999)
12 h,Bollhalder Manuel (2001),55.50,(2001)
13 b,Koch Thomas *,55.25,*
13 e,Ott Damian (2000) *,55.25,*
13 h,Flütsch Marco (1999),55.25,(1999)
13 k,Bickel Stefan *,55.25,*
13 l,Arztmann Beda *,55.25,*
14 a,Blaser Niklas *,55.00,*
14 d,Hersche Daniel *,55.00,*
14 g,Bürgler Patrick,55.00,Patrick
15 a,Raschle Adrian,54.75,Adrian
15 d,Lehmann Philipp (1999),54.75,(1999)
16 a,Bäbler Dominik *,54.50,*
16 d,Bucher Roland,54.50,Roland
Schaﬀ,usen,,usen
13 m,Riget Florian,55.25,Florian
14 b,Koch Reto *,55.00,*
14 e,Güntensperger Marcel *,55.00,*
14 h,Braun Mathias *,55.00,*
15 b,Riget Ivan *,54.75,*
15 e,Gwerder Andreas **,54.75,**
16 b,Wetter Silvan (2000),54.50,(2000)
16 e,Schiess Christian,54.50,Christian
13 n,Landolt Reto *,55.25,*
14 c,Hugelshofer Lars (2001),55.00,(2001)
14 f,Candrian Gian-Luca,55.00,Gian-Luca
14 i,Kammermann Dominik,55.00,Dominik
15 c,Fontana Michael *,54.75,*
15 f,Elmer Daniel *,54.75,*
16 c,Gartmann Mauro *,54.50,*
