place,name,points,level
1,Müllestein Mike ***,58.75,***
3 b,Vogel Remo **,58.00,**
5 a,Fankhauser Erich ***,57.25,***
5 d,Waser Reto *,57.25,*
6 b,Jund Matthias *,57.00,*
6 e,Stöckli Stefan ***,57.00,***
6 h,Schöpfer Ronny **,57.00,**
7 c,Kessler Joel *,56.75,*
2,Schurtenberger Sven ***,58.50,***
3 c,Wicki Joel ***,58.00,***
5 b,Rohrer Ivan **,57.25,**
5 e,Bühlmann Daniel,57.25,Daniel
6 c,Reichmuth Roland *,57.00,*
6 f,Appert Silvan,57.00,Silvan
7 a,Bucher Roland *,56.75,*
7 d,Schuler Alex ***,56.75,***
3 a,Aeschbacher Matthias ***,58.00,***
4,Nötzli Reto ***,57.50,***
5 c,Schuler Philipp **,57.25,**
6 a,Fankhauser Marco **,57.00,**
6 d,Steinauer Adrian **,57.00,**
6 g,Rohrer Ueli **,57.00,**
7 b,Gwerder Dario **,56.75,**
7 e,Suter Bruno,56.75,Bruno
7 f,Bucher Christian **,56.75,**
8 b,Burch Jonas **,56.50,**
8 e,Huber Alex *,56.50,*
8 h,Doppmann Urs **,56.50,**
8 k,Bühler Kilian *,56.50,*
9 c,Steiner Severin,56.25,Severin
10 b,Kennel Beat **,56.00,**
10 e,Suter Pirmin **,56.00,**
10 h,Züger Benjamin (2004),56.00,(2004)
7 g,Heinzer Lukas (2004),56.75,(2004)
8 c,Bürli Roger **,56.50,**
8 f,Wandeler Roman *,56.50,*
8 i,Schaller Noah,56.50,Noah
9 a,Bernhard Lukas **,56.25,**
9 d,Ulrich Marco **,56.25,**
10 c,Lemmenmeier Lukas *,56.00,*
10 f,Grab Florian,56.00,Florian
11 a,Gander Martin,55.75,Martin
8 a,Ambühl Joel **,56.50,**
8 d,Gehrig Philipp **,56.50,**
8 g,Bucher Thomas *,56.50,*
8 j,Waser Christoph *,56.50,*
9 b,Heinzer Ronny *,56.25,*
10 a,Bucher André,56.00,André
10 d,Stöckli Damian *,56.00,*
10 g,Ulrich Michael *,56.00,*
11 b,Odermatt Remo *,55.75,*
11 c,Beﬀa Mario,55.75,Mario
11 f,Kenel Franz-Toni *,55.75,*
11 i,Schnellmann Adrian (2004),55.75,(2004)
11 l,Fankhauser Reto **,55.75,**
11 o,Scherer Niklaus **,55.75,**
11 r,Schnellmann Alexander (2004),55.75,(2004)
12 b,Arnold Marcel *,55.50,*
