place,name,points,level
1 a,Wenger Kilian ***,58.25,***
2 b,Anderegg Simon ***,57.50,***
4 b,Zenger Niklaus ***,57.00,***
4 e,Gerber Christian **,57.00,**
5 b,Giger Samuel ***,56.75,***
6 a,Roschi Ruedi **,56.50,**
7 a,Sempach Thomas ***,56.25,***
8 a,Voggensperger Janic **,56.00,**
Berni,-Kantonaler Schwingerverband,,Schwingerverband
1 b,Stucki Christian ***,58.25,***
3,Käser Remo ***,57.25,***
4 c,Schneider Domenic ***,57.00,***
4 f,von Weissenﬂuh Kilian **,57.00,**
5 c,Gehrig Philipp **,56.75,**
6 b,Kämpf Bernhard ***,56.50,***
7 b,Roth Dominik **,56.25,**
8 b,Schenk Patrick ***,56.00,***
2 a,Ramseier Fritz *,57.50,*
4 a,Erb Roger **,57.00,**
4 d,Graber Willy ***,57.00,***
5 a,Iseli Marco *,56.75,*
5 d,Aeschbacher Matthias **,56.75,**
6 c,Orlik Curdin **,56.50,**
7 c,Moser Steven **,56.25,**
8 c,Lauper Hansruedi ***,56.00,***
8 d,Gäggeler Adrian *,56.00,*
9 b,Fankhauser Erich ***,55.75,***
10 a,Wyss Kilian **,55.50,**
10 d,Leuenberger Michael *,55.50,*
11 b,Luginbühl Hanspeter **,55.25,**
11 e,Schlüchter Colin *,55.25,*
11 h,Steﬀen Valentin *,55.25,*
11 k,Aeschlimann Martin,55.25,Martin
12 b,Wenger Marcel (1999) *,55.00,*
Berni,-Kantonaler Schwingerverband,,Schwingerverband
8 e,Gobeli Patrick *,56.00,*
9 c,Weyermann Florian *,55.75,*
10 b,Wittwer Jan *,55.50,*
10 e,Gasser Dominik (2000),55.50,(2000)
11 c,Wüthrich Niklaus **,55.25,**
11 f,Hadorn Christian *,55.25,*
11 i,Schenkel Remo *,55.25,*
11 l,Reusser Philipp ***,55.25,***
12 c,Thomet Adrian **,55.00,**
9 a,Kämpf Marcel *,55.75,*
9 d,Rolli Martin **,55.75,**
10 c,Röthlisberger Simon **,55.50,**
11 a,Sommer Roman *,55.25,*
11 d,Steﬀen Gustav *,55.25,*
11 g,Waber Lorenz *,55.25,*
11 j,Gerber Thomas *,55.25,*
12 a,Zaugg Christian *,55.00,*
12 d,Ramseier Thomas *,55.00,*
12 e,Grossen John,55.00,John
13 a,Staub Maël *,54.75,*
13 d,Haenni Stéphane **,54.75,**
13 g,Habegger Heinz **,54.75,**
14 c,Graber Bruno **,54.50,**
14 f,Staudenmann Fabian (2000) *,54.50,*
14 i,Kropf Thomas *,54.50,*
14 l,Fankhauser Kurt **,54.50,**
15 b,Reust Markus *,54.25,*
Berni,-Kantonaler Schwingerverband,,Schwingerverband
12 f,Berger René **,55.00,**
13 b,Kämpf Alexander **,54.75,**
13 e,Gehrig Damian ***,54.75,***
14 a,Schletti Andreas *,54.50,*
14 d,Wehrli Christian *,54.50,*
14 g,Pulfer Thomas *,54.50,*
14 j,Jäggi Lukas *,54.50,*
14 m,Blaser Roman *,54.50,*
15 c,Dummermuth Ueli,54.25,Ueli
12 g,Aellen Florian *,55.00,*
13 c,Scheuner Michael *,54.75,*
13 f,Fankhauser Reto *,54.75,*
14 b,Renfer Lukas *,54.50,*
14 e,Urfer Simon *,54.50,*
14 h,Michel Jonas *,54.50,*
14 k,Graber Alfred *,54.50,*
15 a,Schütz Urs **,54.25,**
15 d,Sommer Martin,54.25,Martin
15 e,Kestenholz Christian,54.25,Christian
15 h,Locher Alfred *,54.25,*
16 a,Siegenthaler Tobias *,54.00,*
16 d,Zehnder Jürg *,54.00,*
16 g,Santschi Hans,54.00,Hans
16 j,Bremgartner Marcel *,54.00,*
16 m,Walther Marcel *,54.00,*
17 a,Wittwer Josias *,53.75,*
17 d,Nufer Sämi,53.75,Sämi
Berni,-Kantonaler Schwingerverband,,Schwingerverband
15 f,Gnägi Christian *,54.25,*
15 i,Flühmann Michel *,54.25,*
16 b,Roth Robin (2000) *,54.00,*
16 e,Schenk Adrian *,54.00,*
16 h,Lehmann Ueli,54.00,Ueli
16 k,Aellen Philipp,54.00,Philipp
16 n,Berger Ueli *,54.00,*
17 b,Neukomm Thierry,53.75,Thierry
18 a,Heeb Thierry,53.50,Thierry
15 g,Zürcher Kurt *,54.25,*
15 j,Aebi Roger,54.25,Roger
16 c,Kappeler Ruedi,54.00,Ruedi
16 f,Schaad Remo,54.00,Remo
16 i,Klossner Adrian *,54.00,*
16 l,Zbinden Adrian *,54.00,*
16 o,Steﬀen Konrad *,54.00,*
17 c,Galli Markus,53.75,Markus
18 b,Hadorn Marco (1999),53.50,(1999)
19 a,Schenk Thomas *,53.25,*
20 b,Joss David *,53.00,*
21 a,Niederhäuser Martin,52.75,Martin
21 d,Vögeli Luca (1999),52.75,(1999)
22 c,Berger Lorenz *,52.50,*
25,Schüpbach Janick *,35.00,*
26 c,Burger Fredy *,34.75,*
27 a,Zangger Dominik *,34.50,*
27 d,Gerber Ueli *,34.50,*
27 g,Bernhard Marco,34.50,Marco
Berni,-Kantonaler Schwingerverband,,Schwingerverband
19 b,Stämpﬂi Lorenz,53.25,Lorenz
20 c,Tschan Matthias,53.00,Matthias
21 b,Kohli Patrick,52.75,Patrick
22 a,Eggimann Marco,52.50,Marco
23,Kämpf Lorenz *,35.75,*
26 a,Schütz Hansueli,34.75,Hansueli
26 d,Mosimann Fabian,34.75,Fabian
27 b,Vonlanthen Cyril *,34.50,*
27 e,Bühler Marcel,34.50,Marcel
28 a,Wyss Sandro,34.25,Sandro
20 a,Müller Marc,53.00,Marc
20 d,Binggeli Dominik *,53.00,*
21 c,Gehrig Kilian,52.75,Kilian
22 b,Röthlisberger Florian (1999),52.50,(1999)
24,Kappeler Niklaus *,35.50,*
26 b,Dubler Mike (1999),34.75,(1999)
26 e,Walther Patrick *,34.75,*
27 c,Scheidegger Adrian *,34.50,*
27 f,Blaser Jan *,34.50,*
28 b,Wenger Ruedi (1999),34.25,(1999)
28 c,Heiniger Michael *,34.25,*
31,Mathys Simon **,8.50,**
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Berni,-Kantonaler Schwingerverband,,Schwingerverband
29,Gnägi Lionel,34.00,Lionel
32,Müllestein Mike ***,0.00,***
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
30,Sempach Matthias ***,10.00,***
