place,name,points,level
1,Giger Samuel ***,58.75,***
3 a,Schneider Domenic ***,57.25,***
4 b,Leuppi Samir **,57.00,**
4 e,Wenger Kilian ***,57.00,***
5 c,Rychen Roger ***,56.75,***
7 b,Mathis Marcel ***,56.00,***
8 b,Gehrig Damian ***,55.75,***
9 b,Betschart Remo **,55.50,**
Nordo,chweizer Schwingerverband,,Schwingerverband
2 a,Wicki Joel **,57.50,**
3 b,Schuler Christian ***,57.25,***
4 c,Schurtenberger Sven ***,57.00,***
5 a,Bösch Daniel ***,56.75,***
6,Aeschbacher Matthias **,56.50,**
7 c,Schenk Patrick ***,56.00,***
8 c,Geisser Lars **,55.75,**
9 c,Fankhauser Marco **,55.50,**
2 b,Gerber Christian **,57.50,**
4 a,Hersche Martin ***,57.00,***
4 d,Stucki Christian ***,57.00,***
5 b,Herger Matthias **,56.75,**
7 a,Burkhalter Stefan ***,56.00,***
8 a,Ulrich Andreas ***,55.75,***
9 a,Ackermann Remo *,55.50,*
9 d,Krähenbühl Tobias ***,55.50,***
9 e,Roschi Ruedi **,55.50,**
10 a,Kennel Stefan **,55.25,**
10 d,Bernhard Lukas *,55.25,*
10 g,Wickli Beat **,55.25,**
11 c,Marty Jaime (2000) *,55.00,*
11 f,Steﬀen Gustav **,55.00,**
13 a,Roth Martin **,54.50,**
13 d,Oertig Dominik **,54.50,**
14 c,Reichmuth Marco **,54.25,**
Nordo,chweizer Schwingerverband,,Schwingerverband
9 f,von Ah Benji ***,55.50,***
10 b,Luginbühl Hanspeter **,55.25,**
10 e,Höﬂiger Andreas **,55.25,**
11 a,Giger Urs *,55.00,*
11 d,Oettli Marco *,55.00,*
12 a,Dändliker Shane **,54.75,**
13 b,von Weissenﬂuh Kilian **,54.50,**
14 a,Arnold Stefan **,54.25,**
14 d,Kuster Marcel ***,54.25,***
9 g,Dörig Erich *,55.50,*
10 c,Rhyner Michael **,55.25,**
10 f,Koch Thomas *,55.25,*
11 b,Koch Reto *,55.00,*
11 e,Schmid Patrick *,55.00,*
12 b,Egli Damian **,54.75,**
13 c,Baumann Rico *,54.50,*
14 b,Eugster Ruedi **,54.25,**
14 e,Notz Beni ***,54.25,***
14 f,Bernold Christian **,54.25,**
15 b,Arztmann Beda *,54.00,*
15 e,Vollenweider Jeremy *,54.00,*
16 b,Gehrig Philipp **,53.75,**
19 a,Steiner Michael **,52.75,**
20,Zwyssig Raphael ***,44.75,***
22 b,Jörger Marc *,35.50,*
22 e,Schmid Dominik **,35.50,**
23 b,Elmer Daniel *,35.25,*
23 e,Landolt Reto *,35.25,*
Nordo,chweizer Schwingerverband,,Schwingerverband
14 g,Battaglia Ursin **,54.25,**
15 c,Schläpfer Matthias *,54.00,*
15 f,Schletti Andreas *,54.00,*
17,Krähenbühl Lukas *,53.50,*
19 b,Schlegel Werner (2002) *,52.75,*
21,Gnägi Florian ***,36.25,***
22 c,Kuster Thomas *,35.50,*
22 f,Wey Nicola *,35.50,*
23 c,Jöhl Christian *,35.25,*
23 f,Ott Damian (2000) **,35.25,**
15 a,Mettler Valentin *,54.00,*
15 d,Schnurrenberger Roman **,54.00,**
16 a,Gmür Pirmin **,53.75,**
18,Lehmann Philipp *,53.25,*
19 c,Schudel Simon *,52.75,*
22 a,Ammann Rico *,35.50,*
22 d,Peng Mike ***,35.50,***
23 a,Bühler Hannes *,35.25,*
23 d,Koller Fabian *,35.25,*
23 g,Riget Tobias **,35.25,**
23 h,Schlegel Reto *,35.25,*
26 a,Keller Manuel *,34.50,*
27 b,Vestner Bruno *,34.25,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Nordo,chweizer Schwingerverband,,Schwingerverband
24,Rüegg Fabian *,35.00,*
26 b,Poltera Andrin *,34.50,*
28,Kunz Daniel *,34.00,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
25,Funk Nicola *,34.75,*
27 a,Schäppi Urs *,34.25,*
29,Röthlisberger Simon **,27.00,**
