place,name,points,level
1,Wenger Kilian ***,57.75,***
2 c,Berger Lorenz **,57.50,**
3 c,von Weissenﬂuh Kilian ***,57.25,***
4 b,Gnägi Florian ***,57.00,***
4 e,Ramseier Fritz **,57.00,**
5 b,Wiget Michael ***,56.75,***
5 e,Aeschbacher Matthias ***,56.75,***
6 a,Ott Damian **,56.50,**
Berni,-Kantonaler Schwingerverband,,Schwingerverband
2 a,Roth Dominik **,57.50,**
3 a,Stucki Christian ***,57.25,***
3 d,Staudenmann Fabian ***,57.25,***
4 c,Schwander Severin **,57.00,**
4 f,Gapany Benjamin ***,57.00,***
5 c,Wicki Joel ***,56.75,***
5 f,Wittwer Jan **,56.75,**
6 b,Käser Remo ***,56.50,***
2 b,Walther Adrian **,57.50,**
3 b,Borcard Johann **,57.25,**
4 a,Ledermann Michael **,57.00,**
4 d,Renfer Lukas **,57.00,**
5 a,Kämpf Bernhard ***,56.75,***
5 d,Inniger Thomas ***,56.75,***
5 g,Steﬀen Gustav **,56.75,**
6 c,Burger Matthieu *,56.50,*
7 a,Anderegg Simon ***,56.25,***
7 d,Gerber Christian ***,56.25,***
8 b,Roschi Ruedi **,56.00,**
9 c,Kämpf Alexander **,55.75,**
9 f,Sommer Roman *,55.75,*
10 b,Nägeli Daniel *,55.50,*
11 a,Schär Alex *,55.25,*
11 d,Schenk Thomas *,55.25,*
11 g,Leuenberger Michael *,55.25,*
Berni,-Kantonaler Schwingerverband,,Schwingerverband
7 b,Hügli Kaj **,56.25,**
7 e,Sempach Thomas ***,56.25,***
9 a,Sommer Martin,55.75,Martin
9 d,Hermann Oliver **,55.75,**
9 g,Steudler Kevin *,55.75,*
10 c,Gäumann Stefan **,55.50,**
11 b,Marti Stefan **,55.25,**
11 e,Rüegsegger Christian,55.25,Christian
11 h,Klopfenstein Jan,55.25,Jan
7 c,Orlik Curdin ***,56.25,***
8 a,Thomet Adrian **,56.00,**
9 b,Lüthi David *,55.75,*
9 e,Staub Severin,55.75,Severin
10 a,Luginbühl Hanspeter **,55.50,**
10 d,Zangger Dominik *,55.50,*
11 c,Steﬀen Konrad *,55.25,*
11 f,Ramseier Thomas *,55.25,*
11 i,Berger Christian,55.25,Christian
11 j,Zaugg Lars *,55.25,*
12 c,Kämpf Nicolas,55.00,Nicolas
12 f,Camenzind Ivan *,55.00,*
12 i,Schenk Patrick ***,55.00,***
13 c,De Fusco Dario *,54.75,*
13 f,Meier Urs (2003),54.75,(2003)
13 i,Bieri Marcel ***,54.75,***
14 b,Wittwer Josias **,54.50,**
14 e,Nufer Sämi *,54.50,*
Berni,-Kantonaler Schwingerverband,,Schwingerverband
12 a,Zürcher Remo *,55.00,*
12 d,Hehlen Nico,55.00,Nico
12 g,Aebersold Adrian (2003),55.00,(2003)
13 a,von Büren Stephan **,54.75,**
13 d,Pirkheim Elias,54.75,Elias
13 g,Gasser Dominik *,54.75,*
13 j,Tschumi Lukas *,54.75,*
14 c,Galli Sandro,54.50,Sandro
14 f,Gnägi Damian *,54.50,*
12 b,Wüthrich Philip *,55.00,*
12 e,Graf Simon,55.00,Simon
12 h,Iseli Marco **,55.00,**
13 b,Heim Michael,54.75,Michael
13 e,Röthlisberger Simon *,54.75,*
13 h,Gäggeler Adrian *,54.75,*
14 a,Steﬀen Patrick,54.50,Patrick
14 d,Vögeli Luca,54.50,Luca
14 g,Wittwer Mathias,54.50,Mathias
14 h,Binggeli Dominik *,54.50,*
15 c,Kappeler Niklaus *,54.25,*
