place,name,points,level
1,Wicki Joel **,59.25,**
4,Ettlin Stefan *,57.25,*
6 a,Orlik Armon ***,56.75,***
6 d,Rychen Roger ***,56.75,***
7 a,Roth Martin **,56.50,**
7 d,Portmann Josef *,56.50,*
9 b,Burkhalter Stefan ***,55.75,***
10 a,Gloggner Philipp ***,55.50,***
10 d,Baumann Roger *,55.50,*
Inner,weizer Schwingerverband,,Schwingerverband
2,Bösch Daniel ***,57.75,***
5 a,Schneider Mario **,57.00,**
6 b,Imhof Andi ***,56.75,***
6 e,Schneider Domenic ***,56.75,***
7 b,Fankhauser Marco **,56.50,**
8,Bieri Marcel **,56.00,**
9 c,Muﬀ Armin **,55.75,**
10 b,Huber Alex *,55.50,*
10 e,Geisser Lars **,55.50,**
3,Fankhauser Erich ***,57.50,***
5 b,Müllestein Mike ***,57.00,***
6 c,Krähenbühl Tobias ***,56.75,***
6 f,Ulrich Andreas ***,56.75,***
7 c,Linggi Bruno **,56.50,**
9 a,Arnold Stefan **,55.75,**
9 d,Rhyner Michael **,55.75,**
10 c,Leuppi Samir **,55.50,**
10 f,Schmid Dominik **,55.50,**
10 g,Schuler Alex ***,55.50,***
10 j,Ott Damian (2000) **,55.50,**
11 c,Dändliker Shane **,55.25,**
12 a,Heiniger Marco *,55.00,*
13 b,Reichmuth Armin *,54.75,*
14 b,Murer Andy **,54.50,**
14 e,Thalmann Thomas *,54.50,*
15 c,Bühler Hannes *,54.25,*
15 f,Heinzer Stefan **,54.25,**
Inner,weizer Schwingerverband,,Schwingerverband
10 h,Fankhauser Reto **,55.50,**
11 a,Rohrer Ivan **,55.25,**
11 d,Gander Adrian *,55.25,*
12 b,Ambühl Joel **,55.00,**
13 c,Schuler Philipp **,54.75,**
14 c,Heinzer Ronny *,54.50,*
15 a,Binggeli Stefan **,54.25,**
15 d,Moos Christoph *,54.25,*
15 g,Kälin Roland **,54.25,**
10 i,Kurmann Toni *,55.50,*
11 b,Schelbert Ralf **,55.25,**
11 e,Zimmermann Martin **,55.25,**
13 a,Bernold Christian **,54.75,**
14 a,Eugster Ruedi **,54.50,**
14 d,Kessler Joel *,54.50,*
15 b,Odermatt Andreas *,54.25,*
15 e,Fellmann Roman **,54.25,**
15 h,Odermatt Remo *,54.25,*
15 i,Waser Dominik **,54.25,**
16 c,Odermatt Christian **,54.00,**
17,Kenel Franz-Toni *,53.75,*
20 a,Krähenbühl Lukas *,52.75,*
21 a,Fuster Sepp *,52.50,*
22,Steiner Michael **,44.25,**
24 b,Jöhl Christian *,35.25,*
25 b,Schnurrenberger Roman **,35.00,**
26 b,Baumann Rico *,34.75,*
27 b,Schmid Simon (2000) *,34.50,*
Inner,weizer Schwingerverband,,Schwingerverband
16 a,Hurschler Thomas **,54.00,**
16 d,Ulrich Marco *,54.00,*
18,Lang Sven *,53.50,*
20 b,Oettli Marco *,52.75,*
21 b,Koch Thomas *,52.50,*
23,Fassbind René *,35.75,*
24 c,Koch Reto *,35.25,*
25 c,Inderbitzin Daniel *,35.00,*
26 c,Fessler Linus **,34.75,**
27 c,Zimmermann Daniel *,34.50,*
16 b,Gwerder Guido **,54.00,**
16 e,Poltera Andrin *,54.00,*
19,Kuster Thomas *,53.25,*
20 c,Schmid Patrick *,52.75,*
21 c,Rüegg Fabian *,52.50,*
24 a,Giger Urs *,35.25,*
25 a,Hirsiger Alexander *,35.00,*
26 a,Schäppi Urs *,34.75,*
27 a,Arztmann Beda *,34.50,*
28 a,Gwerder Andreas **,34.25,**
28 b,Schmidiger Marco *,34.25,*
31,Nötzli Reto ***,28.00,***
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Inner,weizer Schwingerverband,,Schwingerverband
29,Betschart Marcel *,34.00,*
32,Herger Matthias **,17.50,**
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
30,Müller Michael **,28.25,**
33,Notz Beni ***,17.25,***
