place,name,points,level
1,Wicki Joel **,59.25,**
4 a,Bieri Marcel **,57.75,**
5 b,Ulrich Andreas ***,57.25,***
6 a,Arnold Stefan **,57.00,**
6 d,Suppiger Werner **,57.00,**
6 g,Gloggner Reto **,57.00,**
7 a,Heiniger Marco *,56.75,*
7 d,Lang Sven *,56.75,*
2,Schurtenberger Sven ***,58.25,***
4 b,Gloggner Philipp ***,57.75,***
5 c,Fellmann Roman *,57.25,*
6 b,Thalmann Thomas *,57.00,*
6 e,Wyrsch Marco **,57.00,**
6 h,Stöckli Damian,57.00,Damian
7 b,Lussi Marco *,56.75,*
7 e,Michel Jonas *,56.75,*
3,Fankhauser Erich ***,58.00,***
5 a,Muﬀ André *,57.25,*
5 d,Schelbert Ralf **,57.25,**
6 c,Kälin Roland **,57.00,**
6 f,Ambühl Joel *,57.00,*
6 i,Thierstein Marco *,57.00,*
7 c,Gwerder Michael (2000) *,56.75,*
7 f,Schmidiger Marco *,56.75,*
7 g,Steinauer Adrian **,56.75,**
8 a,Linggi Bruno **,56.50,**
8 d,Inderbitzin Daniel *,56.50,*
8 g,Vogel Remo **,56.50,**
8 j,Reichmuth Armin *,56.50,*
9 c,Bernet Christoph *,56.25,*
10 b,Zimmermann Simon **,56.00,**
10 e,Schürpf Bruno *,56.00,*
10 h,Zurﬂuh Michael *,56.00,*
7 h,Fink Bruno *,56.75,*
8 b,von Ah Benji ***,56.50,***
8 e,Portmann Fabian,56.50,Fabian
8 h,Müller Michael **,56.50,**
9 a,Arnold Fabian *,56.25,*
9 d,Rohrer Ueli *,56.25,*
10 c,Bättig Martin *,56.00,*
10 f,Widmer Adrian *,56.00,*
10 i,Baumann Roger *,56.00,*
7 i,Zimmermann Martin **,56.75,**
8 c,Amgarten Martin *,56.50,*
8 f,Portmann Josef *,56.50,*
8 i,Zurﬂuh Roman **,56.50,**
9 b,Schmid Simon (2000) *,56.25,*
10 a,Doppmann Urs *,56.00,*
10 d,Blaser Roman *,56.00,*
10 g,Zgraggen Fabian *,56.00,*
10 j,Bühler Kilian (2000),56.00,(2000)
10 k,Fankhauser Reto **,56.00,**
11 a,Gut Koni,55.75,Koni
11 d,Gerber Peter *,55.75,*
11 g,Wüest David (2000),55.75,(2000)
11 j,Bissig Fabian,55.75,Fabian
11 m,Muﬀ Armin **,55.75,**
12 b,Ottiger Lukas,55.50,Lukas
12 e,Durrer Robin,55.50,Robin
12 h,Giger Janik (2002),55.50,(2002)
10 l,Graber Michael *,56.00,*
11 b,Felder Seppi *,55.75,*
11 e,Huber Alex *,55.75,*
11 h,Achermann Simon,55.75,Simon
11 k,Bucher Roland *,55.75,*
11 n,Thalmann Adrian,55.75,Adrian
12 c,Barmet Sven,55.50,Sven
12 f,Fassbind René *,55.50,*
12 i,Kaufmann Reto (2002),55.50,(2002)
10 m,Zürcher Ueli (2000),56.00,(2000)
11 c,Gäggeler Adrian *,55.75,*
11 f,Odermatt Christian **,55.75,**
11 i,Baumann Lukas,55.75,Lukas
11 l,Gwerder Guido **,55.75,**
12 a,Egli Damian **,55.50,**
12 d,Bucher Christian *,55.50,*
12 g,Suter Samuel,55.50,Samuel
12 j,Lang Julian,55.50,Julian
12 k,Lemmenmeier Lukas *,55.50,*
12 n,Troxler Jonas (2000),55.50,(2000)
12 q,Wyss Sven (2001),55.50,(2001)
13 b,Achermann Christoph *,55.25,*
13 e,Kurmann Jvo,55.25,Jvo
13 h,Stäger Franz (2000),55.25,(2000)
13 k,Zumstein Patrick,55.25,Patrick
13 n,Gander Michael,55.25,Michael
14 c,Huser Christian (2000),55.00,(2000)
12 l,Ming Christian 2,55.50,2
12 o,Vogel Marcel,55.50,Marcel
12 r,Stucki Christian *,55.50,*
13 c,Achermann Christian (2002),55.25,(2002)
13 f,Moos Christoph *,55.25,*
13 i,Wigger Simon,55.25,Simon
13 l,Fankhauser Reto *,55.25,*
14 a,Klauser Nico,55.00,Nico
14 d,Portmann Roger,55.00,Roger
12 m,Müller Roger *,55.50,*
12 p,Waser Dominik **,55.50,**
13 a,Beﬀa Mario,55.25,Mario
13 d,Fellmann Simon,55.25,Simon
13 g,Murpf Dario,55.25,Dario
13 j,Wyss Kilian **,55.25,**
13 m,Bachmann Roger *,55.25,*
14 b,Gwerder Marco,55.00,Marco
14 e,Scherrer Fabian (2002),55.00,(2002)
14 f,Wüthrich Philip *,55.00,*
