place,name,points,level
1,Sempach Thomas ***,58.50,***
3 b,Borcard Johann **,57.50,**
4 c,Collaud Romain **,57.00,**
5 c,Balimann Sandro *,56.75,*
7 a,Kramer Dorian **,56.25,**
8 b,Loup Grégoire,56.00,Grégoire
9 c,Tornare Paul,55.75,Paul
9 f,Hayoz Quentin *,55.75,*
2,Roschi Ruedi **,58.00,**
4 a,Matthey Mickaël **,57.00,**
5 a,Schläﬂi Hugo,56.75,Hugo
6 a,Wieland Janis *,56.50,*
7 b,Zbinden Dario (2004),56.25,(2004)
9 a,Dorsaz Théo *,55.75,*
9 d,Loup Alexandre *,55.75,*
9 g,Haenni Stéphane **,55.75,**
3 a,Mollet Ivan **,57.50,**
4 b,Hofer Sven **,57.00,**
5 b,Piemontesi Pascal **,56.75,**
6 b,Baeriswyl Christoph **,56.50,**
8 a,Wenger Marcel *,56.00,*
9 b,Vaucher Rémy,55.75,Rémy
9 e,Hirschi Damien (2003),55.75,(2003)
9 h,Balimann Fabian,55.75,Fabian
9 i,Turin Antoine,55.75,Antoine
10 b,Gerber Ueli *,55.50,*
10 e,Bapst Ludovic,55.50,Ludovic
11 c,Sturny Nicolas **,55.25,**
11 f,Rapin Florent *,55.25,*
12 b,Fankhauser Hans *,55.00,*
12 e,Ambresin Cyril **,55.00,**
13 b,Leuenberger Gian (2005),54.75,(2005)
13 e,Martin Gaël (2004),54.75,(2004)
9 j,Rogivue Théo (2003),55.75,(2003)
10 c,Collaud Bastien (2005),55.50,(2005)
11 a,Mamadou Lamine Gnabaly,55.25,Gnabaly
11 d,Neyroud Geoﬀrey,55.25,Geoﬀrey
11 g,Choﬄon Anthony,55.25,Anthony
12 c,Dupertuis Guillaume,55.00,Guillaume
12 f,Riebli Leon (2003),55.00,(2003)
13 c,Monney Branighan,54.75,Branighan
14 a,Merz Sascha,54.50,Sascha
10 a,Pürro David,55.50,David
10 d,Grossenbacher Marc,55.50,Marc
11 b,Wieland Micha,55.25,Micha
11 e,Dufey Gil *,55.25,*
12 a,Suchet Jonathan (2005),55.00,(2005)
12 d,Stoll Thomas *,55.00,*
13 a,Perret Axel (2003),54.75,(2003)
13 d,Heim Michael,54.75,Michael
14 b,Jeannin Jess,54.50,Jess
15 a,Dubey Gaël *,54.25,*
15 d,Pasquier Loïc,54.25,Loïc
15 g,Fankhauser Yanik,54.25,Yanik
16 a,Beaud Eric,54.00,Eric
16 d,Jacot Ismaël,54.00,Ismaël
16 g,Aeschbacher Ivo,54.00,Ivo
17 a,Gaudard Jeremy,53.75,Jeremy
17 d,Berger Sascha,53.75,Sascha
18 b,Beuchat Bastien,53.50,Bastien
15 b,Begg Colin,54.25,Colin
15 e,Mermillod Jérôme (2004),54.25,(2004)
15 h,Menoud Liam,54.25,Liam
16 b,Zbinden Samuel,54.00,Samuel
16 e,Giroud Jonathan **,54.00,**
16 h,Cherpillod Cédric,54.00,Cédric
17 b,Rodi Joé (2004),53.75,(2004)
17 e,Amstutz Aymeric (2004),53.75,(2004)
18 c,Vallotton Jason,53.50,Jason
15 c,Wieland Timon,54.25,Timon
15 f,Hochuli Samuel,54.25,Samuel
15 i,Berthet Luca,54.25,Luca
16 c,Maitre Damien,54.00,Damien
16 f,Crettaz Olivier *,54.00,*
16 i,Buchs Stefan,54.00,Stefan
17 c,Deschenaux Martin (2004),53.75,(2004)
18 a,Juon Martin,53.50,Martin
19,Rey Arnaud (2003),53.25,(2003)
20 a,Panchaud Noé (2004),53.00,(2004)
20 d,Berger Alan,53.00,Alan
21 c,Girard Simon (2004),52.75,(2004)
23 a,Perroud Florian,52.25,Florian
23 d,Buchs Simon (2004),52.25,(2004)
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
20 b,Lauber Grégoire,53.00,Grégoire
21 a,Golliard Steve,52.75,Steve
21 d,Berger Dilan,52.75,Dilan
23 b,Lagger Aurélien (2004),52.25,(2004)
23 e,Baume Oscar,52.25,Oscar
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
20 c,Crettaz Julien,53.00,Julien
21 b,Cochrane Benjamin,52.75,Benjamin
22,Imstepf Sandro,52.50,Sandro
23 c,Giuliani Johann,52.25,Johann
24,Périsset Valentin,51.00,Valentin
