place,name,points,level
1,Giger Samuel ***,59.25,***
3 b,Rhyner Michael **,57.75,**
5 b,Klausner Yanick **,57.25,**
6 b,Riget Tobias **,57.00,**
6 e,Kid Simon **,57.00,**
7 a,Funk Nicola,56.75,Nicola
7 d,Schneider Mario **,56.75,**
2,Orlik Armon ***,58.00,***
4,Hersche Martin ***,57.50,***
5 c,Gwerder Andreas **,57.25,**
6 c,Döbeli Andreas *,57.00,*
6 f,Kunz Daniel,57.00,Daniel
7 b,Geisser Lars **,56.75,**
7 e,Leuppi Samir **,56.75,**
3 a,Arztmann Beda *,57.75,*
5 a,Gisler Bruno ***,57.25,***
6 a,Nägeli Marco **,57.00,**
6 d,Eugster Ruedi **,57.00,**
6 g,Wey Nicola *,57.00,*
7 c,Krähenbühl Tobias ***,56.75,***
8 a,Odermatt Christoph *,56.50,*
8 b,Wettstein Daniel,56.50,Daniel
8 e,Heierli Pascal,56.50,Pascal
8 h,Leuthard Reto *,56.50,*
8 k,Strebel Joel **,56.50,**
9 a,Breitenmoser Manuel,56.25,Manuel
10 b,Schlegel Werner (2002),56.00,(2002)
10 e,Schlegel Sandro **,56.00,**
11 c,Hochholdinger Roman **,55.75,**
11 f,Ammann Rico *,55.75,*
8 c,Bickel Roman *,56.50,*
8 f,Junker Nik,56.50,Nik
8 i,Räbsamen Marcel (2000),56.50,(2000)
8 l,Dändliker Shane *,56.50,*
9 b,Schnurrenberger Roman **,56.25,**
10 c,Bernold Michael *,56.00,*
11 a,Rüegg Patrick,55.75,Patrick
11 d,Koch Reto *,55.75,*
11 g,Bosshard Dario,55.75,Dario
8 d,Bickel Stefan *,56.50,*
8 g,Lehmann Philipp,56.50,Philipp
8 j,Reichmuth Beat,56.50,Beat
8 m,Lanter Christian,56.50,Christian
10 a,Nägeli Roman *,56.00,*
10 d,Schlegel Reto *,56.00,*
11 b,Buchmann Michael,55.75,Michael
11 e,Schmidlin Tobias (2001),55.75,(2001)
12 a,Leuppi Karim *,55.50,*
12 b,Pﬁster Florian *,55.50,*
12 e,Dumelin David *,55.50,*
12 h,Odermatt Michi,55.50,Michi
12 k,Battaglia Ursin **,55.50,**
12 n,Hänni Marc (2001),55.50,(2001)
12 q,Nock Benjamin (2001),55.50,(2001)
13 b,Oertig Simon,55.25,Simon
13 e,Galli Cedric (2001),55.25,(2001)
13 h,Wickli Beat **,55.25,**
12 c,Burkhard Tobias,55.50,Tobias
12 f,Hobi Ignaz,55.50,Ignaz
12 i,Steiner Michael **,55.50,**
12 l,Elmer Adrian *,55.50,*
12 o,Koller Andreas,55.50,Andreas
12 r,Hari Michi,55.50,Michi
13 c,Bucher Roland,55.25,Roland
13 f,Kiener Raphael (2000),55.25,(2000)
14 a,Neﬀ Florian,55.00,Florian
12 d,Castelli Fabio,55.50,Fabio
12 g,Kammermann Thomas *,55.50,*
12 j,Ackermann Remo *,55.50,*
12 m,Gmür Pirmin **,55.50,**
12 p,Thoma Christoph,55.50,Christoph
13 a,Elmer Daniel *,55.25,*
13 d,Büsser André *,55.25,*
13 g,Schuler Martin,55.25,Martin
14 b,Amstutz Janic (2002),55.00,(2002)
14 c,Baumann Rico *,55.00,*
14 f,Manser Adrian,55.00,Adrian
14 i,Signer Ramon (2002),55.00,(2002)
15 a,Hugener Adrian (2000),54.75,(2000)
15 d,Oettli Silvio (2000),54.75,(2000)
16 a,Krähenbühl Lukas *,54.50,*
16 d,Ueltschi Patric *,54.50,*
17 c,Bollhalder Manuel (2001),54.25,(2001)
17 f,Weibel Lucien,54.25,Lucien
14 d,Giger Florian (2001),55.00,(2001)
14 g,Notz Armin *,55.00,*
14 j,Vollmeier Sandro,55.00,Sandro
15 b,Keller Andreas *,54.75,*
15 e,Lozza Roman,54.75,Roman
16 b,Wetter Silvan (2000),54.50,(2000)
17 a,Gosswiler Livio (2000),54.25,(2000)
