place,name,points,level
1,Bösch Daniel ***,58.00,***
3 b,Forrer Arnold ***,57.50,***
4 a,Rhyner Michael **,57.25,**
4 d,Büsser Andy ***,57.25,***
5 a,Gmür Pirmin *,57.00,*
5 d,Kid Simon **,57.00,**
6 b,Rychen Roger **,56.75,**
6 e,Oertig Dominik *,56.75,*
7 c,Riget Tobias **,56.50,**
St. Ga,n,,n
2,Coray Beda *,57.75,*
3 c,Eugster Ruedi **,57.50,**
4 b,Orlik Curdin **,57.25,**
4 e,Clopath Beat ***,57.25,***
5 b,Scherer Christian *,57.00,*
5 e,Bösch Roman **,57.00,**
6 c,Kohler Fredi **,56.75,**
7 a,Zwyssig Raphael ***,56.50,***
7 d,Litscher Manuel,56.50,Manuel
3 a,Orlik Armon **,57.50,**
3 d,Rüegg Fabian,57.50,Fabian
4 c,Knechtle Martin **,57.25,**
4 f,Hersche Martin **,57.25,**
5 c,Rüegg Roman *,57.00,*
6 a,Schlegel Reto (1997) *,56.75,*
6 d,Güntensperger Marcel *,56.75,*
7 b,Vogel Beat *,56.50,*
7 e,Horner Peter **,56.50,**
7 f,Kuster Marcel **,56.50,**
9 a,Wickli Beat *,56.00,*
9 d,Truniger Manuel,56.00,Manuel
9 g,Battaglia Ursin **,56.00,**
10 c,Schmucki Ivo,55.75,Ivo
10 f,Gschwend Walter *,55.75,*
10 i,Kamer Hanspeter *,55.75,*
10 l,Fässler Patrick,55.75,Patrick
10 o,Bänziger Peter,55.75,Peter
St. Ga,n,,n
7 g,Bernold Christian *,56.50,*
9 b,Streuli Martin *,56.00,*
9 e,Sprecher Sandro *,56.00,*
10 a,Signer Emil **,55.75,**
10 d,Schläpfer Markus **,55.75,**
10 g,Schmuki Michael,55.75,Michael
10 j,Holenstein Christian *,55.75,*
10 m,Castelberg Marius,55.75,Marius
10 p,Roth Ruedi (1997),55.75,(1997)
8,Peng Mike ***,56.25,***
9 c,Knöpfel Markus,56.00,Markus
9 f,Giger Urs *,56.00,*
10 b,Vestner Bruno *,55.75,*
10 e,Oertig Simon,55.75,Simon
10 h,Schmid Dominik *,55.75,*
10 k,Hersche Daniel,55.75,Daniel
10 n,Baumann Rico *,55.75,*
11 a,Scheiwiller Andreas *,55.50,*
11 b,Roth Andreas,55.50,Andreas
11 e,Schrepfer Roy,55.50,Roy
11 h,Jöhl Christian *,55.50,*
11 k,Breitenmoser Manuel,55.50,Manuel
12 a,Baumgartner Alexander (1997),55.25,(1997)
12 d,Pianta Christian (1997),55.25,(1997)
12 g,Inauen Andreas *,55.25,*
12 j,Raschle Adrian,55.25,Adrian
12 m,Gysel Hansruedi,55.25,Hansruedi
St. Ga,n,,n
11 c,Huber Pascal *,55.50,*
11 f,Schrepfer Chris,55.50,Chris
11 i,Elmer Adrian,55.50,Adrian
11 l,Bleiker Reto *,55.50,*
12 b,Schudel Simon,55.25,Simon
