place,name,points,level
1,Schlegel Werner **,59.50,**
4 a,Schmid Dominik **,57.75,**
5 a,Räbsamen Marcel *,57.50,*
6 b,Rotach Lars *,57.25,*
7 a,Schlegel Sandro **,57.00,**
7 d,Dörig Erich *,57.00,*
8 a,Kolb This (2003),56.75,(2003)
8 d,Wettstein Daniel,56.75,Daniel
Appe,ll,,ll
2,Koch Reto *,58.25,*
4 b,Kuster Thomas *,57.75,*
5 b,Dändliker Shane **,57.50,**
6 c,Ott Damian **,57.25,**
7 b,Poltera Andrin *,57.00,*
7 e,Schmid Patrick *,57.00,*
8 b,Riget Florian *,56.75,*
8 e,Landolt Reto *,56.75,*
3,Zwyssig Raphael ***,58.00,***
4 c,Giger Urs *,57.75,*
6 a,Schläpfer Markus **,57.25,**
6 d,Vollenweider Jeremy **,57.25,**
7 c,Geisser Lars **,57.00,**
7 f,Roth Peter,57.00,Peter
8 c,Bernold Edi **,56.75,**
8 f,Bickel Roman *,56.75,*
8 g,Ackermann Rico (2003),56.75,(2003)
9 c,Hugelshofer Lars *,56.50,*
10 a,Hug Jan,56.25,Jan
10 d,Heierli Pascal *,56.25,*
11 b,Wehrli Jan,56.00,Jan
11 e,Reichmuth Beat,56.00,Beat
12 b,Ulmann Fabian *,55.75,*
12 e,Jörger Corsin *,55.75,*
12 h,Fuster Sepp *,55.75,*
Appe,ll,,ll
9 a,Koch Thomas *,56.50,*
9 d,Fejzaj Naim **,56.50,**
10 b,Rüegg Fabian *,56.25,*
10 e,Kiser Aron,56.25,Aron
11 c,Raschle Urban (2003),56.00,(2003)
11 f,Kammermann Dominik,56.00,Dominik
12 c,Signer Andy (2003),55.75,(2003)
12 f,Inauen Maurus (2003),55.75,(2003)
12 i,Castelli Fabio,55.75,Fabio
9 b,Thoma Christoph,56.50,Christoph
9 e,Kolb Pirmin *,56.50,*
10 c,Lanter Christian *,56.25,*
11 a,Wey Nicola *,56.00,*
11 d,Jörger Marc *,56.00,*
12 a,Schuler Martin *,55.75,*
12 d,Schönenberger Tobias (2004),55.75,(2004)
12 g,Hänni Marc,55.75,Marc
13 a,Thiemann Fabrice,55.50,Fabrice
13 b,Schmid Michael,55.50,Michael
13 e,Neﬀ Florian *,55.50,*
13 h,Langenegger Beat,55.50,Beat
13 k,Dumelin David **,55.50,**
13 n,Baumgartner Ramon,55.50,Ramon
13 q,Kühne Cyrill (2004),55.50,(2004)
