place,name,points,level
1,Gnägi Florian ***,58.75,***
3 b,Wittwer Jan **,57.25,**
4 c,Berger Lorenz **,57.00,**
5 b,Ledermann Michael **,56.75,**
6 a,Rohrer Ueli **,56.50,**
6 d,Schurtenberger Sven ***,56.50,***
8 b,Lüthi David *,56.00,*
9 c,Sommer Roman *,55.75,*
Südw,schweizerischer Schwingerverband,,Schwingerverband
2,Staudenmann Fabian ***,57.50,***
4 a,Gapany Benjamin ***,57.00,***
4 d,Nötzli Reto ***,57.00,***
5 c,Sempach Thomas ***,56.75,***
6 b,Bissig Lukas *,56.50,*
7,von Weissenﬂuh Kilian ***,56.25,***
9 a,Bieri Marcel ***,55.75,***
9 d,Suppiger Werner **,55.75,**
3 a,Orlik Curdin ***,57.25,***
4 b,Schwander Severin **,57.00,**
5 a,Kramer Lario ***,56.75,***
5 d,Wicki Joel ***,56.75,***
6 c,Kämpf Bernhard ***,56.50,***
8 a,Roth Dominik **,56.00,**
9 b,Burger Matthieu **,55.75,**
9 e,Hofer Sven **,55.75,**
9 f,Luginbühl Hanspeter **,55.75,**
10 a,Omlin Toni *,55.50,*
10 d,Odermatt Christian **,55.50,**
10 g,Ulrich Marco **,55.50,**
11 b,Schürpf Bruno *,55.25,*
11 e,Gehrig Philipp **,55.25,**
12 b,von Büren Stephan **,55.00,**
13 a,Aebersold Fabian *,54.75,*
14 b,Fankhauser Erich ***,54.50,***
Südw,schweizerischer Schwingerverband,,Schwingerverband
9 g,Moser Michael (2005) *,55.75,*
10 b,Gottofrey Marc **,55.50,**
10 e,Doppmann Urs **,55.50,**
10 h,Vogel Remo **,55.50,**
11 c,Gäumann Stefan **,55.25,**
11 f,Moser Steven **,55.25,**
12 c,Anderegg Simon ***,55.00,***
13 b,Ambühl Joel **,54.75,**
15 a,Borcard Johann **,54.25,**
9 h,Burch Jonas **,55.75,**
10 c,Haenni Stéphane **,55.50,**
10 f,Thomet Adrian **,55.50,**
11 a,Kälin Roland **,55.25,**
11 d,Kropf Thomas **,55.25,**
12 a,Schär Alex *,55.00,*
12 d,Kessler Joel *,55.00,*
14 a,Thöni Reto *,54.50,*
15 b,Suter Beat *,54.25,*
15 c,Baeriswyl Christoph **,54.25,**
15 f,Bernhard Lukas **,54.25,**
17 a,Gisler Jonas *,53.75,*
17 d,Schenk Thomas *,53.75,*
18 c,Arnold Marcel *,53.25,*
20 b,Hayoz Quentin *,52.75,*
21,Schläﬂi Hugo *,52.50,*
22 c,Schenk Patrick ***,35.75,***
24 b,Dufey Gil *,35.25,*
Südw,schweizerischer Schwingerverband,,Schwingerverband
15 d,Heiniger Marco **,54.25,**
16 a,Dousse Michel **,54.00,**
17 b,Duplan Steve ***,53.75,***
18 a,Gnägi Damian *,53.25,*
19,Kenel Franz-Toni *,53.00,*
20 c,Siegenthaler Leo (2005) *,52.75,*
22 a,Inniger Thomas ***,35.75,***
23,Kramer Dorian **,35.50,**
24 c,Grossenbacher Simon *,35.25,*
15 e,Tschumi Lukas *,54.25,*
16 b,Sturny Nicolas **,54.00,**
17 c,Lang Sven **,53.75,**
18 b,Balimann Sandro *,53.25,*
20 a,Fankhauser Hans *,52.75,*
20 d,Wieland Janis *,52.75,*
22 b,Müller Michael **,35.75,**
24 a,Bucher Christian **,35.25,**
24 d,Pürro David *,35.25,*
24 e,Zbinden Dario (2004) *,35.25,*
26 b,Eﬃnger Markus *,34.50,*
27 c,Martin Gaël (2004) *,34.25,*
28 b,Varone Luc *,34.00,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Südw,schweizerischer Schwingerverband,,Schwingerverband
25,Rogivue Théo *,34.75,*
27 a,Dorsaz Théo *,34.25,*
27 d,Tornare Paul *,34.25,*
29,Baumann Roger *,17.25,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
26 a,Dubey Gaël *,34.50,*
27 b,Gottofrey Luc *,34.25,*
28 a,Pasquier Loïc *,34.00,*
30,Waser Dominik **,8.50,**
