place,name,points,level
1,Stucki Christian ***,58.50,***
4,Kramer Lario **,57.75,**
6 b,Sempach Thomas ***,56.75,***
7 b,Inniger Thomas *,56.50,*
8 c,Thürig Mario ***,56.25,***
9 b,Räbmatter Patrick ***,56.00,***
10 a,Gehrig Philipp **,55.75,**
11 a,Kämpf Alexander **,55.50,**
Südw,schweizerischer Schwingerverband,,Schwingerverband
2,Gnägi Florian ***,58.25,***
5,Orlik Curdin **,57.00,**
6 c,Renfer Lukas *,56.75,*
8 a,Gobeli Patrick *,56.25,*
8 d,Widmer Tobias **,56.25,**
9 c,Luginbühl Hanspeter **,56.00,**
10 b,Marti Stefan **,55.75,**
11 b,Aellen Florian *,55.50,*
3,Anderegg Simon ***,58.00,***
6 a,Gerber Christian **,56.75,**
7 a,Moser Michael **,56.50,**
8 b,Staudenmann Fabian (2000) **,56.25,**
9 a,Bieri Christoph ***,56.00,***
9 d,Schwander Severin *,56.00,*
10 c,Gapany Benjamin **,55.75,**
11 c,Berger René **,55.50,**
11 d,Erb Roger **,55.50,**
12 b,Wüthrich Niklaus **,55.25,**
13 a,Brand Christian **,55.00,**
13 d,Stoll Simon *,55.00,*
14 a,Brun Samuel **,54.75,**
14 d,Locher Alfred *,54.75,*
15 a,Wittwer Josias *,54.50,*
15 d,Schmid Samuel **,54.50,**
15 g,Ramseier Fritz **,54.50,**
Südw,schweizerischer Schwingerverband,,Schwingerverband
11 e,Roch Vincent **,55.50,**
12 c,Stegmüller Klemens *,55.25,*
13 b,Hermann Oliver *,55.00,*
13 e,Leuenberger Michael *,55.00,*
14 b,Mösching Andy *,54.75,*
14 e,Schmid David ***,54.75,***
15 b,Mangold Michael **,54.50,**
15 e,Siegenthaler Tobias *,54.50,*
16 a,Hauri Urs **,54.25,**
12 a,Studinger Stephan **,55.25,**
12 d,Kramer Franz *,55.25,*
13 c,Hofer Sven *,55.00,*
13 f,Moser Steven **,55.00,**
14 c,Alpiger Nick ***,54.75,***
14 f,Thomet Adrian **,54.75,**
15 c,Rolli Martin **,54.50,**
15 f,Stoﬀel Marc **,54.50,**
16 b,Gehrig Damian ***,54.25,***
16 c,Hügli Kaj **,54.25,**
17 a,Leuthard Reto *,54.00,*
17 d,Guisolan Marc **,54.00,**
19,Brodard Augustin **,53.25,**
20 c,von Büren Stephan *,53.00,*
22 a,Emonet Fabien **,52.50,**
23,Mathys Simon **,46.25,**
25 b,Lerch Jimmy *,35.50,*
27,Kramer Dorian *,35.00,*
Südw,schweizerischer Schwingerverband,,Schwingerverband
16 d,Fankhauser Kurt **,54.25,**
17 b,Wittwer Jan *,54.00,*
18 a,Cardinaux Victor **,53.75,**
20 a,Mollet Ivan *,53.00,*
21 a,Ducrest Etienne *,52.75,*
22 b,Mauron Olivier *,52.50,*
24,Borcard Johann **,44.50,**
26 a,Barras André *,35.25,*
28 a,Berset Cyril *,34.50,*
16 e,Steﬀen Gustav *,54.25,*
17 c,Lötscher Adrian *,54.00,*
18 b,Gottofrey Marc **,53.75,**
20 b,Dind Samuel **,53.00,**
21 b,Grossen John *,52.75,*
22 c,Rapin Florent *,52.50,*
25 a,Emonet Frédéric **,35.50,**
26 b,Giroud Jonathan **,35.25,**
28 b,Hayoz Quentin *,34.50,*
28 c,Loup Alexandre *,34.50,*
29 a,Buchs Carlo *,34.25,*
29 d,Wieland Janis *,34.25,*
31,Glarner Matthias ***,27.25,***
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Südw,schweizerischer Schwingerverband,,Schwingerverband
28 d,Minder Florian **,34.50,**
29 b,Crettaz Olivier *,34.25,*
30 a,Parvex Yannick *,34.00,*
32,Varone Luc *,25.75,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
28 e,Dousse Michel **,34.50,**
29 c,Zimmermann Mario *,34.25,*
30 b,Schöpfer Dio **,34.00,**
33,Schafer Damien *,8.50,*
