place,name,points,level
1,Schurtenberger Sven ***,59.50,***
3 a,Herger Matthias **,57.25,**
3 d,Kälin Roland **,57.25,**
4 a,Kessler Joel *,57.00,*
4 d,Schuler Alex ***,57.00,***
4 g,Waser Dominik **,57.00,**
4 j,Heinzer Stefan **,57.00,**
5 b,Schürpf Bruno *,56.75,*
2 a,Nötzli Reto ***,57.50,***
3 b,Betschart Rainer **,57.25,**
3 e,Höﬂiger Andreas **,57.25,**
4 b,von Ah Benji ***,57.00,***
4 e,Kenel Franz-Toni *,57.00,*
4 h,Rychen Roger ***,57.00,***
4 k,Gwerder Michael **,57.00,**
5 c,Eﬃnger Markus *,56.75,*
2 b,Fankhauser Erich ***,57.50,***
3 c,Arnold Stefan **,57.25,**
3 f,Hegner Ueli *,57.25,*
4 c,Suppiger René ***,57.00,***
4 f,Brun Jonas **,57.00,**
4 i,Herger Fabian *,57.00,*
5 a,Bienz Romeo,56.75,Romeo
5 d,Betschart Patrick *,56.75,*
5 e,Hess Michael *,56.75,*
6 b,Zurﬂuh Roman **,56.50,**
7 b,Hurschler Thomas **,56.25,**
7 e,Gasser Stefan **,56.25,**
7 h,Bucher Christian *,56.25,*
8 a,Murer Andy **,56.00,**
8 d,Lagler Christian,56.00,Christian
8 g,Briker Hannes,56.00,Hannes
8 j,Dändliker Shane **,56.00,**
5 f,Müllestein Mike ***,56.75,***
6 c,Durrer Nando *,56.50,*
7 c,Gwerder Dario **,56.25,**
7 f,Ettlin Stefan **,56.25,**
7 i,Schuler Christian ***,56.25,***
8 b,Waser Reto *,56.00,*
8 e,Kurmann Toni *,56.00,*
8 h,Steiner Severin (2001),56.00,(2001)
8 k,Jund Matthias,56.00,Matthias
6 a,Egli Damian **,56.50,**
7 a,Ulrich Andreas ***,56.25,***
7 d,Schärli Reto,56.25,Reto
7 g,Bürgler André *,56.25,*
7 j,Hess Dominik *,56.25,*
8 c,Schuler Alex,56.00,Alex
8 f,Bucher Thomas *,56.00,*
8 i,Schuler Philipp **,56.00,**
9 a,Lemmenmeier Lukas *,55.75,*
9 b,Kennel Beat *,55.75,*
9 e,Reichmuth Armin *,55.75,*
10 a,Elsener Adrian **,55.50,**
10 d,Heinzer Ronny *,55.50,*
10 g,Betschart Silvan *,55.50,*
10 j,Reichmuth Lukas *,55.50,*
11 a,Wey Nicola *,55.25,*
11 d,Ming Christian *,55.25,*
11 g,Arnold Fabian *,55.25,*
9 c,von Euw Lukas (2002),55.75,(2002)
9 f,Langensand Stefan *,55.75,*
10 b,Linggi Bruno **,55.50,**
10 e,Gwerder Carlo **,55.50,**
10 h,Bachmann Roger *,55.50,*
10 k,Durrer Ueli,55.50,Ueli
11 b,von Flüe Michael,55.25,Michael
11 e,Gasser Peter *,55.25,*
11 h,Streiﬀ Dominik *,55.25,*
9 d,Ulrich Pascal,55.75,Pascal
9 g,Wüest David,55.75,David
10 c,Inderbitzin Daniel *,55.50,*
10 f,Grab Martin *,55.50,*
10 i,Vogel Manuel,55.50,Manuel
10 l,Binggeli Stefan **,55.50,**
11 c,Thierstein Marco *,55.25,*
11 f,Buchmann Michael,55.25,Michael
11 i,Heinzer Stefan *,55.25,*
11 j,Burch Jonas *,55.25,*
12 a,Graber Sandro,55.00,Sandro
12 d,Gwerder Fabian,55.00,Fabian
12 g,Durrer Robin *,55.00,*
12 j,Bucher Roland *,55.00,*
12 m,Blaser Theo *,55.00,*
13 a,Gwerder Beni,54.75,Beni
13 d,Suter Bruno (2002),54.75,(2002)
13 g,Bühlmann Daniel,54.75,Daniel
11 k,Grab Daniel **,55.25,**
12 b,Zürcher Ueli *,55.00,*
12 e,Gwerder Andreas *,55.00,*
12 h,Blattmann Philipp,55.00,Philipp
12 k,Gassmann Michael *,55.00,*
12 n,Kälin Remo *,55.00,*
13 b,Schmidiger Marco *,54.75,*
13 e,Schuler Daniel *,54.75,*
13 h,Bieri Christian **,54.75,**
11 l,Arnold Marcel *,55.25,*
12 c,Villiger Cyrill *,55.00,*
12 f,Fink Bruno *,55.00,*
12 i,Schürpf Guido,55.00,Guido
12 l,Fässler Dominic **,55.00,**
12 o,Fankhauser Reto **,55.00,**
13 c,Widmer Adrian *,54.75,*
13 f,Moos Christoph *,54.75,*
13 i,Wicki David,54.75,David
13 j,Suter Samuel,54.75,Samuel
13 m,Ettlin Martin,54.75,Martin
14 a,Spichtig Aldo,54.50,Aldo
14 d,Bühler Patrice,54.50,Patrice
14 g,Rohrer Ueli *,54.50,*
14 j,Kaufmann Reto (2002),54.50,(2002)
14 m,Betschart Daniel,54.50,Daniel
14 p,Gander Benjamin,54.50,Benjamin
15 a,Bürgi Reto *,54.25,*
13 k,Hürlimann Marco (2002),54.75,(2002)
13 n,Zumstein Patrick,54.75,Patrick
14 b,Schwyzer Samuel (2001),54.50,(2001)
14 e,Weber Ivo,54.50,Ivo
14 h,Pianta Christian *,54.50,*
14 k,Hurschler Adrian,54.50,Adrian
14 n,Achermann Simon,54.50,Simon
14 q,Beﬀa Mario,54.50,Mario
15 b,Ming Hannes,54.25,Hannes
13 l,Gander Adrian *,54.75,*
13 o,Ulrich Marco *,54.75,*
14 c,Käslin Benno *,54.50,*
14 f,Suter Pirmin,54.50,Pirmin
14 i,Niederberger Markus *,54.50,*
14 l,Gisler Jonas (2001) *,54.50,*
14 o,Müller Roger *,54.50,*
14 r,Bacher Andreas,54.50,Andreas
15 c,Lüthy Ralph,54.25,Ralph
15 d,Lustenberger Florian (2002),54.25,(2002)
15 g,Bühler Kilian,54.25,Kilian
16 b,Keller Janik *,54.00,*
16 e,Wyss Christian,54.00,Christian
16 h,Ettlin Michael,54.00,Michael
17 c,Eﬃnger Peter,53.75,Peter
17 f,Baumann Marco,53.75,Marco
18 b,Widmer Dominik,53.50,Dominik
18 e,Gwerder Christian **,53.50,**
15 e,Hodel Martin,54.25,Martin
15 h,Amgarten Martin *,54.25,*
16 c,Herger Simon,54.00,Simon
16 f,Ulrich Damian,54.00,Damian
