place,name,points,level
1,Schlegel Werner **,58.50,**
3,Koch Reto *,57.75,*
5 b,Riget Florian **,57.25,**
5 e,Lenherr Cédric *,57.25,*
6 c,Schmid Dominik **,57.00,**
6 f,Jörger Marc *,57.00,*
7 c,Burch Dean *,56.75,*
7 f,Signer Andy *,56.75,*
St. Ga,n,,n
2 a,Leuppi Samir ***,58.25,***
4,Good Marco **,57.50,**
5 c,Räbsamen Marcel **,57.25,**
6 a,Rüegg Fabian *,57.00,*
6 d,Schönenberger Tobias (2004),57.00,(2004)
7 a,Kolb This **,56.75,**
7 d,Egli Martin,56.75,Martin
7 g,Wetter Silvan *,56.75,*
2 b,Ott Damian **,58.25,**
5 a,Rotach Lars *,57.25,*
5 d,Baumann Rico *,57.25,*
6 b,Mettler Valentin *,57.00,*
6 e,Bollhalder Manuel *,57.00,*
7 b,Kurmann Patrick,56.75,Patrick
7 e,Gmür Pirmin **,56.75,**
7 h,Bleiker Ueli (2004),56.75,(2004)
7 i,Heierli Pascal **,56.75,**
7 l,Niederer Andreas,56.75,Andreas
7 o,Schneider Domenic ***,56.75,***
8 c,Oettli Silvio **,56.50,**
9 a,Geisser Lars **,56.25,**
9 d,Voggensperger Janic **,56.25,**
9 g,Roth Martin ***,56.25,***
10 c,Bernold Michael *,56.00,*
11 c,Schnurrenberger Roman **,55.75,**
St. Ga,n,,n
7 j,Hochholdinger Roman **,56.75,**
7 m,Schläpfer Markus **,56.75,**
8 a,Forrer Arnold ***,56.50,***
8 d,Bärtsch Fabian *,56.50,*
9 b,Rüegg Patrick,56.25,Patrick
9 e,Wittenwiler Roman *,56.25,*
10 a,Baumgartner Ramon **,56.00,**
11 a,Schlegel Reto *,55.75,*
11 d,Wey Nicola *,55.75,*
7 k,Mannhart Jan,56.75,Jan
7 n,Schmid Patrick *,56.75,*
8 b,Oettli Marco **,56.50,**
8 e,Lehmann Philipp *,56.50,*
9 c,Stadelmann Patrick,56.25,Patrick
9 f,Elmer Daniel *,56.25,*
10 b,Keller Manuel *,56.00,*
11 b,Schmid Gian,55.75,Gian
11 e,Fuster Sepp *,55.75,*
11 f,Kobler Janosch *,55.75,*
11 i,Thiemann Fabrice,55.75,Fabrice
12 c,Bernold Edi **,55.50,**
12 f,Schäppi Urs *,55.50,*
12 i,Fausch Kjetil *,55.50,*
12 l,Martin Tobias,55.50,Tobias
13 a,Zumbach Michael,55.25,Michael
13 d,Lüthi Manuel *,55.25,*
13 g,Elmer Adrian *,55.25,*
St. Ga,n,,n
11 g,Lenherr Jonas (2005),55.75,(2005)
12 a,Burkhalter Stefan ***,55.50,***
12 d,Gerig Marcel,55.50,Marcel
12 g,Signer Tobias (2004),55.50,(2004)
12 j,Giger Florian,55.50,Florian
12 m,Schwyn Patrick,55.50,Patrick
13 b,Ackermann Remo *,55.25,*
13 e,Bachmann Janos (2004),55.25,(2004)
13 h,Flütsch Marco,55.25,Marco
11 h,Raschle Urban,55.75,Urban
12 b,Flück Bruno,55.50,Bruno
12 e,Müller Josias (2006),55.50,(2006)
12 h,Brülisauer Dominik,55.50,Dominik
12 k,Koller Fabian *,55.50,*
12 n,Wild Thomas *,55.50,*
13 c,Lacher Tobias (2005),55.25,(2005)
13 f,Bürgler Patrick *,55.25,*
13 i,Inauen Andreas *,55.25,*
13 j,Roth Michael,55.25,Michael
13 m,Seliner Bruno (2004),55.25,(2004)
14 a,Winzeler Simon *,55.00,*
14 d,Ziegler Andreas,55.00,Andreas
15 a,Albrecht Quirin (2006),54.75,(2006)
15 d,Raymann Jan,54.75,Jan
15 g,Koller Silvan *,54.75,*
15 j,Steiner Lukas,54.75,Lukas
16 a,Bischof Martin,54.50,Martin
St. Ga,n,,n
13 k,Roth Sämi,55.25,Sämi
13 n,Walser Simon (2004),55.25,(2004)
14 b,Lüönd Remo,55.00,Remo
14 e,Brügger Stefan *,55.00,*
15 b,Egli Patrick,54.75,Patrick
15 e,Scherrer Pascal,54.75,Pascal
15 h,Wagner Andreas,54.75,Andreas
15 k,Wildhaber Jannik,54.75,Jannik
16 b,Müller Jano (2005),54.50,(2005)
13 l,Schwyn Adrian *,55.25,*
13 o,Widmer Fadri (2005),55.25,(2005)
14 c,Schegg Daniel,55.00,Daniel
14 f,Ulmann Fabian *,55.00,*
15 c,Giger Lorenz,54.75,Lorenz
15 f,Fuster Arjuna,54.75,Arjuna
15 i,Burkhalter Thomas *,54.75,*
15 l,Jörger Corsin *,54.75,*
16 c,Diem Hansruedi,54.50,Hansruedi
16 d,Dobler Martin,54.50,Martin
16 g,Hobi Ignaz *,54.50,*
16 j,Niederberger Marc Ursin,54.50,Ursin
17 c,Baumann Simon,54.25,Simon
17 f,Graf Dominik (2005),54.25,(2005)
17 i,Pﬁster Florian *,54.25,*
17 l,Stauﬀacher Martin,54.25,Martin
18 c,Bickel Roman *,54.00,*
18 f,Nussbaumer Gabriel,54.00,Gabriel
St. Ga,n,,n
16 e,Galli Cedric,54.50,Cedric
16 h,Siegenthaler Joël,54.50,Joël
17 a,Anliker Andri,54.25,Andri
17 d,Fritz Andreas,54.25,Andreas
17 g,Keller Werner *,54.25,*
17 j,Scherrer Willi,54.25,Willi
18 a,Keller Cedric,54.00,Cedric
18 d,Bürge Gian (2005),54.00,(2005)
18 g,Odermatt Michi,54.00,Michi
16 f,Gerber Andrj *,54.50,*
16 i,Signer Walter,54.50,Walter
17 b,Rüger Damian,54.25,Damian
17 e,Gasenzer Christian (2004),54.25,(2004)
17 h,Oettli Reto (2005),54.25,(2005)
17 k,Stadelmann Lukas (2004),54.25,(2004)
18 b,Spirig Jann (2004),54.00,(2004)
18 e,Lötscher Niklas (2006),54.00,(2006)
18 h,Schiess Daniel,54.00,Daniel
18 i,Stolz Jonas (2006),54.00,(2006)
18 l,Koller Silvan,54.00,Silvan
19 c,Egli Joel,53.75,Joel
19 f,Manser Adrian,53.75,Adrian
19 i,Tschumper Elias (2005),53.75,(2005)
20 c,Ochsner Reto,53.50,Reto
22 b,Schiess Christian,53.00,Christian
23 b,Brülisauer Thomas,52.75,Thomas
24 c,Koch Sämi (2006),52.50,(2006)
St. Ga,n,,n
18 j,Weder Yanick,54.00,Yanick
19 a,Dörig Maurus (2004),53.75,(2004)
19 d,Höpli Remo,53.75,Remo
19 g,Mathis Marlon (2006),53.75,(2006)
20 a,Krucker Silvan,53.50,Silvan
21,Bischof Loris (2006),53.25,(2006)
22 c,Mathys Stefan (2005),53.00,(2005)
24 a,Bleiker Toni (2006),52.50,(2006)
24 d,Mösli Timo (2006),52.50,(2006)
18 k,Gähwiler Joshua (2004),54.00,(2004)
19 b,Brand Andreas,53.75,Andreas
19 e,Knup Stephan,53.75,Stephan
19 h,Mock Ramon (2006),53.75,(2006)
20 b,Ritter Sirin (2005),53.50,(2005)
22 a,Eisenring Leandro,53.00,Leandro
23 a,Feller Andrin (2006),52.75,(2006)
24 b,Aepli Dean (2005),52.50,(2005)
24 e,Signer Sandro (2006),52.50,(2006)
24 f,Zumstein Silvan,52.50,Silvan
26 b,Hangartner Maurice,35.50,Maurice
27 c,Fallegger Marc,35.25,Marc
27 f,Knellwolf Sebastian,35.25,Sebastian
27 i,Rickenmann Ramon,35.25,Ramon
28,Wittenwiler Mathias,35.00,Mathias
30 a,Ackermann Jan (2006),34.25,(2006)
31 a,Bakr Deliar (2006),34.00,(2006)
31 d,Krucker Roman (2004),34.00,(2004)
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
St. Ga,n,,n
25,Zollinger Silvan (2004),35.75,(2004)
27 a,Aepli Finn (2006),35.25,(2006)
27 d,Furrer Damian,35.25,Damian
27 g,Lusti Adrian,35.25,Adrian
27 j,Wenger Dominic,35.25,Dominic
29 a,Schäli Dario (2005),34.50,(2005)
30 b,Haltinner Laurin (2006),34.25,(2006)
31 b,Dähler Luca (2006),34.00,(2006)
31 e,Meier Adrian,34.00,Adrian
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
26 a,Keller Dominic,35.50,Dominic
27 b,Bossert Luc (2006),35.25,(2006)
27 e,Kaiser David (2006),35.25,(2006)
27 h,Meier Adrian (2005),35.25,(2005)
27 k,Widmer Patrick (2005),35.25,(2005)
29 b,Malnati Silas (2006),34.50,(2006)
30 c,Amrhein Patrick (2006),34.25,(2006)
31 c,Inauen Ivo,34.00,Ivo
31 f,Nadig Florian (2006),34.00,(2006)
