place,name,points,level
1,Alpiger Nick ***,59.75,***
3,Brun Samuel **,57.75,**
4 c,Odermatt Adrian *,57.25,*
6 a,Stoll Simon **,56.75,**
6 d,Räbmatter Patrick ***,56.75,***
8,Bader Fabian *,56.25,*
10 a,Stark Urban,55.75,Urban
Basel,d,,d
2 a,Strebel Joel ***,58.00,***
4 a,Vieira Tiago **,57.25,**
5 a,Reimann Marco,57.00,Marco
6 b,Schmid David ***,56.75,***
6 e,Hügli Kaj **,56.75,**
9 a,Rüegger Aaron *,56.00,*
10 b,Pirkheim Elias,55.75,Elias
2 b,Döbeli Andreas ***,58.00,***
4 b,Mangold Michael **,57.25,**
5 b,Hermann Oliver **,57.00,**
6 c,Schmid Samuel **,56.75,**
7,Christ Dario (2003),56.50,(2003)
9 b,Joho Philip *,56.00,*
10 c,Kropf Marcel **,55.75,**
10 d,Brand Christian **,55.75,**
10 g,Lisser Daniel *,55.75,*
10 j,Rickenbacher Cedric,55.75,Cedric
11 b,Henzer Andreas **,55.50,**
11 e,Ris Jörn *,55.50,*
11 h,Büttler Gian,55.50,Gian
12 a,Schwegler Dominik,55.25,Dominik
12 d,Schmutz Adrian *,55.25,*
13 a,Grieder Nonda,55.00,Nonda
Basel,d,,d
10 e,Walther Reto (2003),55.75,(2003)
10 h,Walther Adrian **,55.75,**
10 k,Brügger Joël,55.75,Joël
11 c,Widmer David **,55.50,**
11 f,Probst Gabriel **,55.50,**
11 i,Reinhard Adrian *,55.50,*
12 b,Reinhard Reto,55.25,Reto
12 e,Järmann Florian,55.25,Florian
13 b,Stüdeli Thomas **,55.00,**
10 f,Streich Sascha,55.75,Sascha
10 i,Schmutz Simon *,55.75,*
11 a,Stalder Jonas,55.50,Jonas
11 d,Vogel Remo *,55.50,*
11 g,Erb Roger **,55.50,**
11 j,Schafroth Dario (2004),55.50,(2004)
12 c,Odermatt Jonas (2004),55.25,(2004)
12 f,Burkhardt Roy,55.25,Roy
13 c,Dobler Florian,55.00,Florian
14 a,Nussbaumer Gabriel,54.75,Gabriel
14 d,Bachmann Sämi,54.75,Sämi
15 c,Vogt Fredy,54.50,Fredy
15 f,Kehr Damian,54.50,Damian
15 i,Gerber Manuel *,54.50,*
16 c,Späti Jan,54.25,Jan
16 f,Abt Robin,54.25,Robin
17 b,Küng Marco *,54.00,*
17 e,Müller Simon,54.00,Simon
Basel,d,,d
14 b,Christ Marino (2005),54.75,(2005)
15 a,Reinhard Pirmin,54.50,Pirmin
15 d,Schick Janis (2003),54.50,(2003)
15 g,Stegmüller Klemens *,54.50,*
16 a,Mangold Martin *,54.25,*
16 d,Frank Marius (2004),54.25,(2004)
16 g,Hengartner Tobias (2003),54.25,(2003)
17 c,Suter Jonas (2003),54.00,(2003)
17 f,Furter Jannis (2004),54.00,(2004)
14 c,Hasler Luis,54.75,Luis
15 b,Hermann Lukas,54.50,Lukas
15 e,Kohler Adrian *,54.50,*
15 h,Grob Enea (2003),54.50,(2003)
16 b,Fricker Ivo,54.25,Ivo
16 e,Ancona Enea (2004),54.25,(2004)
17 a,Widmer Dino,54.00,Dino
17 d,Schärer Nico (2004),54.00,(2004)
18 a,Thommen Nick,53.75,Nick
18 b,Spies Thierry (2003),53.75,(2003)
18 e,Buchmann Moritz (2005),53.75,(2005)
18 h,Graber Bänz,53.75,Bänz
19,Huser Roman,53.50,Roman
22 a,Wiedmer Lukas,52.75,Lukas
22 d,Nussbaumer Joschua (2003),52.75,(2003)
23,Regenass Reto,52.50,Reto
25 a,Dupraz Corentin (2004),51.50,(2004)
27,Meyer Markus,27.00,Markus
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Basel,d,,d
18 c,Nyﬀenegger Florian,53.75,Florian
18 f,Benecke Nicholas,53.75,Nicholas
18 i,Nussbaumer Dominik,53.75,Dominik
20,Salzmann Simon *,53.25,*
22 b,Vogt Sandro (2004),52.75,(2004)
22 e,Halbeisen Florian (2005),52.75,(2005)
24 a,Studer Louis (2004),51.75,(2004)
25 b,Schmitt Sebastian,51.50,Sebastian
28,Wohlgemuth Corsin (2003),26.00,(2003)
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
18 d,Caviezel Nicolas (2003),53.75,(2003)
18 g,Scherrer Johann **,53.75,**
18 j,Burren Dominik (2003),53.75,(2003)
21,Buob Mike (2005),53.00,(2005)
22 c,Stampﬂi Simon (2004),52.75,(2004)
22 f,Brugger Jonas,52.75,Jonas
24 b,Herrmann Daniel (2003),51.75,(2003)
26,Reinhard Roman (2005),35.50,(2005)
