place,name,points,level
1,Wicki Joel **,58.75,**
4 a,Thürig Mario ***,57.50,***
5 b,Erb Roger **,57.25,**
7 a,Voggensperger Janic **,56.75,**
7 d,Arnold Kornel *,56.75,*
7 g,Kropf Marcel **,56.75,**
8 b,Gerber Andrj (2000),56.50,(2000)
9 a,Fankhauser Reto **,56.25,**
10 b,Brand Christian **,56.00,**
Basel,d,,d
2,Bieri Christoph ***,58.50,***
4 b,Schmid David ***,57.50,***
6 a,Döbeli Andreas *,57.00,*
7 b,Siegrist Christian,56.75,Christian
7 e,Widmer Tobias **,56.75,**
7 h,Gisler Bruno ***,56.75,***
8 c,Fankhauser Erich ***,56.50,***
9 b,Fankhauser Marco **,56.25,**
10 c,Reimann Marco,56.00,Marco
3,Alpiger Nick ***,58.00,***
5 a,Döbeli Lukas (2000) *,57.25,*
6 b,Leuthard Reto *,57.00,*
7 c,Hügli Kaj *,56.75,*
7 f,Widmer Cyrill,56.75,Cyrill
8 a,Mangold Michael *,56.50,*
8 d,Brun Samuel (1999) **,56.50,**
10 a,Stoll Simon *,56.00,*
11 a,Graber Colin,55.75,Colin
11 b,Büttler Adrian (1999),55.75,(1999)
11 e,Voggensperger Lars (2001),55.75,(2001)
11 h,Räber Lukas,55.75,Lukas
12 b,Widmer David,55.50,David
12 e,Anderegg David *,55.50,*
13 a,Schopferer Cyril (2000),55.25,(2000)
13 d,Hermann Oliver *,55.25,*
13 g,Fritz Christian,55.25,Christian
Basel,d,,d
11 c,Winiger Fabian **,55.75,**
11 f,Stalder Remo ***,55.75,***
11 i,Schmid Samuel **,55.75,**
12 c,Kohler Adrian,55.50,Adrian
12 f,Hauri Urs **,55.50,**
13 b,Schmid Simon (2000),55.25,(2000)
13 e,Grossmann Andreas,55.25,Andreas
13 h,Bruder Adrian,55.25,Adrian
11 d,Waldner Patrick **,55.75,**
11 g,Schaﬀner Samuel **,55.75,**
12 a,Widmer Dino,55.50,Dino
12 d,Imobersteg Matthias (2001),55.50,(2001)
12 g,Brügger Joël (2000),55.50,(2000)
13 c,Portmann Roger,55.25,Roger
13 f,Grieder Nonda (1999),55.25,(1999)
13 i,Henzer Andreas **,55.25,**
13 j,Scherer Niklaus,55.25,Niklaus
14 c,Lisser Daniel *,55.00,*
14 f,Scherrer Johann **,55.00,**
15 b,Aerni Lars,54.75,Lars
16 a,Wicki Kevin,54.50,Kevin
16 d,Lang Martin **,54.50,**
16 g,Büttler Gian (2000),54.50,(2000)
16 j,Abt Robin,54.50,Robin
17 b,Küng Marco *,54.25,*
Basel,d,,d
14 a,Schillig Willi **,55.00,**
14 d,Gabathuler Björn,55.00,Björn
14 g,Gisin Yanic,55.00,Yanic
16 b,Vogel Remo (2001),54.50,(2001)
16 e,Schmutz Simon (2000),54.50,(2000)
16 h,Bieli Andreas,54.50,Andreas
16 k,Müller Simon,54.50,Simon
17 c,Hitz Florian (1999),54.25,(1999)
14 b,Nussbaumer Gabriel,55.00,Gabriel
14 e,Bader Andreas **,55.00,**
15 a,Schwenkfelder Lukas,54.75,Lukas
15 d,Krebs Clemens,54.75,Clemens
16 c,Jusuﬁ Azret,54.50,Azret
16 f,Mangold Martin,54.50,Martin
16 i,Bader Fabian (2000),54.50,(2000)
17 a,Lisser Beat,54.25,Beat
17 d,Bearda Samuel,54.25,Samuel
17 e,Rohrbach Jérôme (2000),54.25,(2000)
17 h,Burtschi Michael,54.25,Michael
18 c,Streich Sascha (2001),54.00,(2001)
18 f,Tschan Raphael (2000),54.00,(2000)
18 i,Fehlmann Silvan,54.00,Silvan
19 b,Burren Patrick (1999),53.75,(1999)
20 c,Nyﬀeler Christoph *,53.50,*
21 b,Imobersteg Tobias,53.25,Tobias
23 a,Müller Jan,52.75,Jan
Basel,d,,d
17 f,Reinhard Pirmin (2001),54.25,(2001)
18 a,Probst Gabriel **,54.00,**
18 d,Burkhardt Roy,54.00,Roy
18 g,Nussbaumer Dominik,54.00,Dominik
18 j,Bachmann Sämi (2001),54.00,(2001)
20 a,Steger Robert,53.50,Robert
20 d,Odermatt Adrian (2001) *,53.50,*
22 a,Huber Fabian,53.00,Fabian
23 b,Schaub Adrian (1999),52.75,(1999)
17 g,Läuchli Janik (2000),54.25,(2000)
