place,name,points,level
1,Orlik Armon ***,60.00,***
4 a,Eugster Ruedi **,57.25,**
4 d,Poltera Andrin,57.25,Andrin
5 c,Hochholdinger Roman **,57.00,**
5 f,Koch Thomas *,57.00,*
6 a,Gosswiler Livio (2000),56.75,(2000)
6 d,Riget Tobias **,56.75,**
6 g,Jörger Marc *,56.75,*
Graub,den,,den
2,Rychen Roger ***,58.00,***
4 b,Notz Beni ***,57.25,***
5 a,Burch Jonas *,57.00,*
5 d,Reber Marcel *,57.00,*
5 g,Schmid Patrick *,57.00,*
6 b,Steiner Michael **,56.75,**
6 e,Wickli Beat **,56.75,**
6 h,Schmid Dominik **,56.75,**
3,Battaglia Ursin **,57.50,**
4 c,Orlik Curdin **,57.25,**
5 b,Burkhalter Stefan ***,57.00,***
5 e,Dumelin David *,57.00,*
5 h,Schnurrenberger Roman **,57.00,**
6 c,Bösch Daniel ***,56.75,***
6 f,Jöhl Christian *,56.75,*
7 a,Gmür Pirmin **,56.50,**
7 b,Schäppi Urs *,56.50,*
8 b,Bühler Ernst **,56.25,**
10 a,Jörger Corsin,55.75,Corsin
10 d,Thoma Luca (2000),55.75,(2000)
11 a,Inauen Aurel,55.50,Aurel
11 d,Fausch Kjetil *,55.50,*
11 g,Schiesser Patrik,55.50,Patrik
12 c,Bollhalder Manuel (2001),55.25,(2001)
12 f,Holenstein Christian *,55.25,*
Graub,den,,den
7 c,Schlegel Sandro **,56.50,**
8 c,Gartmann Mauro *,56.25,*
10 b,Koch Reto *,55.75,*
10 e,Tschudi Mario (2001),55.75,(2001)
11 b,Oettli Marco *,55.50,*
11 e,Krähenbühl Tobias ***,55.50,***
12 a,Bernold Christian **,55.25,**
12 d,Burkhard Tobias,55.25,Tobias
12 g,Kuster Thomas *,55.25,*
8 a,Roth Martin *,56.25,*
9,Vestner Bruno *,56.00,*
10 c,Oertig Dominik **,55.75,**
10 f,Frick Andreas *,55.75,*
11 c,Bärtsch Fabian (2000),55.50,(2000)
11 f,Riedi Thomas,55.50,Thomas
12 b,Bernold Michael *,55.25,*
12 e,Castelli Fabio,55.25,Fabio
12 h,Nock Benjamin (2001),55.25,(2001)
12 i,Oettli Silvio (2000),55.25,(2000)
