place,name,points,level
1,Leuppi Samir **,59.50,**
3,Schnurrenberger Roman **,57.50,**
4 c,Schneider Mario **,57.25,**
5 c,Bickel Roman *,57.00,*
6 c,Horner Peter ***,56.75,***
6 f,Schäppi Urs,56.75,Urs
7 b,Bäbler Dominik *,56.50,*
7 e,Bickel Stefan *,56.50,*
2 a,Schneider Domenic ***,57.75,***
4 a,Rychen Roger ***,57.25,***
5 a,Oertig Adrian **,57.00,**
6 a,Oertig Dominik **,56.75,**
6 d,Spangaro Luciano (2001),56.75,(2001)
6 g,Arztmann Beda,56.75,Beda
7 c,Vestner Bruno *,56.50,*
7 f,Gwerder Andreas **,56.50,**
2 b,Ackermann Remo *,57.75,*
4 b,Schudel Simon *,57.25,*
5 b,Bernold Christian **,57.00,**
6 b,Nägeli Marco *,56.75,*
6 e,Schmid Dominik **,56.75,**
7 a,Schläpfer Matthias *,56.50,*
7 d,Coray Beda *,56.50,*
7 g,Elmer Daniel *,56.50,*
7 h,Krähenbühl Tobias ***,56.50,***
9 a,Breitenmoser Manuel,56.00,Manuel
9 d,Dändliker Shane,56.00,Shane
9 g,Schmid Patrick *,56.00,*
9 j,Kammermann Thomas *,56.00,*
10 c,Dörig Erich *,55.75,*
10 f,Reichmuth Beat,55.75,Beat
11 b,Wey Nicola *,55.50,*
11 e,Morger Adrian *,55.50,*
8 a,Bollhalder Manuel (2001),56.25,(2001)
9 b,Steiner Michael **,56.00,**
9 e,Bühler Ernst **,56.00,**
9 h,Koch Reto,56.00,Reto
10 a,Notz Armin *,55.75,*
10 d,Burkhalter Stefan ***,55.75,***
10 g,Ammann Rico *,55.75,*
11 c,Rüegg Fabian *,55.50,*
11 f,Braun Mathias *,55.50,*
8 b,Kunz Daniel,56.25,Daniel
9 c,Näf Pius *,56.00,*
9 f,Vogel Thomas,56.00,Thomas
9 i,Candrian Gian-Luca,56.00,Gian-Luca
10 b,Kindlimann Fabian ***,55.75,***
10 e,Wettstein Daniel,55.75,Daniel
11 a,Wittenwiler Roman,55.50,Roman
11 d,Pianta Christian,55.50,Christian
11 g,Bischof Martin,55.50,Martin
11 h,Raschle Adrian,55.50,Adrian
12 b,Schuler Martin,55.25,Martin
12 e,Rieser Fabian,55.25,Fabian
12 h,Funk Nicola (1999),55.25,(1999)
12 k,Lanter Christian,55.25,Christian
13 c,Koch Thomas *,55.00,*
13 f,Lehmann Philipp (1999),55.00,(1999)
14 b,Furrer Matthias,54.75,Matthias
11 i,Dändliker Hansheinrich,55.50,Hansheinrich
12 c,Hauser Simon,55.25,Simon
12 f,Giger Urs *,55.25,*
12 i,Frick Andreas *,55.25,*
13 a,Odermatt Christoph *,55.00,*
13 d,Baumann Rico *,55.00,*
13 g,Inauen Andreas *,55.00,*
14 c,Hersche Daniel,54.75,Daniel
12 a,Krähenbühl Lukas *,55.25,*
12 d,Schmidlin Tobias (2001),55.25,(2001)
12 g,Fuster Sepp,55.25,Sepp
12 j,Bosshard Dario (1999),55.25,(1999)
13 b,Vollmeier Sandro,55.00,Sandro
13 e,Nock Benjamin (2001),55.00,(2001)
14 a,Keller Andreas *,54.75,*
14 d,Fejzaj Naim **,54.75,**
14 e,Vögeli Sven *,54.75,*
15 a,Riget Ivan *,54.50,*
15 d,Oertle Daniel *,54.50,*
15 g,Büsser André,54.50,André
16 c,Güntensperger Marcel *,54.25,*
16 f,Langenegger Beat,54.25,Beat
16 i,Hänni Marc (2001),54.25,(2001)
16 l,Bucher Roland,54.25,Roland
17 c,Neﬀ Florian,54.00,Florian
14 f,Dumelin David *,54.75,*
15 b,Korrodi Paul *,54.50,*
15 e,Kuster Thomas *,54.50,*
16 a,Rüegg Patrick (1999),54.25,(1999)
16 d,Bäbler Sandro **,54.25,**
16 g,Kiener Raphael (2000),54.25,(2000)
16 j,Frauchiger Remo,54.25,Remo
17 a,Elmer Adrian *,54.00,*
17 d,Fäh Tobias,54.00,Tobias
14 g,Buchmann Michael,54.75,Michael
15 c,Pﬂeghart Remo,54.50,Remo
15 f,Oettli Silvio (2000),54.50,(2000)
16 b,Hurschler Michael,54.25,Michael
16 e,Leuppi Karim *,54.25,*
16 h,Junker Nik,54.25,Nik
16 k,Burkhard Roger,54.25,Roger
17 b,Ott Dominik *,54.00,*
17 e,Bernold Michael (1999),54.00,(1999)
17 f,Hungerbühler Marcel,54.00,Marcel
18 b,Schegg Daniel (2000),53.75,(2000)
19 a,Lusti Remo (2001),53.50,(2001)
19 d,Ackermann Roman,53.50,Roman
22,Fässler Michael (1999),36.75,(1999)
24 b,Schwager Mike (2000),35.50,(2000)
24 e,Brülisauer Dominik (2001),35.50,(2001)
24 h,Schwyn Patrick (1999),35.50,(1999)
24 k,Schiesser Patrik,35.50,Patrik
24 n,Keller Werner,35.50,Werner
17 g,Dubler Mike (1999),54.00,(1999)
18 c,Läng Dominick,53.75,Dominick
19 b,Dobler Lorenz (2000),53.50,(2000)
20,Burkhard Tobias,53.25,Tobias
23,Räbsamen Marcel (2000),36.25,(2000)
24 c,Manser Adrian,35.50,Adrian
24 f,Berger Roman,35.50,Roman
24 i,Schwyn Adrian,35.50,Adrian
24 l,Pﬁster Florian *,35.50,*
24 o,Hugener Adrian (2000),35.50,(2000)
18 a,Bottlang Michael,53.75,Michael
18 d,Inauen Aurel,53.75,Aurel
19 c,Brugger Jonas (1999),53.50,(1999)
21,Pallaoro Luca,52.75,Luca
24 a,Thoma Luca (2000),35.50,(2000)
24 d,Kiser Michael,35.50,Michael
24 g,Städler Roman,35.50,Roman
24 j,Schönenberger Christian,35.50,Christian
24 m,Nüssli Philipp *,35.50,*
24 p,Horner Sämi,35.50,Sämi
24 q,Bürgler Patrick,35.50,Patrick
25 b,Sieber Marc (2000),35.25,(2000)
25 e,Gmür Sebastian (2001),35.25,(2001)
25 h,Bollier Fabian,35.25,Fabian
26 c,Odermatt Michi,34.25,Michi
27 a,Schwager Ivo,34.00,Ivo
27 d,Boll Noel (2000),34.00,(2000)
30,Schweingruber Thomas,8.50,Thomas
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
24 r,Büchler Livio (2001),35.50,(2001)
25 c,Schmid Reto,35.25,Reto
25 f,Eichhorn Alexander,35.25,Alexander
26 a,Vontobel Florian (2001),34.25,(2001)
26 d,Käppeli Remo (2001),34.25,(2001)
27 b,Kramer Lukas (2001),34.00,(2001)
28,Knabe Robert,25.75,Robert
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
25 a,Stadelmann Valentin (2000),35.25,(2000)
25 d,Grimm Michael,35.25,Michael
25 g,Bossert Alain (2001),35.25,(2001)
26 b,Streule Marco,34.25,Marco
26 e,Eugster Silvio,34.25,Silvio
27 c,Glättli Benny,34.00,Benny
29,Maglia Leo (1999),25.50,(1999)
