place,name,points,level
1,Wicki Joel ***,58.50,***
3 a,von Weissenﬂuh Kilian ***,57.00,***
3 d,Aeschbacher Matthias ***,57.00,***
5 a,Müllestein Mike ***,56.25,***
6 b,Ulrich Marco *,56.00,*
6 e,Heiniger Marco *,56.00,*
7 c,Fellmann Roman **,55.75,**
8 b,Klossner Adrian *,55.50,*
Inner,weizer Schwingerverband,,Schwingerverband
2 a,Schurtenberger Sven ***,57.25,***
3 b,Nötzli Reto ***,57.00,***
3 e,Kramer Lario ***,57.00,***
5 b,Staudenmann Fabian ***,56.25,***
6 c,Schuler Christian ***,56.00,***
7 a,Gobeli Patrick **,55.75,**
7 d,Fankhauser Marco **,55.75,**
8 c,Schwander Severin **,55.50,**
2 b,Bieri Marcel ***,57.25,***
3 c,Fankhauser Erich ***,57.00,***
4,Wittwer Jan *,56.75,*
6 a,Ambühl Joel **,56.00,**
6 d,Ledermann Michael *,56.00,*
7 b,Gottofrey Marc **,55.75,**
8 a,Scherer Niklaus *,55.50,*
8 d,Durrer Jonas (2003) *,55.50,*
8 e,Bürli Roger **,55.50,**
9 b,Waser Dominik **,55.25,**
9 e,Gasser Dominik *,55.25,*
10 a,Steinauer Adrian **,55.00,**
10 d,von Ah Benji ***,55.00,***
11 a,Weyermann Florian **,54.75,**
12 b,Zurﬂuh Roman **,54.50,**
12 e,Collaud Romain *,54.50,*
13 a,Odermatt Andreas *,54.25,*
Inner,weizer Schwingerverband,,Schwingerverband
8 f,Berger Lorenz **,55.50,**
9 c,Suppiger René ***,55.25,***
9 f,Arnold Stefan **,55.25,**
10 b,Schuler Alex ***,55.00,***
10 e,Hofer Sven *,55.00,*
11 b,Kessler Joel *,54.75,*
12 c,Studer Stefan **,54.50,**
12 f,Cardinaux Victor **,54.50,**
13 b,Betschart Patrick *,54.25,*
9 a,Lang Sven **,55.25,**
9 d,Balimann Sandro *,55.25,*
9 g,Arnold Raphael **,55.25,**
10 c,Gerber Christian ***,55.00,***
10 f,Egli Damian **,55.00,**
12 a,Durrer Nando *,54.50,*
12 d,Schürpf Bruno *,54.50,*
12 g,Leuenberger Michael *,54.50,*
13 c,Ettlin Martin *,54.25,*
13 d,Ducrest Etienne *,54.25,*
14 c,Orlik Curdin ***,54.00,***
14 f,Ramseier Fritz **,54.00,**
15 a,Matthey Mickaël **,53.50,**
16 a,Felder Martin *,53.25,*
17 a,Piemontesi Pascal **,53.00,**
17 d,Dousse Michel **,53.00,**
18 b,Briker Michael **,52.75,**
20,Reichmuth Lukas *,52.25,*
Inner,weizer Schwingerverband,,Schwingerverband
14 a,Renfer Lukas **,54.00,**
14 d,Zangger Dominik *,54.00,*
14 g,Kälin Roland **,54.00,**
15 b,Kramer Dorian *,53.50,*
16 b,Rohrer Ueli *,53.25,*
17 b,Kennel Beat *,53.00,*
17 e,Riedo Fredy *,53.00,*
19 a,Müller Roger *,52.50,*
21,Gwerder Michael ***,37.50,***
14 b,Borcard Johann **,54.00,**
14 e,Schmid Simon *,54.00,*
14 h,Reichmuth Roland *,54.00,*
15 c,Bucher Christian *,53.50,*
16 c,Colò Kilian **,53.25,**
17 c,Hess Dominik *,53.00,*
18 a,Haenni Stéphane **,52.75,**
19 b,Loup Alexandre *,52.50,*
22,Stöckli Stefan ***,36.00,***
23,Inniger Thomas ***,35.00,***
25 a,Mollet Ivan **,34.25,**
25 d,Betschart Marcel *,34.25,*
27,Van Messel Noe **,17.50,**
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Inner,weizer Schwingerverband,,Schwingerverband
24 a,Odermatt Remo *,34.50,*
25 b,Gisler Jonas *,34.25,*
26 a,Troxler Jonas *,34.00,*
28,Mathys Simon **,17.25,**
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
24 b,Duplan Steve ***,34.50,***
25 c,Dufey Gil *,34.25,*
26 b,Gwerder Andreas *,34.00,*
29 °,Gwerder Carlo **,0.00,**
