place,name,points,level
1,Schurtenberger Sven ***,58.75,***
3 a,Reichmuth Marco **,57.25,**
3 d,Lemmenmeier Lukas *,57.25,*
4 b,Vogel Remo **,57.00,**
4 e,Odermatt Andreas **,57.00,**
4 h,Scherrer Fabian,57.00,Fabian
5 c,Zurﬂuh Michael *,56.75,*
5 f,Fellmann Roman **,56.75,**
7 a,Ming Christian *,56.25,*
2 a,Fankhauser Erich ***,58.00,***
3 b,Bürli Roger **,57.25,**
3 e,Imhof Andi ***,57.25,***
4 c,Suppiger Werner **,57.00,**
4 f,Kennel Stefan **,57.00,**
5 a,Steinauer Adrian **,56.75,**
5 d,Waser Christoph,56.75,Christoph
6 a,Durrer Jonas (2003) *,56.50,*
7 b,Ulrich Gregor,56.25,Gregor
2 b,Schuler Christian ***,58.00,***
3 c,Arnold Stefan **,57.25,**
4 a,Bernhard Lukas **,57.00,**
4 d,Rohrer Ueli **,57.00,**
4 g,Doppmann Urs **,57.00,**
5 b,Lussi Marco **,56.75,**
5 e,Hürlimann Mathias *,56.75,*
6 b,Herger Matthias **,56.50,**
7 c,Bissig Lukas (2003) *,56.25,*
7 d,Scherer Niklaus **,56.25,**
8 b,Riebli Urs,56.00,Urs
8 e,Murer Andy **,56.00,**
8 h,Wyrsch Marco **,56.00,**
9 c,Hurschler Thomas **,55.75,**
9 f,Lustenberger Florian,55.75,Florian
9 i,Bucher Thomas *,55.75,*
10 b,Schmidiger Marco *,55.50,*
10 e,Bienz Romeo *,55.50,*
7 e,Bättig Martin *,56.25,*
8 c,Kälin Roland **,56.00,**
8 f,Burch Jonas **,56.00,**
9 a,Huber Alex *,55.75,*
9 d,Schärli Reto *,55.75,*
9 g,Gut Koni,55.75,Koni
9 j,Barmettler Peter *,55.75,*
10 c,Herger Fabian *,55.50,*
10 f,Wyrsch Silvio *,55.50,*
8 a,von Ah Benji ***,56.00,***
8 d,Bühlmann Daniel,56.00,Daniel
8 g,Bucher Christian **,56.00,**
9 b,Ulrich Michael (2003),55.75,(2003)
9 e,Portmann Josef **,55.75,**
9 h,Eﬃnger Markus *,55.75,*
10 a,von Wyl Kevin (2004),55.50,(2004)
10 d,Bucher André,55.50,André
10 g,Vogel Laurin,55.50,Laurin
10 h,Troxler Jonas *,55.50,*
10 k,Fink Bruno *,55.50,*
10 n,Würsch Lars *,55.50,*
10 q,Doppmann Ueli,55.50,Ueli
11 b,Reichmuth Lukas *,55.25,*
11 e,Schnider Markus *,55.25,*
11 h,Gwerder Beni,55.25,Beni
11 k,Birchler Fabian,55.25,Fabian
12 b,Wicki Patrick,55.00,Patrick
10 i,Suppiger René ***,55.50,***
10 l,Fankhauser Reto **,55.50,**
10 o,Scherrer Patrick,55.50,Patrick
10 r,Arnold Marcel *,55.50,*
11 c,Heinzer Lukas (2004),55.25,(2004)
11 f,Jund Matthias,55.25,Matthias
11 i,Elmiger Matthias,55.25,Matthias
11 l,Arnold Raphael **,55.25,**
12 c,Vogler Jonas,55.00,Jonas
10 j,Hirsiger Alexander *,55.50,*
10 m,Barmettler Renato (2003),55.50,(2003)
10 p,Mehr Lars,55.50,Lars
11 a,Suter Beat *,55.25,*
11 d,Betschart Roger (2003),55.25,(2003)
11 g,Hürlimann Marco,55.25,Marco
11 j,Wiss Ivan (2004),55.25,(2004)
12 a,Herger Andreas,55.00,Andreas
12 d,Rüttimann Daniel,55.00,Daniel
12 e,Kempf Fabian,55.00,Fabian
12 h,Arnold Sebastian,55.00,Sebastian
12 k,Lagler Christian *,55.00,*
13 a,Ettlin Mario (2003),54.75,(2003)
13 d,Suter Pirmin **,54.75,**
13 g,Schnellmann Adrian (2004),54.75,(2004)
14 b,Wicki David,54.50,David
14 e,Züger Benjamin (2004),54.50,(2004)
14 h,Wyrsch Gabriel,54.50,Gabriel
12 f,Graber Sandro,55.00,Sandro
12 i,Zürcher Ueli *,55.00,*
12 l,Durrer Lukas,55.00,Lukas
13 b,Elsener Marcel *,54.75,*
13 e,Hürlimann Ueli,54.75,Ueli
13 h,Gander Adrian *,54.75,*
14 c,Gisler Jonas *,54.50,*
14 f,Zimmermann Raﬀael,54.50,Raﬀael
14 i,Aregger Fabian,54.50,Fabian
12 g,Gisler Silvan,55.00,Silvan
12 j,Zimmermann Martin ***,55.00,***
12 m,Schaller Noah,55.00,Noah
13 c,Vogel Manuel,54.75,Manuel
13 f,Zemp Christian (2004),54.75,(2004)
14 a,Wiget Ueli,54.50,Ueli
14 d,Betschart Daniel,54.50,Daniel
14 g,Zanini David,54.50,David
14 j,Zberg Kilian,54.50,Kilian
14 k,Rogenmoser Linus,54.50,Linus
14 n,Arnold Lukas,54.50,Lukas
15 c,Schuler Daniel *,54.25,*
15 f,Zgraggen Peter,54.25,Peter
16 c,Ming Hannes,54.00,Hannes
16 f,Stadler Simon,54.00,Simon
16 i,Amrhyn Jonas (2003),54.00,(2003)
16 l,Giger Samuel (2005),54.00,(2005)
14 l,Herger Marco,54.50,Marco
15 a,Huser Christian,54.25,Christian
15 d,Herger Lars (2005),54.25,(2005)
16 a,Walker Jan (2004),54.00,(2004)
16 d,Widmer Dominik,54.00,Dominik
16 g,Schwegler Flavio (2004),54.00,(2004)
16 j,Zberg Peter (2004),54.00,(2004)
16 m,Appert Silvan (2003),54.00,(2003)
14 m,Gisler Silvan,54.50,Silvan
15 b,Gabriel Simon,54.25,Simon
15 e,Forster Christian,54.25,Christian
16 b,Murpf Dario,54.00,Dario
16 e,Thalmann Thomas *,54.00,*
16 h,Kempf David,54.00,David
16 k,Wyss Sven *,54.00,*
17 a,von Ah Markus,53.75,Markus
17 b,Kurmann Jvo,53.75,Jvo
17 e,Suter Lukas,53.75,Lukas
17 h,Hess Michael *,53.75,*
17 k,Bucher Sandro,53.75,Sandro
18 c,Fässler Werner (2005),53.50,(2005)
19 a,Suter Raphael,53.25,Raphael
20 a,Zumstein Patrick,53.00,Patrick
20 d,Wallimann Yannick (2005),53.00,(2005)
21 a,Rogenmoser Luca (2003),52.75,(2003)
17 c,Egli Kilian (2004),53.75,(2004)
17 f,Steinauer Kevin (2004),53.75,(2004)
17 i,Herger Flavio (2003),53.75,(2003)
18 a,Staub Ivan,53.50,Ivan
18 d,Bissig Julian (2003),53.50,(2003)
19 b,Roner Remo,53.25,Remo
20 b,Käslin Valentin,53.00,Valentin
20 e,von Büren Thomas,53.00,Thomas
21 b,Eberli Sandro (2004),52.75,(2004)
17 d,Betschart Fabian,53.75,Fabian
17 g,Kaufmann Jens,53.75,Jens
17 j,Epp Elias (2003),53.75,(2003)
18 b,Schnellmann Alexander (2004),53.50,(2004)
18 e,Arnold Robin (2003),53.50,(2003)
19 c,Arnold Kilian,53.25,Kilian
20 c,Durrer Ueli,53.00,Ueli
20 f,Laimbacher Cyrill (2004),53.00,(2004)
22 a,Ulrich Sandro (2005),52.50,(2005)
22 b,Suter Joel (2004),52.50,(2004)
24 b,Della Torre Simon,35.75,Simon
26 b,von Flüe Michael,35.25,Michael
26 e,Rogenmoser Fabian (2004),35.25,(2004)
26 h,Büeler Ivo (2004),35.25,(2004)
26 k,Achermann Ivan (2005),35.25,(2005)
29 a,Suter Nicola (2005),34.25,(2005)
29 d,Bissig Fabian *,34.25,*
29 g,Arnold Sandro (2004),34.25,(2004)
30 c,Mignola Michele,34.00,Michele
31,Bühler Patrice,28.25,Patrice
34,Marti Simon,17.25,Simon
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
23,Binggeli Stefan **,46.00,**
25,Zemp Simon,35.50,Simon
26 c,Solenthaler David (2004),35.25,(2004)
26 f,Reichlin Reto,35.25,Reto
26 i,Blumenthal Lino,35.25,Lino
27,Gisler Lukas (2005),34.75,(2005)
29 b,Kiser Markus (2005),34.25,(2005)
29 e,Baumann Reto,34.25,Reto
30 a,Roth Marco (2004),34.00,(2004)
30 d,Mignola Lorenzo,34.00,Lorenzo
32,Gerber Jakob,27.50,Jakob
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
24 a,Briker Michael **,35.75,**
26 a,Wyttenbach Silvan (2005),35.25,(2005)
26 d,Schurtenberger Pio (2004),35.25,(2004)
26 g,Furrer Fabian,35.25,Fabian
26 j,Blättler Ronnie (2004),35.25,(2004)
28,Durrer Jan (2003),34.50,(2003)
29 c,Camenzind Simon (2004),34.25,(2004)
29 f,Antonini Joël (2003),34.25,(2003)
30 b,Nideröst Remo (2005),34.00,(2005)
30 e,Birchler Kilian,34.00,Kilian
33,Arnold Fabian *,17.50,*
