place,name,points,level
1,Giger Samuel ***,58.50,***
4 a,Nägeli Marco *,57.50,*
5 b,Cardinaux Victor **,57.25,**
6 c,Oertig Dominik **,57.00,**
6 f,Rychen Roger ***,57.00,***
7 c,Schneider Mario **,56.75,**
7 f,Schneider Domenic ***,56.75,***
8 a,Klausner Yanick **,56.50,**
Nordo,chweizer Schwingerverband,,Schwingerverband
2,Bösch Daniel ***,58.25,***
4 b,Forrer Arnold ***,57.50,***
6 a,Anderegg Simon ***,57.00,***
6 d,Leuppi Samir **,57.00,**
7 a,Notz Beni ***,56.75,***
7 d,Geisser Lars *,56.75,*
7 g,Krähenbühl Tobias ***,56.75,***
8 b,Wickli Beat **,56.50,**
3,Orlik Armon ***,57.75,***
5 a,Hersche Martin ***,57.25,***
6 b,Steiner Michael **,57.00,**
6 e,Burkhalter Stefan ***,57.00,***
7 b,Zwyssig Raphael ***,56.75,***
7 e,Bless Michael ***,56.75,***
7 h,Coray Beda *,56.75,*
8 c,Gottofrey Marc **,56.50,**
8 d,Sempach Thomas ***,56.50,***
9 b,Schlegel Sandro **,56.25,**
11 a,Eugster Ruedi **,55.75,**
11 d,Rüegg Roman *,55.75,*
11 g,Schnurrenberger Roman **,55.75,**
11 j,Fuster Sepp,55.75,Sepp
11 m,Biäsch Christian *,55.75,*
11 p,Ammann Rico *,55.75,*
12 b,Inauen Aurel,55.50,Aurel
Nordo,chweizer Schwingerverband,,Schwingerverband
8 e,Bernold Christian **,56.50,**
10 a,Oertig Adrian **,56.00,**
11 b,Vestner Roman *,55.75,*
11 e,Kid Simon **,55.75,**
11 h,Ott Dominik *,55.75,*
11 k,Bühler Hannes *,55.75,*
11 n,Bernold Edi **,55.75,**
11 q,Orlik Curdin **,55.75,**
12 c,Gwerder Andreas **,55.50,**
9 a,Kindlimann Fabian ***,56.25,***
10 b,Mathis Marcel ***,56.00,***
11 c,Schmid Patrick *,55.75,*
11 f,Studinger Stephan **,55.75,**
11 i,Gmür Pirmin *,55.75,*
11 l,Bühler Ernst **,55.75,**
11 o,Battaglia Ursin **,55.75,**
12 a,Peng Mike ***,55.50,***
12 d,Good Marco *,55.50,*
12 e,Suppiger René ***,55.50,***
12 h,Hochholdinger Roman **,55.50,**
13 b,Schudel Simon *,55.25,*
13 e,Lozza Roman,55.25,Roman
14 b,Wey Nicola *,55.00,*
14 e,Pﬁster Florian *,55.00,*
14 h,Junker Nik,55.00,Nik
14 k,Elmer Daniel *,55.00,*
15 c,Pﬁﬀner Ivo,54.75,Ivo
Nordo,chweizer Schwingerverband,,Schwingerverband
12 f,Dumelin David *,55.50,*
12 i,Fejzaj Naim **,55.50,**
13 c,Schäppi Urs *,55.25,*
13 f,Jöhl Christian *,55.25,*
