place,name,points,level
1,Gisler Bruno ***,58.00,***
3 b,Blatter Lorenz **,57.50,**
5 a,Glarner Matthias ***,57.00,***
5 d,Klausner Yanick **,57.00,**
6 b,Hauri Urs **,56.75,**
6 e,Stalder Remo ***,56.75,***
7 b,Brun Samuel (1999) *,56.50,*
9 a,Bieri Christoph ***,56.00,***
Nord,tschweizerischer Schwingerverband,,Schwingerverband
2,Voggensperger Janic (1998) *,57.75,*
4 a,Mahrer Jürg **,57.25,**
5 b,Kocher Remo **,57.00,**
5 e,Räbmatter Patrick **,57.00,**
6 c,Schmid David **,56.75,**
6 f,Studinger Stephan **,56.75,**
7 c,Graber Willy ***,56.50,***
9 b,Hermann Oliver *,56.00,*
3 a,Bless Michael ***,57.50,***
4 b,Fankhauser Erich ***,57.25,***
5 c,Nötzli Bruno ***,57.00,***
6 a,Alpiger Nick **,56.75,**
6 d,Thoenen Henryc **,56.75,**
7 a,Bader Andreas *,56.50,*
8,Brand Christian **,56.25,**
9 c,Piemontesi Pascal **,56.00,**
9 d,Zwyssig Raphael ***,56.00,***
10 a,Erb Roger **,55.75,**
10 d,Schillig Willi **,55.75,**
10 g,Schaﬀner Samuel **,55.75,**
11 c,Gerber Manuel *,55.50,*
11 f,Strebel Joel **,55.50,**
11 i,Stoll Simon,55.50,Simon
12 b,Kropf Marcel **,55.25,**
Nord,tschweizerischer Schwingerverband,,Schwingerverband
9 e,Hügli Kaj *,56.00,*
10 b,Schmutz Adrian *,55.75,*
10 e,Stegmüller Klemens *,55.75,*
11 a,Brügger Cyrill (1998),55.50,(1998)
11 d,Jusuﬁ Azret,55.50,Azret
11 g,Widmer Cyrill (1998),55.50,(1998)
11 j,Widmer Tobias **,55.50,**
12 c,Läuchli Janik (2000),55.25,(2000)
9 f,Mangold Michael,56.00,Michael
10 c,Mangold Martin,55.75,Martin
10 f,von Arx Christian *,55.75,*
11 b,Gottofrey Marc **,55.50,**
11 e,Scherrer Johann **,55.50,**
11 h,Leuthard Reto *,55.50,*
12 a,Büchi Christian,55.25,Christian
12 d,Nussbaumer Gabriel,55.25,Gabriel
13 a,Arnold Kornel *,55.00,*
13 d,Döbeli Andreas (1998) *,55.00,*
13 g,Krebs Clemens,55.00,Clemens
13 j,Schmid Samuel **,55.00,**
14 a,Müller Simon,54.75,Simon
14 d,Büttler Adrian (1999),54.75,(1999)
14 g,Schmutz Simon (2000),54.75,(2000)
15 c,Schär Jonas (1999),54.50,(1999)
16 b,Hitz Florian (1999),54.25,(1999)
Nord,tschweizerischer Schwingerverband,,Schwingerverband
13 b,Dobler Florian,55.00,Florian
13 e,Eggen Markus,55.00,Markus
13 h,Ris Jörn (1998),55.00,(1998)
13 k,Waldner Patrick **,55.00,**
14 b,Seiler Thomas,54.75,Thomas
14 e,Rüegger Aaron (1999),54.75,(1999)
15 a,Gerber Andrj (2000),54.50,(2000)
15 d,Steinmann Yves *,54.50,*
16 c,Probst Stefan,54.25,Stefan
13 c,Bearda Samuel,55.00,Samuel
13 f,Furrer Mathias,55.00,Mathias
13 i,Roth Christian,55.00,Christian
13 l,Gabathuler Björn (1998),55.00,(1998)
14 c,Studer Remo,54.75,Remo
14 f,Schär Simon *,54.75,*
15 b,Probst Gabriel **,54.50,**
16 a,Gander Michael (1998),54.25,(1998)
16 d,Reimann Marco (1998),54.25,(1998)
16 e,Schwob Marco,54.25,Marco
17 c,Siegrist Christian,54.00,Christian
18 a,Gisin Yanic,53.75,Yanic
18 d,François Cederic,53.75,Cederic
18 g,Winiger Fabian **,53.75,**
19 b,Kohler Adrian,53.50,Adrian
21,Büttler Gian (2000),53.00,(2000)
23,Thürig Mario ***,46.75,***
25 b,Eggenschwiler Fabian,35.50,Fabian
Nord,tschweizerischer Schwingerverband,,Schwingerverband
17 a,Bader Fabian (2000),54.00,(2000)
17 d,Rohrbach Jérôme (2000),54.00,(2000)
18 b,Bruder Adrian,53.75,Adrian
18 e,Lehmann Robin (1999),53.75,(1999)
18 h,Lisser Beat,53.75,Beat
19 c,Vogt Patrick (1999),53.50,(1999)
22 a,Bieli Andreas,52.75,Andreas
24,Stoﬀel Marc **,37.00,**
25 c,Grossmann Andreas,35.50,Andreas
17 b,Riesen Ruedi,54.00,Ruedi
17 e,Arnold David,54.00,David
18 c,Brügger Joël (2000),53.75,(2000)
18 f,Meyer Stefan,53.75,Stefan
19 a,Burtschi Michael,53.50,Michael
20,Aerni Lars,53.25,Lars
22 b,Fritz Christian,52.75,Christian
25 a,Wittmer Lukas,35.50,Lukas
25 d,Nützi Karl,35.50,Karl
