place,name,points,level
1,Orlik Armon ***,58.75,***
3 b,Vollenweider Jeremy *,57.50,*
4 a,Schneider Mario **,57.25,**
5 a,Mathis Marcel ***,57.00,***
5 d,Roth Martin **,57.00,**
6 a,Schläpfer Markus **,56.75,**
7 a,Zwyssig Raphael ***,56.50,***
7 d,Dumelin David **,56.50,**
Nordo,chweizer Schwingerverband,,Schwingerverband
2,Leuppi Samir **,58.00,**
3 c,Notz Beni ***,57.50,***
4 b,Krähenbühl Tobias ***,57.25,***
5 b,Döbeli Andreas *,57.00,*
5 e,Oettli Marco *,57.00,*
6 b,Geisser Lars **,56.75,**
7 b,Gmür Pirmin **,56.50,**
7 e,Blaser Christian *,56.50,*
3 a,Schneider Domenic ***,57.50,***
3 d,Giger Samuel ***,57.50,***
4 c,Burkhalter Stefan ***,57.25,***
5 c,Rychen Roger ***,57.00,***
5 f,Schlegel Werner (2002) *,57.00,*
6 c,Bless Michael ***,56.75,***
7 c,Steiner Michael **,56.50,**
7 f,Arztmann Beda *,56.50,*
7 g,Gartmann Mauro *,56.50,*
8 b,Kindlimann Fabian ***,56.25,***
8 e,Bernold Christian **,56.25,**
9 b,Ott Damian **,56.00,**
9 e,Schmid Patrick *,56.00,*
10 c,Kuster Marcel ***,55.75,***
10 f,Giger Urs *,55.75,*
10 i,Koch Reto *,55.75,*
11 c,Poltera Andrin *,55.50,*
Nordo,chweizer Schwingerverband,,Schwingerverband
7 h,Fankhauser Erich ***,56.50,***
8 c,Oertig Dominik **,56.25,**
8 f,Baumann Rico *,56.25,*
9 c,Kramer Lario **,56.00,**
10 a,Bühler Hannes *,55.75,*
10 d,Jörger Marc *,55.75,*
10 g,Fausch Kjetil *,55.75,*
11 a,Wey Nicola *,55.50,*
11 d,Biäsch Christian *,55.50,*
8 a,Straub Robin *,56.25,*
8 d,Dändliker Shane **,56.25,**
9 a,Wickli Beat **,56.00,**
9 d,Schnurrenberger Roman **,56.00,**
10 b,Schlegel Sandro **,55.75,**
10 e,Heierli Pascal *,55.75,*
10 h,Schmidlin Tobias (2001) *,55.75,*
11 b,Rotach Lars *,55.50,*
11 e,Schudel Simon *,55.50,*
11 f,Nock Benjamin (2001) *,55.50,*
12 b,Borcard Johann **,55.25,**
12 e,Rüegg Fabian *,55.25,*
12 h,Hugelshofer Lars (2001) *,55.25,*
