place,name,points,level
1,Schneider Domenic **,58.25,**
4,Jöhl Christian,57.25,Christian
5 c,Höﬂiger Andreas *,57.00,*
6 b,Horner Peter **,56.75,**
6 e,Forrer Arnold ***,56.75,***
7 b,Signer Emil **,56.50,**
8 b,Büsser Andy ***,56.25,***
9 c,Peng Mike ***,56.00,***
9 f,Fontana Michael,56.00,Michael
2,Glaus Martin ***,58.00,***
5 a,Riget Tobias **,57.00,**
5 d,Fässler Andreas **,57.00,**
6 c,Holenstein Christian *,56.75,*
6 f,Rychen Roger **,56.75,**
7 c,Roth Martin *,56.50,*
9 a,Streiﬀ Dominik,56.00,Dominik
9 d,Oertig Dominik *,56.00,*
9 g,Odermatt Christoph *,56.00,*
3,Orlik Armon **,57.50,**
5 b,Kindlimann Fabian ***,57.00,***
6 a,Korrodi Paul *,56.75,*
6 d,Gmür Pirmin *,56.75,*
7 a,Steiner Michael **,56.50,**
8 a,Orlik Curdin **,56.25,**
9 b,Landolt Reto *,56.00,*
9 e,Nägeli Marco *,56.00,*
10 a,Ackermann Remo *,55.75,*
10 b,Oertle Daniel,55.75,Daniel
10 e,Corvi Dominik,55.75,Dominik
10 h,Oettli Marco (1997),55.75,(1997)
11 a,Sprecher Sandro *,55.50,*
11 d,Pﬁﬀner Ivo,55.50,Ivo
11 g,Bäbler Sandro **,55.50,**
11 j,Inauen Andreas *,55.50,*
12 b,Oertig Simon,55.25,Simon
12 e,Schnyder Christian,55.25,Christian
10 c,Hofstetter Manuel *,55.75,*
10 f,Castelberg Marius,55.75,Marius
10 i,Krähenbühl Tobias **,55.75,**
11 b,Rüegg Roman *,55.50,*
11 e,Notz Beni ***,55.50,***
11 h,Rüegg Fabian,55.50,Fabian
11 k,Bernold Christian *,55.50,*
12 c,Leuppi Samir **,55.25,**
12 f,Raymann David,55.25,David
10 d,Fässler Cornel *,55.75,*
10 g,Schmid Dominik *,55.75,*
10 j,Coray Beda *,55.75,*
11 c,Plump Martin *,55.50,*
11 f,Litscher Manuel,55.50,Manuel
11 i,Mathis Patrick,55.50,Patrick
12 a,Pianta Christian (1997),55.25,(1997)
12 d,Bernold Edi **,55.25,**
12 g,Bleiker Reto *,55.25,*
12 h,Battaglia Ursin **,55.25,**
13 a,Koller Fabian,55.00,Fabian
13 d,Huber Pascal *,55.00,*
13 g,Kessler Joel (1997),55.00,(1997)
14 b,Manser Bruno *,54.75,*
14 e,Tanner Adrian,54.75,Adrian
15 c,Lanter Christian (1998),54.50,(1998)
16 a,Oetiker Ronny,54.25,Ronny
16 d,Schäppi Urs,54.25,Urs
12 i,Hochholdinger Roman **,55.25,**
13 b,Mösli Reto,55.00,Reto
13 e,Akeret Benno *,55.00,*
13 h,Dörig Erich,55.00,Erich
14 c,Kammermann Dominik,54.75,Dominik
15 a,Schlegel Reto (1997) *,54.50,*
15 d,Kamer Hanspeter *,54.50,*
16 b,Pﬁster Florian,54.25,Florian
16 e,Notz Armin *,54.25,*
12 j,Gwerder Andreas **,55.25,**
13 c,Inauen Aurel,55.00,Aurel
13 f,Knechtle Martin **,55.00,**
14 a,Zbinden Marc *,54.75,*
14 d,Jud Pirmin *,54.75,*
15 b,Schiesser Patrik (1998),54.50,(1998)
15 e,Bäbler Dominik *,54.50,*
16 c,Gartmann Mauro,54.25,Mauro
16 f,Grenci Mauro (1999),54.25,(1999)
16 g,Bernold Michael (1999),54.25,(1999)
17 a,Straub Robin *,54.00,*
17 d,Straub Paul,54.00,Paul
17 g,Candraja Kevin,54.00,Kevin
17 j,Kamm Fritz (1999),54.00,(1999)
17 m,Caﬂisch Stefan,54.00,Stefan
18 c,Bürki Patrik (1999),53.75,(1999)
18 f,Mettler Florian (1997),53.75,(1997)
19 b,Flütsch Marco (1999),53.50,(1999)
16 h,Nägeli Roman *,54.25,*
17 b,Scherrer Willi,54.00,Willi
17 e,Ruof Christof,54.00,Christof
17 h,Biäsch Christian,54.00,Christian
17 k,Fuster Sepp (1997),54.00,(1997)
18 a,Wolfer Lukas,53.75,Lukas
18 d,Scherrer Pascal,53.75,Pascal
18 g,Koch Reto,53.75,Reto
20,Fröhli Lukas (1999),53.25,(1999)
16 i,Koch Thomas (1997),54.25,(1997)
17 c,Horner Sämi,54.00,Sämi
17 f,Raschle Adrian,54.00,Adrian
17 i,Riedi Thomas,54.00,Thomas
17 l,Castelli Fabio (1999),54.00,(1999)
18 b,Castelberg Andri,53.75,Andri
18 e,Rütsche Werner,53.75,Werner
19 a,Jecklin Alexsandro (1998),53.50,(1998)
21 a,Schaﬄützel Patrick,53.00,Patrick
21 b,Rieser Fabian,53.00,Fabian
22 a,Schönenberger Philipp,52.75,Philipp
23,Leuzinger Beny (1999),52.50,(1999)
25 b,Raschle Simon (1999),35.25,(1999)
25 e,Eisenring Daniel (1997),35.25,(1997)
26,Thiemann Fabrice,34.75,Fabrice
27 c,Güntensperger Marcel *,34.50,*
28 b,Langenegger Beat (1997),34.25,(1997)
28 e,Frei Claude (1999),34.25,(1999)
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
21 c,Preisig Pascal,53.00,Pascal
22 b,Jörger Marc,52.75,Marc
24,Schweizer Christof *,45.75,*
25 c,Moseler Manuel (1999),35.25,(1999)
25 f,Buchmann Michael,35.25,Michael
27 a,Zingg Christoph,34.50,Christoph
27 d,Rhyner Beni (1999),34.50,(1999)
28 c,Koller Andreas (1998),34.25,(1998)
28 f,Fässler Michael (1999),34.25,(1999)
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
21 d,Laager Andreas (1999),53.00,(1999)
22 c,Basler Siro,52.75,Siro
25 a,Wolfender Roman,35.25,Roman
25 d,Klee Sandro (1999),35.25,(1999)
25 g,Bruhin Fredi (1997),35.25,(1997)
27 b,Wittenwiler Roman (1998),34.50,(1998)
28 a,Sonderegger Damian (1997),34.25,(1997)
28 d,Kirchmeier Christof (1999),34.25,(1999)
29,Schläpfer Ramon (1999),34.00,(1999)
