place,name,points,level
1,Schurtenberger Sven ***,60.00,***
4 a,Fankhauser Erich ***,57.25,***
5 b,Schuler Philipp **,57.00,**
5 e,Fankhauser Reto **,57.00,**
6 c,Stöckli Damian *,56.75,*
6 f,Arnold Raphael **,56.75,**
7 b,Mehr Lars,56.50,Lars
7 e,Betschart Patrick *,56.50,*
Ob. -,Nidwaldner Schwingerverband,,Schwingerverband
2,von Ah Benji ***,58.00,***
4 b,Müllestein Mike ***,57.25,***
5 c,Herger Matthias **,57.00,**
6 a,Reichmuth Marco **,56.75,**
6 d,Barmettler Renato (2003),56.75,(2003)
6 g,Zurﬂuh Michael *,56.75,*
7 c,Ulrich Marco **,56.50,**
7 f,Riebli Urs,56.50,Urs
3,Burch Jonas **,57.50,**
5 a,Bucher Christian **,57.00,**
5 d,Heiniger Marco **,57.00,**
6 b,Bernhard Lukas **,56.75,**
6 e,Arnold Stefan **,56.75,**
7 a,Suppiger Werner **,56.50,**
7 d,Thierstein Marco *,56.50,*
7 g,Ming Christian *,56.50,*
8 a,Durrer Jonas (2003) *,56.25,*
8 d,Poltera Andrin *,56.25,*
8 g,Kurmann Toni *,56.25,*
9 b,Kessler Joel *,56.00,*
9 e,Achermann Simon,56.00,Simon
9 h,Gut Koni,56.00,Koni
10 a,Lang Sven **,55.75,**
10 d,Vogel Marcel *,55.75,*
10 g,Kaufmann Reto *,55.75,*
Ob. -,Nidwaldner Schwingerverband,,Schwingerverband
8 b,Barmettler Peter *,56.25,*
8 e,Omlin Toni *,56.25,*
8 h,Betschart Marcel *,56.25,*
9 c,Durrer Nando *,56.00,*
9 f,von Wyl Kevin (2004),56.00,(2004)
9 i,Bättig Martin *,56.00,*
10 b,Ambühl Joel **,55.75,**
10 e,Suter Raphael,55.75,Raphael
10 h,Egli Damian **,55.75,**
8 c,Rohrer Ueli **,56.25,**
8 f,Schmid Dominik **,56.25,**
9 a,Wyrsch Marco **,56.00,**
9 d,Kenel Franz-Toni *,56.00,*
9 g,Reichmuth Roland *,56.00,*
9 j,Hess Dominik *,56.00,*
10 c,Waser Dominik **,55.75,**
10 f,Odermatt Remo *,55.75,*
10 i,Zemp Christian (2004),55.75,(2004)
10 j,Niederberger Markus *,55.75,*
10 m,Doppmann Ueli,55.75,Ueli
11 b,Hürlimann Marco,55.50,Marco
11 e,Portmann Josef **,55.50,**
12 a,Hürlimann Ueli,55.25,Ueli
