place,name,points,level
1,Fankhauser Erich ***,59.25,***
3 a,Lemmenmeier Lukas *,57.75,*
4 b,Müllestein Mike ***,57.50,***
5 a,Suppiger Werner **,57.25,**
5 d,Kurmann Toni *,57.25,*
5 g,Zurﬂuh Roman **,57.25,**
6 c,Lustenberger Josef *,57.00,*
2 a,Ambühl Joel **,58.25,**
3 b,Müller Michael **,57.75,**
4 c,Steinauer Adrian **,57.50,**
5 b,Fankhauser Reto **,57.25,**
5 e,Schuler Alex ***,57.25,***
6 a,Bernhard Lukas **,57.00,**
6 d,Arnold Raphael **,57.00,**
2 b,Wicki Joel ***,58.25,***
4 a,Lustenberger Marc *,57.50,*
4 d,Lang Sven **,57.50,**
5 c,Fellmann Roman **,57.25,**
5 f,Schurtenberger Sven ***,57.25,***
6 b,Heiniger Marco **,57.00,**
6 e,Durrer Jonas *,57.00,*
6 f,Egli Damian **,57.00,**
6 i,Rohrer Ueli **,57.00,**
6 l,Vogel Remo **,57.00,**
6 o,Jund Matthias *,57.00,*
6 r,Schöpfer Ronny **,57.00,**
7 c,Kuster Thomas **,56.75,**
7 f,Wüest David,56.75,David
7 i,Schärli Reto *,56.75,*
8 c,Schmid Simon *,56.50,*
6 g,Kaufmann Reto *,57.00,*
6 j,Scherrer Patrick,57.00,Patrick
6 m,Bissig Lukas *,57.00,*
6 p,Müller Luca (2004) *,57.00,*
7 a,Scherer Niklaus **,56.75,**
7 d,Vogel Marcel *,56.75,*
7 g,Bühler Kilian *,56.75,*
8 a,Kennel Stefan **,56.50,**
8 d,Stöckli Damian *,56.50,*
6 h,Reichmuth Marco **,57.00,**
6 k,Troxler Jonas *,57.00,*
6 n,Doppmann Urs **,57.00,**
6 q,Scherrer Fabian *,57.00,*
7 b,Zurﬂuh Michael *,56.75,*
7 e,Waser Dominik **,56.75,**
7 h,Bürli Roger **,56.75,**
8 b,Omlin Toni *,56.50,*
8 e,Gut Koni,56.50,Koni
8 f,Zemp Christian (2004) *,56.50,*
9 c,Burger Etienne (2004) *,56.25,*
10 a,Huber Alex *,56.00,*
10 d,Ottiger Lukas *,56.00,*
10 g,Mehr Lars *,56.00,*
11 c,Bachmann Roger *,55.75,*
11 f,Heinzer Lukas (2004) *,55.75,*
11 i,Schaller Noah *,55.75,*
11 l,Wicki David *,55.75,*
9 a,Ming Christian *,56.25,*
9 d,Hirsiger Alexander *,56.25,*
10 b,Marti Simon *,56.00,*
10 e,Wyss Sven *,56.00,*
11 a,Betschart Marcel *,55.75,*
11 d,Elmiger Andreas *,55.75,*
11 g,Riebli Urs *,55.75,*
11 j,Thalmann Adrian,55.75,Adrian
11 m,Bieri Elias,55.75,Elias
9 b,Schuler Alex *,56.25,*
9 e,Schwyzer Samuel *,56.25,*
10 c,Murer Andy **,56.00,**
10 f,Burch Jonas **,56.00,**
11 b,Wandeler Roman *,55.75,*
11 e,Felder Martin *,55.75,*
11 h,Rogenmoser Ryan,55.75,Ryan
11 k,von Wyl Kevin (2004),55.75,(2004)
11 n,Duss Yvan,55.75,Yvan
11 o,Gerber Peter *,55.75,*
11 r,Schöpfer Marco *,55.75,*
12 c,Wyrsch Marco **,55.50,**
12 f,Thalmann Thomas *,55.50,*
12 i,Widmer Simon,55.50,Simon
12 l,Kennel Beat **,55.50,**
12 o,Schnellmann Alexander (2004),55.50,(2004)
13 b,Albert Thomas,55.25,Thomas
13 e,Bühler Patrice,55.25,Patrice
11 p,Hurschler Stefan (2006),55.75,(2006)
12 a,Walker Jan (2004),55.50,(2004)
12 d,Wyrsch Silvio *,55.50,*
12 g,Thierstein Marco *,55.50,*
12 j,Wittwer Roy,55.50,Roy
12 m,Röthlin Pascal *,55.50,*
12 p,Wyss Christian *,55.50,*
13 c,Amrhyn Jonas,55.25,Jonas
13 f,Hurschler Adrian,55.25,Adrian
11 q,Waser Christoph *,55.75,*
12 b,Wicki Kevin,55.50,Kevin
12 e,Chiodo Gian Paolo (2005),55.50,(2005)
12 h,Ulrich Marco **,55.50,**
12 k,Ziegler Elias,55.50,Elias
12 n,Rutsch Remo (2004) *,55.50,*
13 a,von Ah Markus,55.25,Markus
13 d,Betschart Daniel,55.25,Daniel
13 g,Hüsler Matthias,55.25,Matthias
13 h,Kathriner Andreas,55.25,Andreas
13 k,Zimmermann Raﬀael,55.25,Raﬀael
