place,name,points,level
1,Ott Damian **,58.25,**
3 b,Schlegel Werner **,57.25,**
5 b,Schneider Domenic ***,56.75,***
5 e,Dumelin David **,56.75,**
6 c,Nötzli Reto ***,56.50,***
7 b,Fankhauser Marco **,56.25,**
9 a,Rohrer Ueli **,55.75,**
9 d,Fankhauser Erich ***,55.75,***
10 b,Lemmenmeier Lukas *,55.50,*
Nord,tschweizerischer Schwingerverband,,Schwingerverband
2,Orlik Armon ***,57.50,***
4,Schurtenberger Sven ***,57.00,***
5 c,Erb Roger **,56.75,**
6 a,Suppiger Werner **,56.50,**
6 d,Reichmuth Marco **,56.50,**
8 a,Ambühl Joel **,56.00,**
9 b,Leuppi Samir ***,55.75,***
9 e,Burch Jonas **,55.75,**
11 a,Kenel Franz-Toni *,55.25,*
3 a,Döbeli Andreas ***,57.25,***
5 a,Strebel Joel ***,56.75,***
5 d,Schnurrenberger Roman **,56.75,**
6 b,Räbmatter Patrick ***,56.50,***
7 a,von Ah Benji ***,56.25,***
8 b,Räbsamen Marcel *,56.00,*
9 c,Imhof Andi ***,55.75,***
10 a,Schlegel Sandro **,55.50,**
11 b,Hurschler Thomas **,55.25,**
11 c,Bollhalder Manuel *,55.25,*
11 f,Schmid Samuel **,55.25,**
11 i,Hügli Kaj **,55.25,**
12 b,Bucher Christian **,55.00,**
12 e,Bieri Marcel ***,55.00,***
14 a,Vollenweider Jeremy **,54.50,**
14 d,Rotach Lars *,54.50,*
14 g,Grieder Nonda,54.50,Nonda
15 c,Kropf Marcel **,54.25,**
Nord,tschweizerischer Schwingerverband,,Schwingerverband
11 d,Ulrich Marco **,55.25,**
11 g,Scherer Niklaus **,55.25,**
11 j,Müllestein Mike ***,55.25,***
12 c,Kuster Thomas *,55.00,*
13 a,Burkhalter Stefan ***,54.75,***
14 b,Reinhard Pirmin,54.50,Pirmin
14 e,Giger Urs *,54.50,*
15 a,Leuthard Reto **,54.25,**
15 d,Gmür Pirmin **,54.25,**
11 e,Schmutz Simon *,55.25,*
11 h,Oettli Marco **,55.25,**
12 a,Odermatt Christian **,55.00,**
12 d,Kindlimann Fabian ***,55.00,***
13 b,Poltera Andrin *,54.75,*
14 c,Lussi Marco **,54.50,**
14 f,Betschart Patrick *,54.50,*
15 b,Steinauer Adrian **,54.25,**
15 e,Bader Fabian *,54.25,*
16 a,Stoll Simon **,54.00,**
17 b,Hugelshofer Lars *,53.75,*
17 e,Egli Damian **,53.75,**
19 a,Kolb Pirmin *,53.00,*
19 d,Stüdeli Thomas **,53.00,**
20,Büttler Gian,52.75,Gian
22,Huber Alex *,45.25,*
25,Waser Dominik **,35.75,**
26 c,Koch Reto *,34.75,*
27 b,Moser Matthias *,34.50,*
Nord,tschweizerischer Schwingerverband,,Schwingerverband
16 b,Krähenbühl Tobias ***,54.00,***
17 c,Hermann Oliver **,53.75,**
18 a,Henzer Andreas **,53.25,**
19 b,Brand Christian **,53.00,**
19 e,Arztmann Beda **,53.00,**
21 a,Ris Jörn *,52.50,*
23,Schuler Alex ***,44.75,***
26 a,Schwegler Dominik,34.75,Dominik
26 d,Dörig Erich *,34.75,*
27 c,Bruder Adrian *,34.50,*
17 a,Bürgler Patrick *,53.75,*
17 d,Blaser Christian **,53.75,**
18 b,Fellmann Roman **,53.25,**
19 c,Arnold Fabian *,53.00,*
19 f,Nägeli Marco **,53.00,**
21 b,Nussbaumer Gabriel,52.50,Gabriel
24,Gartmann Mauro **,44.00,**
26 b,Schmid Patrick *,34.75,*
27 a,Scherrer Johann **,34.50,**
27 d,Stadler Kevin *,34.50,*
28 a,Widmer David **,34.25,**
30,Suter Pirmin **,27.25,**
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Nord,tschweizerischer Schwingerverband,,Schwingerverband
28 b,Probst Gabriel **,34.25,**
31,Imobersteg Matthias **,25.50,**
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
29,Mangold Martin *,34.00,*
32,Gerber Andrj *,8.75,*
