place,name,points,level
1,Giger Samuel ***,59.50,***
3,Bless Michael ***,57.50,***
5 b,Hersche Martin ***,57.00,***
6 a,Kropf Marcel **,56.75,**
7 a,Dousse Michel **,56.50,**
8 b,Gapany Benjamin **,56.25,**
9 c,Gottofrey Marc **,56.00,**
Nord,tschweizerischer Schwingerverband,,Schwingerverband
2 a,Bösch Daniel ***,58.50,***
4,Krähenbühl Tobias ***,57.25,***
5 c,Kramer Lario **,57.00,**
6 b,Roch Vincent **,56.75,**
7 b,Burkhalter Stefan ***,56.50,***
9 a,Geisser Lars **,56.00,**
10 a,Rhyner Michael **,55.75,**
2 b,Erb Roger **,58.50,**
5 a,Räbmatter Patrick ***,57.00,***
5 d,Moser Steven **,57.00,**
6 c,Rychen Roger ***,56.75,***
8 a,Widmer Tobias **,56.25,**
9 b,Döbeli Andreas *,56.00,*
10 b,Zwyssig Raphael ***,55.75,***
10 c,Alpiger Nick ***,55.75,***
10 f,Schmid Dominik **,55.75,**
11 b,Kramer Franz *,55.50,*
12 b,Landolt Reto *,55.25,*
12 e,Schaﬀner Samuel **,55.25,**
14 a,Borcard Johann **,54.75,**
14 d,Matthey Mickaël **,54.75,**
15 b,Vollenweider Jeremy *,54.50,*
Nord,tschweizerischer Schwingerverband,,Schwingerverband
10 d,Hermann Oliver *,55.75,*
10 g,Schneider Domenic ***,55.75,***
11 c,Oertig Dominik **,55.50,**
12 c,Voggensperger Janic **,55.25,**
13 a,Hauri Urs **,55.00,**
14 b,Brand Christian **,54.75,**
14 e,Dändliker Shane **,54.75,**
15 c,Burren Patrick,54.50,Patrick
10 e,Notz Beni ***,55.75,***
11 a,Gisler Bruno ***,55.50,***
12 a,Schmid David ***,55.25,***
12 d,Mollet Ivan *,55.25,*
13 b,Wickli Beat **,55.00,**
14 c,Mangold Michael **,54.75,**
15 a,Kuster Marcel ***,54.50,***
15 d,Gartmann Mauro *,54.50,*
15 e,Piemontesi Pascal **,54.50,**
16 b,Battaglia Ursin **,54.25,**
16 e,Zimmermann Mario *,54.25,*
17 c,Stalder Remo ***,54.00,***
18 c,Anderegg David *,53.75,*
19 c,Stegmüller Klemens *,53.50,*
21 a,Haenni Stéphane **,53.00,**
22 b,Schillig Willi **,52.75,**
Nord,tschweizerischer Schwingerverband,,Schwingerverband
15 f,Vieira Tiago **,54.50,**
16 c,Probst Gabriel **,54.25,**
17 a,Brodard Augustin **,54.00,**
18 a,Colò Kilian **,53.75,**
19 a,Bruder Adrian,53.50,Adrian
20 a,Rüegger Aaron *,53.25,*
21 b,Voggensperger Lars (2001),53.00,(2001)
22 c,Dobler Florian,52.75,Florian
16 a,Schmid Samuel **,54.25,**
16 d,Stüdeli Thomas **,54.25,**
17 b,Stoll Simon *,54.00,*
18 b,Hügli Kaj **,53.75,**
19 b,Scherrer Johann **,53.50,**
20 b,Wey Nicola *,53.25,*
22 a,Lisser Beat *,52.75,*
22 d,Gisin Yanic,52.75,Yanic
23,Nussbaumer Gabriel,52.50,Gabriel
26 a,Leuthard Reto *,35.25,*
26 d,Studinger Stephan **,35.25,**
28 a,Waldner Patrick **,34.50,**
29 b,Parvex Yannick *,34.25,*
31 a,Riget Tobias **,26.00,**
33 a,Arnold Kornel *,17.25,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Nord,tschweizerischer Schwingerverband,,Schwingerverband
24,Thürig Mario ***,46.50,***
26 b,Moser Matthias *,35.25,*
27 a,Reinhard Adrian *,34.75,*
28 b,Bader Andreas **,34.50,**
30 a,Mangold Martin *,34.00,*
31 b,Lisser Daniel *,26.00,*
33 b,Gwerder Andreas **,17.25,**
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
25,Krebs Clemens *,35.50,*
26 c,Studer Remo *,35.25,*
27 b,Schmutz Adrian *,34.75,*
29 a,Räber Lukas *,34.25,*
30 b,Widmer David,34.00,David
32,Blatter Lorenz **,17.50,**
34,Schneider Mario **,8.50,**
