place,name,points,level
1,Aeschbacher Matthias **,58.50,**
4,Kämpf Bernhard ***,57.75,***
6 b,Zenger Niklaus ***,57.25,***
6 e,Inniger Thomas **,57.25,**
7 c,Staudenmann Fabian **,57.00,**
7 f,Herger Matthias **,57.00,**
8 b,Schenk Patrick ***,56.75,***
9 a,Wittwer Josias **,56.50,**
Berni,-Kantonaler Schwingerverband,,Schwingerverband
2,Glarner Matthias ***,58.25,***
5,Graber Willy ***,57.50,***
6 c,Stucki Christian ***,57.25,***
7 a,Wiget Michael **,57.00,**
7 d,Roch Vincent **,57.00,**
7 g,Gobeli Patrick **,57.00,**
8 c,Kropf Marcel **,56.75,**
9 b,Roschi Ruedi **,56.50,**
3,Anderegg Simon ***,58.00,***
6 a,von Weissenﬂuh Kilian **,57.25,**
6 d,Gerber Christian **,57.25,**
7 b,Luginbühl Hanspeter **,57.00,**
7 e,Käser Remo ***,57.00,***
8 a,Kropf Thomas *,56.75,*
8 d,Krähenbühl Tobias ***,56.75,***
9 c,Mathys Simon **,56.50,**
10 a,Gnägi Florian ***,56.25,***
11 b,Ramseier Fritz **,56.00,**
12 c,Pulfer Thomas *,55.75,*
12 f,Berger Lorenz **,55.75,**
12 i,Thomet Adrian **,55.75,**
13 a,Burger Matthieu (2001) *,55.50,*
13 d,Gnägi Damian,55.50,Damian
14 a,Hurschler Thomas **,55.25,**
14 d,Sommer Roman *,55.25,*
Berni,-Kantonaler Schwingerverband,,Schwingerverband
10 b,Orlik Curdin **,56.25,**
12 a,Marti Stefan **,55.75,**
12 d,Gmür Pirmin **,55.75,**
12 g,Aellen Florian *,55.75,*
12 j,Steﬀen Gustav **,55.75,**
13 b,Aellen Philipp *,55.50,*
13 e,Steﬀen Konrad *,55.50,*
14 b,von Büren Stephan **,55.25,**
14 e,Schlüchter Colin *,55.25,*
11 a,Wittwer Jan *,56.00,*
12 b,Steudler Kevin (2001) *,55.75,*
12 e,Scheuner Michael *,55.75,*
12 h,Zangger Dominik *,55.75,*
12 k,Klossner Adrian *,55.75,*
13 c,Iseli Marco **,55.50,**
13 f,Staub Maël *,55.50,*
14 c,Steﬀen Valentin *,55.25,*
14 f,Mösching Andy *,55.25,*
14 g,Grossen John *,55.25,*
14 j,Tschanz Richard *,55.25,*
14 m,Lengacher Jonas **,55.25,**
15 a,Tschumi Lukas (2001) *,55.00,*
15 d,Studer Stefan **,55.00,**
16 c,Gehrig Philipp **,54.75,**
16 f,Binggeli Dominik *,54.75,*
17 c,Urfer Simon *,54.50,*
Berni,-Kantonaler Schwingerverband,,Schwingerverband
14 h,Gasser Dominik *,55.25,*
14 k,Stalder Kurt,55.25,Kurt
14 n,Kneubühl Christian (2001) *,55.25,*
15 b,Thöni Reto (2001),55.00,(2001)
16 a,Rüegsegger Ueli *,54.75,*
16 d,Schwander Severin **,54.75,**
17 a,Röthlisberger Simon *,54.50,*
17 d,Fankhauser Reto *,54.50,*
14 i,Wicki Cédric,55.25,Cédric
14 l,Moser Michael **,55.25,**
14 o,Blaser Roman *,55.25,*
15 c,Gäggeler Adrian *,55.00,*
16 b,Gerber Thomas *,54.75,*
16 e,Rüegsegger Christian (2001),54.75,(2001)
17 b,Leuenberger Lukas (2001),54.50,(2001)
17 e,Zaugg Lars (2002),54.50,(2002)
17 f,Walther Adrian (2001) *,54.50,*
18 b,Schütz Urs **,54.25,**
18 e,Schenk Adrian *,54.25,*
18 h,Zingrich Jan,54.25,Jan
18 k,De Fusco Dario *,54.25,*
19 c,Schenk Thomas *,54.00,*
19 f,Camenzind Ivan *,54.00,*
20 a,Zehnder Jürg *,53.75,*
21,Kämpf Marcel *,53.50,*
Berni,-Kantonaler Schwingerverband,,Schwingerverband
17 g,Hadorn Christian *,54.50,*
18 c,Nufer Sämi,54.25,Sämi
18 f,Rolli Martin **,54.25,**
