place,name,points,level
1 a,Bösch Daniel ***,58.25,***
3,Stucki Christian ***,57.25,***
4 c,Anderegg Simon ***,57.00,***
6 a,Käser Remo **,56.50,**
7 b,Lengacher Jonas **,56.25,**
9 a,Gerber Christian **,55.75,**
9 d,Schenk Patrick **,55.75,**
9 g,Aeschbacher Matthias **,55.75,**
10 b,Riget Tobias **,55.50,**
Nordo,chweizer Schwingerverband,,Schwingerverband
1 b,Glarner Matthias ***,58.25,***
4 a,Gnägi Florian ***,57.00,***
4 d,Zaugg Thomas ***,57.00,***
6 b,Fässler Andreas **,56.50,**
8 a,Zenger Niklaus ***,56.00,***
9 b,Gapany Benjamin **,55.75,**
9 e,Roth Dominik *,55.75,*
9 h,Rychen Roger **,55.75,**
10 c,Krähenbühl Tobias **,55.50,**
2,Siegenthaler Matthias ***,57.50,***
4 b,Giger Samuel (1998) **,57.00,**
5,Kämpf Bernhard ***,56.75,***
7 a,Orlik Armon **,56.25,**
8 b,Bloch Dominic **,56.00,**
9 c,Zwyssig Raphael ***,55.75,***
9 f,Moser Steven **,55.75,**
10 a,Notz Beni ***,55.50,***
10 d,Schneider Domenic **,55.50,**
10 e,Bühler Ernst **,55.50,**
11 c,Schläpfer Markus **,55.25,**
11 f,Schmid Reto **,55.25,**
13 a,Scherer Christian *,54.75,*
14 b,Vestner Bruno *,54.50,*
14 e,Fejzaj Naim *,54.50,*
15 a,Nägeli Marco *,54.25,*
16 b,Gmür Pirmin *,54.00,*
17 a,Matthey Mickaël **,53.75,**
Nordo,chweizer Schwingerverband,,Schwingerverband
11 a,Vögeli Sven *,55.25,*
11 d,Röthlisberger Simon *,55.25,*
12 a,Horner Peter **,55.00,**
13 b,Orlik Curdin **,54.75,**
14 c,Schnurrenberger Roman **,54.50,**
14 f,Büsser Andy ***,54.50,***
15 b,Schneider Mario **,54.25,**
16 c,Brodard Augustin **,54.00,**
17 b,Hersche Martin **,53.75,**
11 b,Steiner Michael **,55.25,**
11 e,Rhyner Michael **,55.25,**
12 b,Roth Martin *,55.00,*
14 a,Wyss Kilian **,54.50,**
14 d,Mathys Simon *,54.50,*
14 g,Kohler Fredi **,54.50,**
16 a,Peng Mike ***,54.00,***
16 d,Leuppi Samir **,54.00,**
17 c,Giger Urs *,53.75,*
18 a,Eugster Ruedi **,53.50,**
20 a,Streuli Martin *,53.00,*
21,Geisser Lars *,52.75,*
23 b,Oertig Dominik *,35.50,*
23 e,Sprecher Sandro *,35.50,*
24 a,Zbinden Marc *,35.25,*
24 d,Haenni Stéphane **,35.25,**
25 a,Wey Nicola *,35.00,*
27 a,Schlegel Reto (1997) *,34.50,*
27 d,Baumann Rico *,34.50,*
28 c,Bleiker Reto *,34.00,*
Nordo,chweizer Schwingerverband,,Schwingerverband
18 b,Burkhalter Stefan ***,53.50,***
20 b,Rüegg Roman *,53.00,*
22,Häni William **,45.25,**
23 c,Borcard Johann **,35.50,**
23 f,Meier Remo **,35.50,**
24 b,Rolli Martin **,35.25,**
24 e,Gwerder Andreas **,35.25,**
25 b,Vollenweider Jeremy (1998) *,35.00,*
27 b,Korrodi Paul *,34.50,*
28 a,Näf Willi *,34.00,*
29 a,Bösch Roman **,26.25,**
19,Battaglia Ursin **,53.25,**
20 c,Nigg Lukas **,53.00,**
23 a,Schmid Dominik **,35.50,**
23 d,Vestner Roman *,35.50,*
23 g,Duplan Steve (1997) **,35.50,**
24 c,Roch Vincent *,35.25,*
24 f,Inauen Franz *,35.25,*
26,Holenstein Christian *,34.75,*
27 c,Brügger Stefan *,34.50,*
28 b,Jöhl Christian *,34.00,*
29 b,Bernold Christian *,26.25,*
30,Kindlimann Fabian ***,17.25,***
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Nordo,chweizer Schwingerverband,,Schwingerverband
31,Kuster Marcel **,9.75,**
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
32,Forrer Arnold ***,8.50,***
