place,name,points,level
1,Kramer Lario **,58.00,**
3 a,Anderegg Simon ***,57.00,***
4 b,Arnold Stefan **,56.75,**
5 b,Müller Michael **,56.50,**
6 b,Lussi Marco *,56.25,*
6 e,Müllestein Mike ***,56.25,***
8 b,Mathys Simon **,55.75,**
9 b,Gobeli Patrick *,55.50,*
Inner,weizer Schwingerverband,,Schwingerverband
2 a,Bieri Marcel **,57.25,**
3 b,Gapany Benjamin **,57.00,**
4 c,Fankhauser Erich ***,56.75,***
5 c,Ulrich Andreas ***,56.50,***
6 c,Nötzli Reto ***,56.25,***
7,Hurschler Thomas **,56.00,**
8 c,Staudenmann Fabian (2000) **,55.75,**
9 c,Michel Jonas *,55.50,*
2 b,Sempach Thomas ***,57.25,***
4 a,Orlik Curdin **,56.75,**
5 a,Schurtenberger Sven ***,56.50,***
6 a,Aeschbacher Matthias **,56.25,**
6 d,Schuler Christian ***,56.25,***
8 a,Gerber Christian **,55.75,**
9 a,Betschart Remo **,55.50,**
9 d,Gwerder Christian **,55.50,**
10 a,Gwerder Michael (2000) *,55.25,*
10 d,Suppiger Werner **,55.25,**
10 g,Arnold Raphael *,55.25,*
11 c,Reichmuth Marco **,55.00,**
12 c,Vogel Remo **,54.75,**
12 f,Steﬀen Valentin *,54.75,*
13 a,Borcard Johann **,54.50,**
13 d,Roch Vincent **,54.50,**
Inner,weizer Schwingerverband,,Schwingerverband
10 b,Odermatt Christian **,55.25,**
10 e,Dind Samuel **,55.25,**
11 a,Ramseier Fritz **,55.00,**
12 a,Waser Dominik **,54.75,**
12 d,Scheuber Lutz **,54.75,**
12 g,von Weissenﬂuh Kilian **,54.75,**
13 b,Ambühl Joel *,54.50,*
14 a,Blaser Theo *,54.25,*
10 c,Streiﬀ Dominik *,55.25,*
10 f,Roschi Ruedi **,55.25,**
11 b,Doppmann Urs *,55.00,*
12 b,Matthey Mickaël **,54.75,**
12 e,Schenk Patrick ***,54.75,***
12 h,Cardinaux Victor **,54.75,**
13 c,Schwander Severin *,54.50,*
14 b,Heinzer Ronny *,54.25,*
14 c,Wittwer Jan *,54.25,*
15 b,Egli Damian **,54.00,**
15 e,Steinauer Adrian **,54.00,**
17 a,Rohrer Beat *,53.00,*
17 d,Thierstein Marco *,53.00,*
19,Käser Remo ***,36.75,***
21 b,Rolli Martin **,35.50,**
21 e,Bättig Martin *,35.50,*
22 a,Heinzer Stefan *,35.25,*
22 d,Weyermann Florian *,35.25,*
Inner,weizer Schwingerverband,,Schwingerverband
14 d,Leuenberger Michael *,54.25,*
15 c,Rohrer Ueli *,54.00,*
15 f,Hasler Florian **,54.00,**
17 b,Langenstein Philip **,53.00,**
18 a,Vonlaufen Lukas *,52.75,*
20,Roth Philipp ***,35.75,***
21 c,Schuler Alex ***,35.50,***
21 f,Kennel Beat *,35.50,*
22 b,Müller Roger *,35.25,*
22 e,Wyrsch Marco **,35.25,**
15 a,Höﬂiger Andreas **,54.00,**
15 d,Fässler Dominic **,54.00,**
16,Gloggner Philipp ***,53.75,***
17 c,Gloggner Reto **,53.00,**
18 b,Siegenthaler Tobias *,52.75,*
21 a,Brodard Augustin **,35.50,**
21 d,Arnold Andreas *,35.50,*
21 g,Staub Maël *,35.50,*
22 c,Zgraggen Fabian *,35.25,*
23 a,Rohrer Ivan **,35.00,**
23 b,Betschart Patrick *,35.00,*
25 a,Felder Martin *,34.50,*
26 a,Scherer Niklaus *,34.25,*
28,Roth Dominik **,27.25,**
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Inner,weizer Schwingerverband,,Schwingerverband
23 c,Minder Florian **,35.00,**
25 b,Gwerder Carlo **,34.50,**
26 b,Kurmann Toni *,34.25,*
29 a,Moser Michael **,17.25,**
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
24,Gottofrey Marc **,34.75,**
25 c,Stöckli Damian *,34.50,*
27,Gwerder Andreas *,34.00,*
29 b,Schuler Philipp **,17.25,**
