place,name,points,level
1,von Ah Benji ***,58.00,***
2 c,Alpiger Nick ***,57.25,***
3,Gwerder Michael **,57.00,**
5 a,Waser Dominik **,56.50,**
6 a,Kuster Marcel ***,56.25,***
7 a,Ulrich Andreas ***,56.00,***
7 d,Bieri Christoph ***,56.00,***
8 b,Hess Michael *,55.75,*
9 a,Rüegg Fabian *,55.50,*
Inner,weizer Schwingerverband,,Schwingerverband
2 a,Schuler Christian ***,57.25,***
2 d,Schurtenberger Sven ***,57.25,***
4 a,Leuppi Samir **,56.75,**
5 b,Nietlispach Pascal **,56.50,**
6 b,Reichmuth Marco **,56.25,**
7 b,Kindlimann Fabian ***,56.00,***
7 e,Doppmann Urs **,56.00,**
8 c,Döbeli Andreas **,55.75,**
9 b,Hügli Kaj **,55.50,**
2 b,Schneider Domenic ***,57.25,***
2 e,Fankhauser Marco **,57.25,**
4 b,Ambühl Joel **,56.75,**
5 c,Zimmermann Martin **,56.50,**
6 c,Strebel Joel **,56.25,**
7 c,Forrer Arnold ***,56.00,***
8 a,Roth Martin **,55.75,**
8 d,Fellmann Roman **,55.75,**
9 c,Hermann Oliver *,55.50,*
9 d,Hauri Urs **,55.50,**
9 g,Gwerder Dario **,55.50,**
10 c,Reichmuth Armin *,55.00,*
11 b,Rohrer Ivan **,54.75,**
11 e,Heiniger Marco *,54.75,*
12 a,Odermatt Andreas *,54.50,*
12 d,Rychen Roger ***,54.50,***
13 b,Imhof Andi ***,54.25,***
14 a,Zürcher Ueli *,54.00,*
Inner,weizer Schwingerverband,,Schwingerverband
9 e,Suppiger René ***,55.50,***
10 a,Erb Roger **,55.00,**
10 d,Ettlin Stefan **,55.00,**
11 c,Murer Andy **,54.75,**
11 f,Gloggner Philipp ***,54.75,***
12 b,Heinzer Stefan **,54.50,**
12 e,Geisser Lars **,54.50,**
13 c,Bürli Roger **,54.25,**
14 b,Klausner Yanick **,54.00,**
9 f,Kropf Marcel **,55.50,**
10 b,Vogel Remo **,55.00,**
11 a,Bucher Christian *,54.75,*
11 d,Kurmann Toni *,54.75,*
11 g,Burkhalter Stefan ***,54.75,***
12 c,Wyrsch Marco **,54.50,**
13 a,Schuler Philipp **,54.25,**
13 d,Oettli Silvio *,54.25,*
14 c,Betschart Patrick *,54.00,*
14 d,Fankhauser Erich ***,54.00,***
15 a,Höﬂiger Andreas **,53.75,**
16 b,Lussi Marco **,53.50,**
18 a,Voggensperger Lars (2001) *,53.00,*
18 d,Steinauer Adrian **,53.00,**
19 c,Dändliker Shane **,52.75,**
22,Fankhauser Reto **,36.25,**
25 a,Streiﬀ Dominik *,35.00,*
26 b,Rhyner Michael **,34.75,**
27 a,Stegmüller Klemens *,34.50,*
Inner,weizer Schwingerverband,,Schwingerverband
14 e,Egli Damian **,54.00,**
15 b,Briker Michael **,53.75,**
17 a,Arnold Stefan **,53.25,**
18 b,Odermatt Christian **,53.00,**
19 a,Kennel Beat *,52.75,*
20,Burch Jonas *,44.75,*
23,Lang Sven **,35.50,**
25 b,Giger Urs *,35.00,*
26 c,Notz Beni ***,34.75,***
27 b,Gwerder Andreas **,34.50,**
14 f,Schnurrenberger Roman **,54.00,**
16 a,Kenel Franz-Toni *,53.50,*
17 b,Odermatt Adrian (2001) *,53.25,*
18 c,Gwerder Christian **,53.00,**
19 b,Blaser Theo *,52.75,*
21,Räbsamen Marcel *,37.00,*
24,Mangold Michael **,35.25,**
26 a,Schmid Samuel **,34.75,**
26 d,Vollenweider Jeremy **,34.75,**
28 a,Zbinden Marc *,34.25,*
28 b,Straub Robin *,34.25,*
29 a,Poltera Andrin *,34.00,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Inner,weizer Schwingerverband,,Schwingerverband
28 c,Schmid Patrick *,34.25,*
29 b,Ammann Rico *,34.00,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
28 d,Battaglia Ursin **,34.25,**
30,Schuler Alex ***,26.25,***
