place,name,points,level
1,Strebel Joel **,58.50,**
3 b,Döbeli Andreas *,57.50,*
5 b,Räbmatter Patrick ***,57.00,***
6 b,Brun Samuel **,56.75,**
8 a,Odermatt Adrian (2001) *,56.25,*
8 d,Gnägi Florian ***,56.25,***
9 b,Henzer Andreas **,56.00,**
11 a,Leuthard Reto **,55.50,**
11 d,von Arx Christian *,55.50,*
Solot,n,,n
2,Alpiger Nick ***,58.25,***
4,Döbeli Lukas **,57.25,**
5 c,Scherrer Johann **,57.00,**
7 a,Hermann Oliver *,56.50,*
8 b,Bruder Adrian,56.25,Adrian
8 e,Schmutz Simon *,56.25,*
10 a,Kehr Damian (2001),55.75,(2001)
11 b,Lisser Daniel *,55.50,*
11 e,Voggensperger Lars (2001) *,55.50,*
3 a,Stüdeli Thomas **,57.50,**
5 a,Bieri Christoph ***,57.00,***
6 a,Studinger Stephan **,56.75,**
7 b,Hauri Urs **,56.50,**
8 c,Mangold Michael **,56.25,**
9 a,Hügli Kaj **,56.00,**
10 b,Kropf Marcel **,55.75,**
11 c,Widmer David **,55.50,**
11 f,Steinmann Yves *,55.50,*
11 g,Stegmüller Klemens *,55.50,*
11 j,Schillig Willi **,55.50,**
11 m,Büttler Gian,55.50,Gian
12 b,Krebs Clemens *,55.25,*
13 a,Schmid Samuel **,55.00,**
13 d,Schwob Marco,55.00,Marco
13 g,Lisser Beat *,55.00,*
13 j,Burkhardt Roy,55.00,Roy
13 m,Gnägi Damian,55.00,Damian
Solot,n,,n
11 h,Hasler Jimmy *,55.50,*
11 k,Reimann Marco,55.50,Marco
11 n,Bearda Samuel **,55.50,**
12 c,Kocher Remo **,55.25,**
13 b,Gerber Manuel *,55.00,*
13 e,Reinhard Pirmin (2001),55.00,(2001)
13 h,Kohler Adrian *,55.00,*
13 k,Streich Sascha (2001),55.00,(2001)
13 n,Stark Urban,55.00,Urban
11 i,Burren Patrick *,55.50,*
11 l,Läuchli Janik *,55.50,*
12 a,Moser Matthias *,55.25,*
12 d,Büttler Adrian,55.25,Adrian
13 c,Dobler Florian,55.00,Florian
13 f,Mangold Martin *,55.00,*
13 i,Järmann Florian (2002),55.00,(2002)
13 l,Brand Christian **,55.00,**
13 o,Probst Gabriel **,55.00,**
14 a,Waldner Patrick **,54.75,**
14 d,Gerber Andrj *,54.75,*
15 b,Stadler Kevin (2002) *,54.50,*
15 e,Graf Gian (2003),54.50,(2003)
15 h,Arnold Kornel *,54.50,*
16 c,Küng Marco *,54.25,*
16 f,Meyer Markus,54.25,Markus
17 b,Steger Robert,54.00,Robert
17 e,Furrer Mathias,54.00,Mathias
Solot,n,,n
14 b,Jusuﬁ Azret,54.75,Azret
14 e,Bader Andreas **,54.75,**
15 c,Stoll Thomas,54.50,Thomas
15 f,Graber Colin,54.50,Colin
16 a,Schmutz Adrian *,54.25,*
16 d,Studer Remo *,54.25,*
16 g,Huber Fabian,54.25,Fabian
17 c,Regenass Reto,54.00,Reto
17 f,Christ Dario (2003),54.00,(2003)
14 c,Rüegger Aaron *,54.75,*
15 a,Anderegg David *,54.50,*
15 d,Schär Jonas,54.50,Jonas
15 g,Bieli Andreas,54.50,Andreas
16 e,Ris Jörn *,54.25,*
17 a,Nyﬀenegger Florian (2001),54.00,(2001)
17 d,Nussbaumer Dominik,54.00,Dominik
17 g,Burren Dominik (2003),54.00,(2003)
17 h,Büchi Christian,54.00,Christian
17 k,Loosli Adrian,54.00,Adrian
18 c,Bachmann Sämi (2001),53.75,(2001)
19 c,Bucher Yanik (2003),53.50,(2003)
20 c,Lazic Marco,53.25,Marco
21 b,Huber Joshua,53.00,Joshua
21 e,Vogt Fredy (2001),53.00,(2001)
23 b,Brugger Jonas,52.50,Jonas
25 a,Hermann Lukas 1,35.25,1
Solot,n,,n
17 i,Vogel Remo (2001) *,54.00,*
18 a,Allemann Robin (2002),53.75,(2002)
19 a,Vogt Marco (2003),53.50,(2003)
20 a,Bader Thomas (2002),53.25,(2002)
20 d,Hasler Luis (2002),53.25,(2002)
21 c,Brügger Joël,53.00,Joël
22,Herrmann Adrian,52.75,Adrian
23 c,Eggenschwiler Fabian,52.50,Fabian
25 b,Bieri Florian (2001),35.25,(2001)
17 j,Schick Janis (2003),54.00,(2003)
18 b,Späti Jan (2002),53.75,(2002)
19 b,Müller Simon,53.50,Simon
20 b,Von Wyl Simon,53.25,Simon
21 a,Körkel Yannik,53.00,Yannik
21 d,Vogt Patrick,53.00,Patrick
23 a,Müller Jan,52.50,Jan
24,Gisin Yanic,35.50,Yanic
26,Caviezel Nicolas (2003),34.50,(2003)
27 a,Suter Jonas (2003),34.25,(2003)
27 d,Jehle Lorenz (2003),34.25,(2003)
28 a,Niggli Andreas,34.00,Andreas
30,Schaﬀner Samuel **,17.50,**
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Solot,n,,n
27 b,Märki Fabian (2001),34.25,(2001)
27 e,Geissberger Marc (2002),34.25,(2002)
28 b,Herrmann Daniel (2003),34.00,(2003)
31,Schwenkfelder Lukas *,17.25,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
27 c,Lazic Serge,34.25,Serge
27 f,Brunner Patrick (2002),34.25,(2002)
29,Bächli Michael **,20.00,**
32,Jusuﬁ Ilber,8.75,Ilber
