place,name,points,level
1,Sempach Matthias ***,58.50,***
4 a,Müllestein Mike ***,57.25,***
5 a,Röthlisberger Simon **,57.00,**
5 d,Kämpf Bernhard ***,57.00,***
6 b,Glarner Matthias ***,56.75,***
8,Gehrig Philipp **,56.25,**
10 b,Wampﬂer Beat ***,55.75,***
Südw,schweizerischer Schwingerverband,,Schwingerverband
2,Wenger Kilian ***,58.25,***
4 b,Käser Remo ***,57.25,***
5 b,Nötzli Reto ***,57.00,***
5 e,Bieri Marcel **,57.00,**
7 a,Reusser Philipp ***,56.50,***
9,Schuler Alex ***,56.00,***
10 c,Kramer Lario **,55.75,**
3,Schurtenberger Sven ***,58.00,***
4 c,Arnold Stefan **,57.25,**
5 c,von Weissenﬂuh Kilian *,57.00,*
6 a,von Ah Benji ***,56.75,***
7 b,Moser Steven **,56.50,**
10 a,Renfer Lukas *,55.75,*
10 d,Gobeli Patrick *,55.75,*
11 a,Haenni Stéphane **,55.50,**
11 d,Scheuber Lutz **,55.50,**
11 g,Odermatt Christian **,55.50,**
11 j,Gehrig Damian ***,55.50,***
13 a,Waser Dominik **,55.00,**
13 d,Arnold Raphael *,55.00,*
14 b,Zenger Niklaus ***,54.75,***
15 a,Suppiger Werner **,54.50,**
15 d,Piemontesi Pascal **,54.50,**
Südw,schweizerischer Schwingerverband,,Schwingerverband
11 b,Gwerder Carlo **,55.50,**
11 e,Rolli Martin **,55.50,**
11 h,Michel Jonas *,55.50,*
12 a,Roth Philipp ***,55.25,***
13 b,Borcard Johann **,55.00,**
13 e,Aellen Florian *,55.00,*
14 c,Luginbühl Hanspeter **,54.75,**
15 b,Zimmermann Simon **,54.50,**
15 e,Duplan Steve **,54.50,**
11 c,Steﬀen Gustav *,55.50,*
11 f,Wittwer Jan *,55.50,*
11 i,Gerber Christian **,55.50,**
12 b,Herger Matthias **,55.25,**
13 c,Fankhauser Kurt **,55.00,**
14 a,Gwerder Guido **,54.75,**
14 d,Müller Michael **,54.75,**
15 c,Schenkel Remo *,54.50,*
16 a,Dind Samuel **,54.25,**
16 b,Sommer Roman *,54.25,*
17 a,Urfer Simon *,54.00,*
18 a,Schenk Thomas *,53.75,*
18 d,Kämpf Alexander **,53.75,**
20 a,Brun Jonas **,53.25,**
20 d,Brodard Augustin **,53.25,**
21 c,Binggeli Dominik *,53.00,*
24,Riedo Fredy *,44.25,*
26 b,Mosimann Vincent *,35.25,*
Südw,schweizerischer Schwingerverband,,Schwingerverband
16 c,Gnägi Christian *,54.25,*
17 b,Elsener Adrian **,54.00,**
18 b,Roch Vincent **,53.75,**
19 a,Graber Alfred *,53.50,*
20 b,Cropt Harald **,53.25,**
21 a,Reust Markus *,53.00,*
22,Hofer Sven *,52.75,*
25,von Büren Stephan *,36.75,*
26 c,Loup Alexandre *,35.25,*
16 d,Dousse Michel **,54.25,**
17 c,Mollet Ivan *,54.00,*
18 c,Lerch Jimmy *,53.75,*
19 b,Gassmann Simon *,53.50,*
20 c,Brodard Simon **,53.25,**
21 b,Berset Julien *,53.00,*
23,Gloggner Philipp ***,46.75,***
26 a,Zbinden Adrian *,35.25,*
26 d,Emonet Frédéric *,35.25,*
26 e,Ducry Antoine *,35.25,*
28 a,Pulfer Thomas *,34.75,*
30 a,Haldi Sami *,34.25,*
31 a,Schafer Damien *,34.00,*
31 d,Buchs Carlo *,34.00,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Südw,schweizerischer Schwingerverband,,Schwingerverband
26 f,Ducrest Etienne *,35.25,*
28 b,Gottofrey Luc *,34.75,*
30 b,Berset Cyril *,34.25,*
31 b,Gross Florian *,34.00,*
31 e,Barras François *,34.00,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
27,Zimmermann Mario *,35.00,*
29,Vonlanthen Cyril *,34.50,*
30 c,Barras André *,34.25,*
31 c,Emonet Fabien **,34.00,**
32,Guisolan Marc **,8.75,**
