place,name,points,level
1,Wenger Kilian ***,58.25,***
4 a,Roschi Ruedi **,57.00,**
4 d,Aeschbacher Matthias ***,57.00,***
4 g,Fankhauser Erich ***,57.00,***
5 c,Gäumann Stefan *,56.75,*
6 c,Orlik Curdin ***,56.50,***
6 f,Gnägi Florian ***,56.50,***
7 c,Schwander Severin **,56.25,**
Inner,weizer Schwingerverband,,Schwingerverband
2,Kämpf Bernhard ***,57.50,***
4 b,Staudenmann Fabian ***,57.00,***
4 e,Räbmatter Patrick ***,57.00,***
5 a,von Weissenﬂuh Kilian ***,56.75,***
6 a,Strebel Joel ***,56.50,***
6 d,Döbeli Andreas ***,56.50,***
7 a,Ledermann Michael **,56.25,**
7 d,Renfer Lukas **,56.25,**
3,Walther Adrian *,57.25,*
4 c,Reichmuth Marco **,57.00,**
4 f,Klossner Adrian *,57.00,*
5 b,Sempach Thomas ***,56.75,***
6 b,Schurtenberger Sven ***,56.50,***
6 e,Doppmann Urs **,56.50,**
7 b,Steﬀen Gustav **,56.25,**
8 a,Kennel Stefan **,55.75,**
8 b,Joho Philip *,55.75,*
9 b,Lustenberger Marc (2003) *,55.50,*
9 e,Erb Roger **,55.50,**
10 c,Anderegg Simon ***,55.25,***
11 a,Odermatt Andreas **,55.00,**
11 d,Kurmann Toni *,55.00,*
11 g,Burch Jonas **,55.00,**
12 c,Bürli Roger **,54.75,**
12 f,Schlüchter Colin *,54.75,*
Inner,weizer Schwingerverband,,Schwingerverband
8 c,Gerber Ueli *,55.75,*
9 c,Heiniger Marco **,55.50,**
10 a,Suppiger Werner **,55.25,**
10 d,Gäggeler Adrian *,55.25,*
11 b,Suter Beat *,55.00,*
11 e,Leuenberger Michael *,55.00,*
12 a,Reichmuth Roland *,54.75,*
12 d,Zürcher Remo *,54.75,*
12 g,Rohrer Ueli **,54.75,**
9 a,Schmid Simon *,55.50,*
9 d,Odermatt Christian **,55.50,**
10 b,Schmid Samuel **,55.25,**
10 e,Burger Matthieu *,55.25,*
11 c,Odermatt Adrian *,55.00,*
11 f,Hiltbrunner Remo (2003) *,55.00,*
12 b,Bucher Roland *,54.75,*
12 e,Egli Damian **,54.75,**
12 h,Zaugg Lars *,54.75,*
13 a,Lussi Marco **,54.50,**
13 d,Wittwer Josias **,54.50,**
13 g,Iseli Marco **,54.50,**
13 j,Schöpfer Ronny **,54.50,**
14 c,Mangold Michael **,54.25,**
14 f,Arnold Marcel *,54.25,*
15 b,Steudler Kevin *,54.00,*
15 e,Berger René **,54.00,**
16 a,Binggeli Dominik *,53.75,*
Inner,weizer Schwingerverband,,Schwingerverband
13 b,Ettlin Martin *,54.50,*
13 e,Waser Dominik **,54.50,**
13 h,Hügli Kaj **,54.50,**
14 a,Arnold Raphael **,54.25,**
14 d,Schürpf Bruno *,54.25,*
14 g,Durrer Nando *,54.25,*
15 c,Odermatt Remo *,54.00,*
15 f,Würsch Lars *,54.00,*
16 b,Zbinden Adrian *,53.75,*
13 c,Durrer Jonas (2003) *,54.50,*
13 f,Lustenberger Josef *,54.50,*
13 i,Zangger Dominik *,54.50,*
14 b,Stoll Simon **,54.25,**
14 e,Schmutz Simon *,54.25,*
15 a,Schwyzer Samuel *,54.00,*
15 d,Nufer Sämi *,54.00,*
15 g,Ambühl Joel **,54.00,**
16 c,Stucki Marcel *,53.75,*
16 d,Blaser Roman *,53.75,*
16 g,Bucher Christian **,53.75,**
17 b,Betschart Marcel *,53.50,*
17 e,Kämpf Marcel *,53.50,*
17 h,Bürgi Reto *,53.50,*
18 c,Henzer Andreas **,53.25,**
18 f,Lemmenmeier Lukas *,53.25,*
20 a,Wenger Marcel *,52.75,*
20 d,Klossner Sven *,52.75,*
Inner,weizer Schwingerverband,,Schwingerverband
16 e,Nägeli Daniel *,53.75,*
16 h,Widmer David **,53.75,**
17 c,Kämpf Alexander **,53.50,**
17 f,Arnold Fabian *,53.50,*
18 a,Wallimann Remo *,53.25,*
18 d,Wüthrich Philip *,53.25,*
18 g,Steﬀen Konrad *,53.25,*
20 b,von Büren Stephan **,52.75,**
20 e,Bruder Adrian *,52.75,*
16 f,Ming Christian *,53.75,*
17 a,Mangold Martin *,53.50,*
17 d,Kenel Franz-Toni *,53.50,*
17 g,Wyss Kaspar *,53.50,*
18 b,Michel Jonas *,53.25,*
18 e,Wittwer Jan **,53.25,**
19,Scheuner Michael *,53.00,*
20 c,Schenk Thomas *,52.75,*
21 a,Zingrich Jan *,52.50,*
21 b,Moos Christoph *,52.50,*
24,Amgarten Martin *,51.25,*
26 b,Leuthard Reto **,36.00,**
29,Kropf Marcel **,27.25,**
31,Brun Samuel **,25.75,**
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Inner,weizer Schwingerverband,,Schwingerverband
22,Dubler Mike,52.00,Mike
25,Bearda Samuel **,51.00,**
27,Bader Fabian *,34.75,*
30 a,Stöckli Damian *,26.00,*
32,Lang Sven **,17.25,**
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
23,Imfeld Beat *,51.50,*
26 a,Nötzli Reto ***,36.00,***
28,Bissig Fabian *,34.00,*
30 b,Bienz Romeo *,26.00,*
33,Felder Martin *,17.00,*
