place,name,points,level
1,Wicki Joel ***,58.75,***
4,Nötzli Reto ***,57.75,***
6 a,Felder Martin *,57.00,*
6 d,Egli Damian **,57.00,**
7 b,Lustenberger Marc *,56.75,*
7 e,Scherer Niklaus **,56.75,**
7 h,Doppmann Urs **,56.75,**
7 k,Ulrich Marco **,56.75,**
Inner,weizer Schwingerverband,,Schwingerverband
2,Aeschbacher Matthias ***,58.50,***
5 a,Müller Michael **,57.25,**
6 b,Murer Andy **,57.00,**
6 e,Schurtenberger Sven ***,57.00,***
7 c,Odermatt Christian **,56.75,**
7 f,Waser Dominik **,56.75,**
7 i,Fankhauser Reto **,56.75,**
8 a,Bissig Lukas **,56.50,**
3,Suppiger Werner **,58.00,**
5 b,Ettlin Stefan **,57.25,**
6 c,Bucher Christian **,57.00,**
7 a,Hersche Martin ***,56.75,***
7 d,Rohrer Ueli **,56.75,**
7 g,Zurﬂuh Michael *,56.75,*
7 j,Gwerder Dario **,56.75,**
8 b,Bucher Thomas *,56.50,*
8 c,Kurmann Toni *,56.50,*
8 f,Stöckli Stefan ***,56.50,***
9 c,Durrer Nando *,56.25,*
9 f,Schöpfer Ronny **,56.25,**
10 a,Zurﬂuh Roman **,56.00,**
10 d,Kessler Joel *,56.00,*
11 b,Hirsiger Alexander *,55.75,*
11 e,Hürlimann Mathias *,55.75,*
11 h,Thalmann Adrian,55.75,Adrian
Inner,weizer Schwingerverband,,Schwingerverband
8 d,Schwyzer Samuel *,56.50,*
9 a,Arnold Stefan **,56.25,**
9 d,Bernhard Lukas **,56.25,**
9 g,Burch Jonas **,56.25,**
10 b,Kälin Roland **,56.00,**
10 e,Züger Benjamin (2004),56.00,(2004)
11 c,Riebli Urs *,55.75,*
11 f,Lemmenmeier Lukas *,55.75,*
12 a,Lussi Marco **,55.50,**
8 e,Burger Matthieu **,56.50,**
9 b,Elmiger Andreas *,56.25,*
9 e,Kaufmann Reto *,56.25,*
9 h,Wandeler Roman *,56.25,*
10 c,Müllestein Mike ***,56.00,***
11 a,Bieri Marcel ***,55.75,***
11 d,Bühler Kilian *,55.75,*
11 g,Scherrer Fabian *,55.75,*
12 b,Kramer Dorian **,55.50,**
12 c,Odermatt Andreas **,55.50,**
12 f,Suter Beat *,55.50,*
12 i,Grab Florian,55.50,Florian
12 l,Röthlin Pascal *,55.50,*
13 c,Birchler Fabian,55.25,Fabian
13 f,Lüthy Ralph,55.25,Ralph
