place,name,points,level
1,von Ah Benji ***,59.50,***
4,Fankhauser Erich ***,58.00,***
6 b,Mathis Marcel ***,57.25,***
7 c,Gassmann Michael *,57.00,*
8 a,Bürgi Reto,56.75,Reto
8 d,Herger Fabian,56.75,Fabian
8 g,Herger Matthias *,56.75,*
9 b,Gasser Stefan **,56.50,**
10 a,Omlin Toni *,56.25,*
2,Scheuber Lutz **,59.00,**
5,Ettlin Stefan (1997),57.50,(1997)
7 a,Reichmuth Armin *,57.00,*
7 d,Zurﬂuh Markus **,57.00,**
8 b,Stüdeli Thomas **,56.75,**
8 e,Bernhard Lukas *,56.75,*
8 h,Blatter Lorenz *,56.75,*
9 c,Wyrsch Marco *,56.50,*
10 b,Waser Dominik *,56.25,*
3,Imfeld Peter ***,58.75,***
6 a,Suppiger Werner **,57.25,**
7 b,Niederberger Jakob **,57.00,**
7 e,Zimmermann Simon *,57.00,*
8 c,Imhof Andi ***,56.75,***
8 f,Kempf Elias **,56.75,**
9 a,Britschgi Melk **,56.50,**
9 d,Briker Michael *,56.50,*
10 c,Suter David **,56.25,**
10 d,Odermatt Silvan *,56.25,*
10 g,Gander Adrian *,56.25,*
11 c,Rohrer Ivan *,56.00,*
11 f,Gisler Bruno ***,56.00,***
12 b,Töngi Thomas *,55.75,*
12 e,Wallimann Remo (1997),55.75,(1997)
12 h,Fessler Linus,55.75,Linus
13 b,Amstutz Niklaus *,55.50,*
10 e,Murer Andy *,56.25,*
11 a,Arnold Andreas *,56.00,*
11 d,Reichmuth Marco (1997) *,56.00,*
11 g,Amgarten Roman *,56.00,*
12 c,Odermatt Sepp **,55.75,**
12 f,Probst Gabriel **,55.75,**
12 i,Egli Pirmin *,55.75,*
13 c,Wyrsch David *,55.50,*
10 f,Hess Dominik *,56.25,*
11 b,Zurﬂuh Michael (1999),56.00,(1999)
11 e,Odermatt Andreas *,56.00,*
12 a,Murer Remo,55.75,Remo
12 d,Gander Martin (1997),55.75,(1997)
12 g,Marti Fabian *,55.75,*
13 a,Käslin Ruedi,55.50,Ruedi
13 d,Wicki Patrick,55.50,Patrick
13 e,Langenstein Philip *,55.50,*
13 h,Heiniger Marco *,55.50,*
13 k,Gut Koni,55.50,Koni
14 a,Lussi Marco *,55.25,*
14 d,Imfeld Christian *,55.25,*
14 g,Durrer Nando (1999),55.25,(1999)
15 b,Pedrazzini Diego (1998),55.00,(1998)
15 e,Gander Michael (1998),55.00,(1998)
15 h,Arnold Severin *,55.00,*
13 f,Kurmann Toni (1998),55.50,(1998)
13 i,Niederberger Martin *,55.50,*
13 l,Spichtig Markus *,55.50,*
14 b,Zimmermann Martin **,55.25,**
14 e,Gassmann Fabian **,55.25,**
14 h,Amgarten Martin,55.25,Martin
15 c,Langensand Stefan *,55.00,*
15 f,Durrer Ueli (1997),55.00,(1997)
15 i,Zimmermann Martin *,55.00,*
13 g,Indergand Armin *,55.50,*
13 j,Niederberger Markus *,55.50,*
13 m,Baumann Roger *,55.50,*
14 c,Käslin Benno *,55.25,*
14 f,Imfeld Beat,55.25,Beat
15 a,Rohrer Marco **,55.00,**
15 d,Müller Mathias,55.00,Mathias
15 g,Durrer Hans,55.00,Hans
15 j,Durrer Robin,55.00,Robin
15 k,Zimmermann Daniel *,55.00,*
16 c,Graber Sandro,54.75,Sandro
