place,name,points,level
1,Orlik Armon ***,59.00,***
4,Schlegel Sandro **,57.50,**
5 c,Biäsch Christian *,57.25,*
6 c,Rhyner Michael **,57.00,**
7 b,Rotach Lars *,56.75,*
7 e,Dumelin David **,56.75,**
7 h,Kolb Pirmin (2001),56.75,(2001)
8 c,Schuler Christian ***,56.50,***
2,Rychen Roger ***,58.25,***
5 a,Bösch Daniel ***,57.25,***
6 a,Steiner Michael **,57.00,**
6 d,Koch Thomas *,57.00,*
7 c,Notz Beni ***,56.75,***
7 f,Bernold Michael *,56.75,*
8 a,Hochholdinger Roman **,56.50,**
8 d,Landolt Reto *,56.50,*
3,Schneider Mario **,58.00,**
5 b,Burkhalter Stefan ***,57.25,***
6 b,Roth Martin **,57.00,**
7 a,Vollenweider Jeremy *,56.75,*
7 d,Gartmann Mauro *,56.75,*
7 g,Neﬀ Florian,56.75,Florian
8 b,Schneider Domenic ***,56.50,***
8 e,Hegner Ueli *,56.50,*
9 a,Bircher Luca,56.25,Luca
9 d,Gmür Pirmin **,56.25,**
10 b,Jörger Marc *,56.00,*
11 a,Peng Mike ***,55.75,***
11 d,Hess Michael *,55.75,*
12 a,Schrepfer Roy,55.50,Roy
12 d,Dörig Erich *,55.50,*
12 g,Thoma Christoph,55.50,Christoph
12 j,Jöhl Christian *,55.50,*
9 b,Pianta Christian *,56.25,*
9 e,Horner Sämi,56.25,Sämi
10 c,Jörger Corsin,56.00,Corsin
11 b,Straub Robin *,55.75,*
11 e,Graf Nicola (2003),55.75,(2003)
12 b,Poltera Andrin *,55.50,*
12 e,Steinauer Adrian **,55.50,**
12 h,Schnyder Christian,55.50,Christian
12 k,Aebli Nino,55.50,Nino
9 c,Bernold Christian **,56.25,**
10 a,Schmid Patrick *,56.00,*
10 d,Fausch Kjetil *,56.00,*
11 c,Krähenbühl Lukas *,55.75,*
11 f,Castelli Fabio,55.75,Fabio
12 c,Fontana Michael *,55.50,*
12 f,Kolb This (2003),55.50,(2003)
12 i,Schläpfer Matthias *,55.50,*
12 l,Ackermann Rico (2003),55.50,(2003)
13 a,Blaser Niklas *,55.25,*
13 d,Tschudi Mario (2001),55.25,(2001)
13 g,Schallberger Clint,55.25,Clint
13 j,Koller Fabian *,55.25,*
13 m,Kamer Hanspeter *,55.25,*
13 p,Wehrli Jan (2002),55.25,(2002)
14 c,Schudel Simon *,55.00,*
14 f,Giger Urs *,55.00,*
13 b,Schuler Alex ***,55.25,***
13 e,Thiemann Fabrice,55.25,Fabrice
13 h,Rhyner Beni,55.25,Beni
13 k,Koch Reto *,55.25,*
13 n,Fässler Tobias (2002),55.25,(2002)
14 a,Büsser André *,55.00,*
