place,name,points,level
1,Wicki Joel (1997) **,58.00,**
3 a,Wenger Kilian ***,57.50,***
4 a,Sempach Thomas ***,57.25,***
4 d,Glarner Matthias ***,57.25,***
6,Steinauer Adrian **,56.75,**
7 c,Ulrich Andreas ***,56.50,***
9 b,Luginbühl Hanspeter **,56.00,**
10 a,Zimmermann Martin **,55.75,**
10 d,Meuter Adrian **,55.75,**
Südw,schweizerischer Schwingerverband,,Schwingerverband
2 a,Gerber Christian **,57.75,**
3 b,Schuler Christian ***,57.50,***
4 b,Imhof Andi ***,57.25,***
5 a,von Ah Benji ***,57.00,***
7 a,Häni William **,56.50,**
8,Müllestein Mike **,56.25,**
9 c,Ramseier Fritz *,56.00,*
10 b,Roschi Ruedi **,55.75,**
10 e,Haenni Stéphane **,55.75,**
2 b,Zaugg Thomas ***,57.75,***
3 c,Gnägi Florian ***,57.50,***
4 c,Stucki Christian ***,57.25,***
5 b,Schurtenberger Sven **,57.00,**
7 b,Studer Stefan **,56.50,**
9 a,Suppiger Werner **,56.00,**
9 d,Marti Stefan **,56.00,**
10 c,Moser Michael *,55.75,*
11 a,Schütz Urs **,55.50,**
11 b,Schmid Reto **,55.50,**
11 e,Gloggner Hansjörg ***,55.50,***
12 a,Fankhauser Marco **,55.25,**
12 d,Gehrig Damian **,55.25,**
14 a,Urfer Simon *,54.75,*
14 d,Schenkel Adrian **,54.75,**
14 g,Rolli Martin **,54.75,**
15 c,Duplan Steve (1997) *,54.50,*
16 b,Tschanz Richard *,54.25,*
Südw,schweizerischer Schwingerverband,,Schwingerverband
11 c,Michel Jonas *,55.50,*
11 f,Gapany Benjamin **,55.50,**
12 b,Zurﬂuh Markus **,55.25,**
13 a,von Büren Stephan *,55.00,*
14 b,Mathys Simon *,54.75,*
14 e,Moser Steven **,54.75,**
15 a,Bloch Dominic **,54.50,**
15 d,Brodard Simon **,54.50,**
16 c,Matthey Mickaël **,54.25,**
11 d,Odermatt Sepp **,55.50,**
11 g,Betschart Remo **,55.50,**
12 c,Piemontesi Pascal **,55.25,**
13 b,Nötzli Bruno ***,55.00,***
14 c,Mathis Marcel ***,54.75,***
14 f,Schenk Patrick **,54.75,**
15 b,Kennel Beat *,54.50,*
16 a,Zehnder Jürg *,54.25,*
16 d,Roth Philipp *,54.25,*
16 e,Niederberger Joel **,54.25,**
17 a,Leuenberger Michael *,54.00,*
19,Gottofrey Marc *,53.50,*
21 b,Cardinaux Victor *,52.75,*
23 a,Scheuner Michael *,35.50,*
23 d,Emonet Frédéric *,35.50,*
23 g,Remy Guillaume **,35.50,**
23 j,Leuenberger Michael **,35.50,**
24,Guisolan Marc **,35.25,**
26,Kramer Lario (1998) *,34.50,*
Südw,schweizerischer Schwingerverband,,Schwingerverband
16 f,Forster Adrian **,54.25,**
17 b,Derron Cédric *,54.00,*
20,Hayoz Quentin,53.00,Quentin
21 c,Roch Vincent *,52.75,*
23 b,Overney Olivier *,35.50,*
23 e,Casarico Fabio *,35.50,*
23 h,Pellet Michael **,35.50,**
23 k,Kropf Rolf **,35.50,**
25 a,Liaudat Rudy *,34.75,*
27 a,Zimmermann Mario *,34.25,*
16 g,Brodard Augustin **,54.25,**
18,Berger René **,53.75,**
21 a,Wittwer Josias *,52.75,*
22,Lengacher Jonas **,45.75,**
23 c,Minder Florian,35.50,Florian
23 f,Schafer Claudio *,35.50,*
23 i,Mauron Olivier *,35.50,*
23 l,Glauser Thomas **,35.50,**
25 b,Kämpf Lorenz *,34.75,*
27 b,Mosimann Vincent *,34.25,*
27 c,Giroud Jonathan **,34.25,**
28 a,Heiniger Vincent *,34.00,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Südw,schweizerischer Schwingerverband,,Schwingerverband
27 d,Berset Julien *,34.25,*
28 b,Dind Samuel **,34.00,**
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
27 e,Borcard Johann *,34.25,*
29,Müller Bruno ***,25.75,***
