place,name,points,level
1,Wicki Joel **,58.75,**
3 b,Thoenen Henryc **,57.00,**
4 b,Bieri Marcel **,56.75,**
5 a,von Ah Benji ***,56.50,***
6 a,Suppiger Werner **,56.25,**
6 d,Fankhauser Marco **,56.25,**
7 b,Forrer Arnold ***,56.00,***
8 c,Schuler Philipp **,55.75,**
Inner,weizer Schwingerverband,,Schwingerverband
2,Alpiger Nick ***,57.25,***
3 c,Erb Roger **,57.00,**
4 c,Steinauer Adrian **,56.75,**
5 b,Räbmatter Patrick ***,56.50,***
6 b,Mathis Marcel ***,56.25,***
6 e,Schneider Domenic ***,56.25,***
8 a,Nötzli Bruno ***,55.75,***
9 a,Bürli Roger **,55.50,**
3 a,Laimbacher Philipp ***,57.00,***
4 a,Giger Samuel ***,56.75,***
4 d,Rychen Roger ***,56.75,***
5 c,Müllestein Mike ***,56.50,***
6 c,Kindlimann Fabian ***,56.25,***
7 a,Ulrich Andreas ***,56.00,***
8 b,Grab Martin ***,55.75,***
9 b,Voggensperger Janic **,55.50,**
9 c,Höﬂiger Andreas **,55.50,**
10 a,Egli Pirmin **,55.25,**
10 d,Krähenbühl Tobias ***,55.25,***
11 c,Baumann Roger *,55.00,*
12 c,Müller Michael **,54.75,**
12 f,Stalder Remo ***,54.75,***
13 b,Bieri Christian **,54.50,**
13 e,Muﬀ André *,54.50,*
13 h,Klausner Yanick **,54.50,**
Inner,weizer Schwingerverband,,Schwingerverband
9 d,Gwerder Guido **,55.50,**
10 b,Suppiger René ***,55.25,***
11 a,Kennel Stefan **,55.00,**
12 a,Wyrsch Marco *,54.75,*
12 d,Bernold Christian **,54.75,**
12 g,Reichmuth Marco **,54.75,**
13 c,Schläpfer Matthias *,54.50,*
13 f,Inderbitzin Daniel *,54.50,*
13 i,Schlegel Sandro **,54.50,**
9 e,Brun Jonas **,55.50,**
10 c,Schneider Mario **,55.25,**
11 b,Gwerder Carlo **,55.00,**
12 b,Widmer Tobias **,54.75,**
12 e,Felder Seppi *,54.75,*
13 a,Zimmermann Martin **,54.50,**
13 d,Nägeli Marco *,54.50,*
13 g,Dober Adrian **,54.50,**
14 a,Rohrer Ivan **,54.25,**
14 b,Eugster Ruedi **,54.25,**
14 e,Döbeli Andreas *,54.25,*
15 c,Portmann Josef *,54.00,*
16,Zurﬂuh Roman *,53.50,*
18 a,Linggi Bruno **,53.00,**
19 a,Zgraggen Fabian *,52.75,*
20 b,Schmid Samuel **,35.50,**
20 e,Mangold Michael *,35.50,*
21 a,Leuthard Reto *,35.25,*
21 d,Geisser Lars *,35.25,*
Inner,weizer Schwingerverband,,Schwingerverband
14 c,Blaser Theo *,54.25,*
15 a,Oettli Marco *,54.00,*
15 d,Fellmann Roman *,54.00,*
17 a,Suter David **,53.25,**
18 b,Strebel Joel **,53.00,**
19 b,Käslin Ruedi *,52.75,*
20 c,Eﬃnger Markus *,35.50,*
20 f,Ettlin Stefan *,35.50,*
21 b,Imhof Andi ***,35.25,***
22,Waldner Patrick **,34.75,**
14 d,Hurschler Thomas **,54.25,**
15 b,Thürig Mario ***,54.00,***
15 e,Battaglia Ursin **,54.00,**
17 b,Schmid Dominik **,53.25,**
18 c,Döbeli Lukas (2000) *,53.00,*
20 a,Studinger Stephan **,35.50,**
20 d,Doppmann Urs *,35.50,*
20 g,Egli Damian **,35.50,**
21 c,Good Marco *,35.25,*
23 a,Odermatt Andreas *,34.50,*
23 b,Hügli Kaj *,34.50,*
24 a,Ammann Rico *,34.25,*
25 b,Hermann Oliver *,34.00,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Inner,weizer Schwingerverband,,Schwingerverband
23 c,Korrodi Paul *,34.50,*
24 b,Arnold Marcel *,34.25,*
26,Bucher Roland *,25.50,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
23 d,Briker Michael *,34.50,*
25 a,Hochholdinger Roman **,34.00,**
27,von Arx Christian *,17.50,*
