place,name,points,level
1,Orlik Armon **,59.25,**
3 a,Bösch Daniel ***,57.50,***
4 b,Kindlimann Fabian ***,57.25,***
4 e,Zwyssig Raphael ***,57.25,***
5 c,Fejzaj Naim *,57.00,*
5 f,Schneider Mario **,57.00,**
6 c,Rhyner Michael **,56.75,**
7 a,Krähenbühl Tobias **,56.50,**
Nordo,chweizer Schwingerverband,,Schwingerverband
2 a,Hersche Martin **,58.25,**
3 b,Bless Michael ***,57.50,***
4 c,Orlik Curdin **,57.25,**
5 a,Eugster Ruedi **,57.00,**
5 d,Leuppi Samir **,57.00,**
6 a,Kämpf Bernhard ***,56.75,***
6 d,Bernold Christian *,56.75,*
7 b,Bühler Ernst **,56.50,**
2 b,Glaus Martin ***,58.25,***
4 a,Giger Samuel (1998) **,57.25,**
4 d,Forrer Arnold ***,57.25,***
5 b,Imhof Andi ***,57.00,***
5 e,Rychen Roger **,57.00,**
6 b,Notz Beni ***,56.75,***
6 e,Wickli Beat **,56.75,**
7 c,Kuster Marcel **,56.50,**
7 d,Oertig Dominik *,56.50,*
8 a,Alpiger Nick **,56.25,**
8 d,Burkhalter Stefan ***,56.25,***
9,Rüegg Roman *,56.00,*
10 c,Horner Peter **,55.75,**
10 f,Schmid Patrick *,55.75,*
11 b,Fässler Andreas **,55.50,**
11 e,Odermatt Martin *,55.50,*
11 h,Frick Andreas *,55.50,*
Nordo,chweizer Schwingerverband,,Schwingerverband
7 e,Schneider Domenic **,56.50,**
8 b,Arztmann Beda,56.25,Beda
8 e,Clopath Beat ***,56.25,***
10 a,Oertig Adrian **,55.75,**
10 d,Anderegg Simon ***,55.75,***
10 g,Vollenweider Jeremy (1998) *,55.75,*
11 c,Good Marco *,55.50,*
11 f,Zbinden Marc *,55.50,*
11 i,Giger Urs *,55.50,*
7 f,Schnurrenberger Roman **,56.50,**
8 c,Pﬁster Florian *,56.25,*
8 f,Roth Martin *,56.25,*
10 b,Wey Nicola *,55.75,*
10 e,Schlegel Sandro **,55.75,**
11 a,Bieri Christoph ***,55.50,***
11 d,Gwerder Andreas **,55.50,**
11 g,Battaglia Ursin **,55.50,**
11 j,Haenni Stéphane **,55.50,**
11 k,Hochholdinger Roman **,55.50,**
11 n,Schlegel Reto *,55.50,*
12 c,Hirt Pascal **,55.25,**
12 f,Ackermann Remo *,55.25,*
12 i,Knechtle Martin **,55.25,**
12 l,Schläpfer Matthias *,55.25,*
13 b,Keller Andreas *,55.00,*
13 e,Korrodi Paul *,55.00,*
13 h,Vestner Roman *,55.00,*
Nordo,chweizer Schwingerverband,,Schwingerverband
11 l,Landolt Reto *,55.50,*
12 a,Bühler Hannes *,55.25,*
12 d,Schläpfer Markus **,55.25,**
12 g,Coray Beda *,55.25,*
12 j,Kuster Thomas *,55.25,*
12 m,Breitenmoser Manuel,55.25,Manuel
13 c,Koch Thomas,55.00,Thomas
13 f,Näf Pius *,55.00,*
13 i,Dändliker Shane,55.00,Shane
11 m,Notz Hans *,55.50,*
12 b,Hersche Daniel,55.25,Daniel
12 e,Steiner Michael **,55.25,**
12 h,Jörger Marc,55.25,Marc
12 k,Scherer Christian *,55.25,*
13 a,Dumelin David *,55.00,*
13 d,Koller Martin *,55.00,*
13 g,Oertle Daniel,55.00,Daniel
13 j,Dörig Erich *,55.00,*
13 k,Koch Reto,55.00,Reto
15 a,Fontana Michael,54.50,Michael
16 a,Baumann Rico *,54.25,*
16 d,Dobler Mathias,54.25,Mathias
16 g,Jöhl Christian *,54.25,*
16 j,Rütsche Stefan *,54.25,*
16 m,Bernold Edi **,54.25,**
17 c,Bänziger Peter,54.00,Peter
17 f,Hämmerli Gian-Franco *,54.00,*
Nordo,chweizer Schwingerverband,,Schwingerverband
14 a,Bucher Roland,54.75,Roland
15 b,Lanter Christian (1998),54.50,(1998)
16 b,Streuli Martin *,54.25,*
16 e,Fausch Kjetil,54.25,Kjetil
16 h,Kammermann Dominik,54.25,Dominik
16 k,Schlegel Sämi (2000),54.25,(2000)
17 a,Holenstein Christian *,54.00,*
17 d,Brügger Stefan *,54.00,*
17 g,Inauen Andreas *,54.00,*
14 b,Roth Lukas *,54.75,*
15 c,Braun Mathias *,54.50,*
16 c,Bleiker Reto *,54.25,*
16 f,Fuster Sepp,54.25,Sepp
16 i,Rüegg Fabian *,54.25,*
16 l,Sprecher Sandro *,54.25,*
17 b,Kammermann Thomas *,54.00,*
17 e,Fässler Patrick,54.00,Patrick
17 h,Raymann David *,54.00,*
17 i,Schwyn Adrian,54.00,Adrian
17 l,Biäsch Christian *,54.00,*
18 a,Dind Samuel **,53.75,**
18 d,Peng Mike ***,53.75,***
19 c,Schwyn Patrick (1999),53.00,(1999)
20 a,Scheiwiller Andreas *,52.75,*
22,von Ah Benji ***,37.00,***
23 c,Horner Sämi,35.50,Sämi
23 f,Odermatt Michi,35.50,Michi
23 i,Stahel Felix *,35.50,*
Nordo,chweizer Schwingerverband,,Schwingerverband
17 j,Wolfer Lukas,54.00,Lukas
17 m,Güntensperger Marcel *,54.00,*
18 b,Krähenbühl Lukas *,53.75,*
19 a,Bischof Martin,53.00,Martin
19 d,Furrer Damian (1998),53.00,(1998)
20 b,Riedi Thomas,52.75,Thomas
23 a,Egli Martin,35.50,Martin
23 d,Notz Armin *,35.50,*
23 g,Rhyner Marco,35.50,Marco
23 j,Wetter Dominik,35.50,Dominik
17 k,Ammann Rico *,54.00,*
17 n,Truniger Manuel *,54.00,*
18 c,Bernold Michael (1999),53.75,(1999)
19 b,Marty Jaime (2000),53.00,(2000)
