place,name,points,level
1,Giger Samuel ***,58.75,***
3 b,Krähenbühl Tobias ***,57.25,***
3 e,Schneider Mario **,57.25,**
3 h,Rychen Roger ***,57.25,***
4 c,Bless Michael ***,57.00,***
4 f,Steiner Michael **,57.00,**
5 c,Keller Manuel,56.75,Manuel
5 f,Schmid Dominik **,56.75,**
2,Burkhalter Stefan ***,57.50,***
3 c,Kuster Marcel ***,57.25,***
3 f,Zwyssig Raphael ***,57.25,***
4 a,Schnurrenberger Roman **,57.00,**
4 d,Giger Urs *,57.00,*
5 a,Schneider Domenic ***,56.75,***
5 d,Schäppi Urs *,56.75,*
6 a,Geisser Lars **,56.50,**
3 a,Koller Fabian,57.25,Fabian
3 d,Leuppi Samir **,57.25,**
3 g,Oertig Dominik **,57.25,**
4 b,Bühler Hannes *,57.00,*
4 e,Notz Beni ***,57.00,***
5 b,Fausch Kjetil,56.75,Kjetil
5 e,Vollenweider Jeremy *,56.75,*
6 b,Straub Robin *,56.50,*
6 c,Bernold Michael *,56.50,*
7 b,Bühler Ernst **,56.25,**
9 b,Marty Jaime (2000),55.75,(2000)
9 e,Hauser Simon,55.75,Simon
10 b,Baumann Rico *,55.50,*
10 e,Keller Dominic,55.50,Dominic
10 h,Odermatt Christoph *,55.50,*
10 k,Hari Michi,55.50,Michi
10 n,Zbinden Marc *,55.50,*
6 d,Oettli Marco *,56.50,*
8,Mettler Valentin,56.00,Valentin
9 c,Rhyner Michael **,55.75,**
9 f,Oettli Silvio (2000),55.75,(2000)
10 c,Breitenmoser Manuel,55.50,Manuel
10 f,Kunz Daniel,55.50,Daniel
10 i,Schmid Patrick *,55.50,*
10 l,Neﬀ Florian,55.50,Florian
11 a,Krähenbühl Lukas *,55.25,*
7 a,Ott Damian (2000) *,56.25,*
9 a,Kuster Thomas *,55.75,*
9 d,Koller Martin *,55.75,*
10 a,Blaser Niklas *,55.50,*
10 d,Dumelin David *,55.50,*
10 g,Nock Benjamin (2001),55.50,(2001)
10 j,Ammann Rico *,55.50,*
10 m,Schläpfer Matthias *,55.50,*
11 b,Kolb Pirmin (2001),55.25,(2001)
11 c,Schiesser Patrik,55.25,Patrik
11 f,Hugelshofer Lars (2001),55.25,(2001)
12 a,Roth Martin *,55.00,*
12 d,Riedi Thomas,55.00,Thomas
13 b,Schegg Daniel (2000),54.75,(2000)
13 e,Keller Lukas,54.75,Lukas
13 h,Alder Armin,54.75,Armin
14 c,Wetter Silvan (2000),54.50,(2000)
14 f,Inauen Marco,54.50,Marco
11 d,Buchmann Michael,55.25,Michael
11 g,Koch Thomas *,55.25,*
12 b,Ackermann Roman,55.00,Roman
12 e,Rüegg Fabian *,55.00,*
13 c,Bommer Christoph,54.75,Christoph
13 f,Lozza Roman,54.75,Roman
14 a,Notz Armin *,54.50,*
14 d,Bischof Martin,54.50,Martin
14 g,Keller Werner,54.50,Werner
11 e,Horner Sämi,55.25,Sämi
11 h,Straub Paul,55.25,Paul
12 c,Bärtsch Fabian (2000),55.00,(2000)
13 a,Galli Cedric (2001),54.75,(2001)
13 d,Breitenmoser Simon,54.75,Simon
13 g,Vogel Thomas,54.75,Thomas
14 b,Schwyn Patrick,54.50,Patrick
14 e,Funk Nicola,54.50,Nicola
14 h,Pianta Christian,54.50,Christian
14 i,Schwyn Adrian *,54.50,*
15 a,Bickel Roman *,54.25,*
15 d,Rohrbach Jérôme (2000),54.25,(2000)
15 g,Bürgler Patrick,54.25,Patrick
16 b,Akeret Benno *,54.00,*
16 e,Knup Stephan,54.00,Stephan
16 h,Schudel Simon *,54.00,*
16 k,Wolfer Lukas *,54.00,*
